attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/rhox_nagash	
vampire_territory	nag_nagash_husk
vampire_territory	nag_nagash_boss
vampire_territory	nag_mortarch_neferata
vampire_territory	nag_mortarch_neferata_warhorse
vampire_territory	nag_lahmia_neferata_hellsteed
vampire_territory	nag_mortarch_neferata_abyssal
vampire_territory	nag_mortarch_krell
vampire_territory	nag_mortarch_vlad
vampire_territory	nag_mortarch_mannfred
vampire_territory	nag_mortarch_mannfred_warhorse
vampire_territory	nag_mortarch_mannfred_abyssal
vampire_territory	nag_mortarch_luthor
vampire_territory	nag_mortarch_luthor_terrorgheist
vampire_territory	nag_mortarch_arkhan
vampire_territory	nag_mortarch_arkhan_warhorse
vampire_territory	nag_mortarch_arkhan_chariot
vampire_territory	nag_mortarch_arkhan_abyssal
vampire_territory	nag_morghasts
vampire_territory	nag_morghasts_archai
vampire_territory	nag_nagashi_guard
vampire_territory	nag_nagashi_guard_halb
vampire_territory	nag_mortis_engine
vampire_territory	nag_bone_thrower
vampire_territory	nag_bone_golems
vampire_territory	nag_inf_zombie_construct
vampire_territory	nag_inf_crypt_ghouls_construct
vampire_territory	nag_mon_crypt_horrors_construct
vampire_territory	nag_cav_hexwraiths_0_summon
vampire_territory	nag_cav_black_knights_0_summon
vampire_territory	nag_hero_team_summon
vampire_territory	nag_hero_warsphinx_summon
vampire_territory	nag_sand_crawlies
vampire_territory	nag_warp_ghouls
vampire_territory	nag_carrion_riders
vampire_territory	nag_giant_spoop
vampire_territory	nag_bone_colossus
vampire_territory	nag_endless_tomb
vampire_territory	nag_bombardment_targeting
vampire_territory	nag_spirit_hosts
vampire_territory	nag_spectre_swarm
vampire_territory	nag_shade_haunts
vampire_territory	nag_virion_plaguecart
vampire_territory	nag_revenants
vampire_territory	nag_cha_tomb_king_0
vampire_territory	nag_cha_tomb_king_1
vampire_territory	nag_cha_tomb_king_2
vampire_territory	nag_cha_tomb_king_3
vampire_territory	nag_cha_tomb_prince_0
vampire_territory	nag_cha_tomb_prince_1
vampire_territory	nag_cha_tomb_prince_2
vampire_territory	nag_cha_liche_priest_death_0
vampire_territory	nag_cha_liche_priest_death_1
vampire_territory	nag_cha_liche_priest_light_0
vampire_territory	nag_cha_liche_priest_light_1
vampire_territory	nag_cha_liche_priest_nehekhara_0
vampire_territory	nag_cha_liche_priest_nehekhara_1
vampire_territory	nag_cha_liche_priest_shadow_0
vampire_territory	nag_cha_liche_priest_shadow_1
vampire_territory	nag_cha_liche_priest_undeath_0
vampire_territory	nag_cha_liche_priest_undeath_1
vampire_territory	nag_vanilla_tmb_inf_skeleton_archers_0
vampire_territory	nag_vanilla_tmb_inf_skeleton_spearmen_0
vampire_territory	nag_vanilla_tmb_inf_skeleton_warriors_0
vampire_territory	nag_vanilla_tmb_inf_nehekhara_warriors_0
vampire_territory	nag_vanilla_tmb_inf_tomb_guard_0
vampire_territory	nag_vanilla_tmb_inf_tomb_guard_1
vampire_territory	nag_vanilla_tmb_cav_skeleton_horsemen_0
vampire_territory	nag_vanilla_tmb_cav_skeleton_horsemen_archers_0
vampire_territory	nag_vanilla_tmb_cav_nehekhara_horsemen_0
vampire_territory	nag_vanilla_tmb_cav_necropolis_knights_0
vampire_territory	nag_vanilla_tmb_cav_necropolis_knights_1
vampire_territory	nag_vanilla_tmb_veh_skeleton_archer_chariot_0
vampire_territory	nag_vanilla_tmb_veh_skeleton_chariot_0
vampire_territory	nag_vanilla_tmb_mon_ushabti_0
vampire_territory	nag_vanilla_tmb_mon_ushabti_1
vampire_territory	nag_vanilla_tmb_mon_sepulchral_stalkers_0
vampire_territory	nag_vanilla_tmb_mon_tomb_scorpion_0
vampire_territory	nag_vanilla_tmb_mon_khemrian_warsphinx_0
vampire_territory	nag_vanilla_tmb_mon_necrosphinx_0
vampire_territory	nag_vanilla_tmb_mon_bone_giant_0
vampire_territory	nag_vanilla_tmb_art_screaming_skull_catapult_0
vampire_territory	nag_vanilla_tmb_art_casket_of_souls_0
vampire_territory	nag_vanilla_vmp_inf_zombie
vampire_territory	nag_vanilla_vmp_inf_skeleton_warriors_0
vampire_territory	nag_vanilla_vmp_inf_skeleton_warriors_1
vampire_territory	nag_vanilla_vmp_inf_crypt_ghouls
vampire_territory	nag_vanilla_vmp_inf_cairn_wraiths
vampire_territory	nag_vanilla_vmp_inf_grave_guard_0
vampire_territory	nag_vanilla_vmp_inf_grave_guard_1
vampire_territory	nag_vanilla_vmp_cav_black_knights_0
vampire_territory	nag_vanilla_vmp_cav_black_knights_3
vampire_territory	nag_vanilla_vmp_cav_hexwraiths
vampire_territory	nag_vanilla_vmp_cav_blood_knights_0
vampire_territory	nag_vanilla_vmp_veh_corpse_cart_1
vampire_territory	nag_vanilla_vmp_veh_corpse_cart_2
vampire_territory	nag_vanilla_vmp_mon_dire_wolves
vampire_territory	nag_vanilla_vmp_mon_fell_bats
vampire_territory	nag_vanilla_vmp_mon_vargheists
vampire_territory	nag_vanilla_vmp_mon_crypt_horrors
vampire_territory	nag_vanilla_vmp_mon_varghulf
vampire_territory	nag_vanilla_cst_inf_zombie_deckhands_mob_0
vampire_territory	nag_vanilla_cst_inf_zombie_deckhands_mob_1
vampire_territory	nag_vanilla_cst_inf_zombie_gunnery_mob_0
vampire_territory	nag_vanilla_cst_inf_zombie_gunnery_mob_1
vampire_territory	nag_vanilla_cst_inf_deck_gunners_0
vampire_territory	nag_vanilla_cst_inf_depth_guard_0
vampire_territory	nag_vanilla_cst_mon_bloated_corpse_0
vampire_territory	nag_vanilla_cst_mon_terrorgheist
vampire_territory	nag_vanilla_cst_art_carronade
vampire_territory	nag_vanilla_cst_mon_necrofex_colossus_0
non_vampire_territory	nag_nagash_husk
non_vampire_territory	nag_nagash_boss
non_vampire_territory	nag_mortarch_neferata
non_vampire_territory	nag_mortarch_neferata_warhorse
non_vampire_territory	nag_lahmia_neferata_hellsteed
non_vampire_territory	nag_mortarch_neferata_abyssal
non_vampire_territory	nag_mortarch_krell
non_vampire_territory	nag_mortarch_vlad
non_vampire_territory	nag_mortarch_mannfred
non_vampire_territory	nag_mortarch_mannfred_warhorse
non_vampire_territory	nag_mortarch_mannfred_abyssal
non_vampire_territory	nag_mortarch_luthor
non_vampire_territory	nag_mortarch_luthor_terrorgheist
non_vampire_territory	nag_mortarch_arkhan
non_vampire_territory	nag_mortarch_arkhan_warhorse
non_vampire_territory	nag_mortarch_arkhan_chariot
non_vampire_territory	nag_mortarch_arkhan_abyssal
non_vampire_territory	nag_morghasts
non_vampire_territory	nag_morghasts_archai
non_vampire_territory	nag_nagashi_guard
non_vampire_territory	nag_nagashi_guard_halb
non_vampire_territory	nag_mortis_engine
non_vampire_territory	nag_bone_thrower
non_vampire_territory	nag_bone_golems
non_vampire_territory	nag_inf_zombie_construct
non_vampire_territory	nag_inf_crypt_ghouls_construct
non_vampire_territory	nag_mon_crypt_horrors_construct
non_vampire_territory	nag_cav_hexwraiths_0_summon
non_vampire_territory	nag_cav_black_knights_0_summon
non_vampire_territory	nag_hero_team_summon
non_vampire_territory	nag_hero_warsphinx_summon
non_vampire_territory	nag_sand_crawlies
non_vampire_territory	nag_warp_ghouls
non_vampire_territory	nag_carrion_riders
non_vampire_territory	nag_giant_spoop
non_vampire_territory	nag_bone_colossus
non_vampire_territory	nag_endless_tomb
non_vampire_territory	nag_bombardment_targeting
non_vampire_territory	nag_spirit_hosts
non_vampire_territory	nag_spectre_swarm
non_vampire_territory	nag_shade_haunts
non_vampire_territory	nag_virion_plaguecart
non_vampire_territory	nag_revenants
non_vampire_territory	nag_cha_tomb_king_0
non_vampire_territory	nag_cha_tomb_king_1
non_vampire_territory	nag_cha_tomb_king_2
non_vampire_territory	nag_cha_tomb_king_3
