effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/rhox_nagash_lahmia				
rhox_lahmia_neferata_lord_trait	wh_main_effect_agent_action_success_chance_dignitary_vampire_counts	faction_to_character_own_unseen	25.0000	start_turn_completed
rhox_lahmia_neferata_lord_trait	wh_main_effect_agent_recruitment_cost_mod	faction_to_force_own	-50.0000	start_turn_completed
rhox_lahmia_neferata_lord_trait	wh2_dlc11_vmp_blood_kiss_faction_effect_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_lahmia_neferata_lord_trait	rhox_nagash_lahmia_effect_agent_action_enable_dignitary_hinder_settlement_establish_pirate_cove	faction_to_character_own_unseen	1.0000	start_turn_completed
rhox_lahmia_neferata_lord_trait	rhox_nagash_lahmia_effect_battle_seduction	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_lahmia_neferata_lord_trait	rhox_nagash_lahmia_effect_vassal_making	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_lahmia_neferata_lord_trait	rhox_nagash_lahmia_effect_diplo_bonus_dummy	faction_to_faction_own_unseen	10.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_1	wh_main_effect_force_stat_leadership_vs_vampire_counts	faction_to_force_own	2.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_1	wh3_main_effect_forced_vassalage_disabled	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_2	wh_main_faction_political_diplomacy_mod_vampire_counts	faction_to_faction_own_unseen	20.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_2	wh2_main_faction_political_diplomacy_mod_technology_order	faction_to_faction_own_unseen	-5.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_2	wh_main_effect_force_stat_leadership_vs_vampire_counts	faction_to_force_own	-4.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_2	wh3_main_effect_forced_vassalage_disabled	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_2	rhox_nagash_lahmia_effect_pooled_resource_income_mod_resistance	faction_to_faction_own_unseen	50.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_3	wh_main_faction_political_diplomacy_mod_vampire_counts	faction_to_faction_own_unseen	30.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_3	wh2_main_faction_political_diplomacy_mod_technology_order	faction_to_faction_own_unseen	-10.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_3	wh_main_effect_force_stat_leadership_vs_vampire_counts	faction_to_force_own	-8.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_3	wh3_main_effect_forced_vassalage_disabled	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_3	rhox_nagash_lahmia_effect_pooled_resource_income_mod_resistance	faction_to_faction_own_unseen	100.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_4	wh_main_faction_political_diplomacy_mod_vampire_counts	faction_to_faction_own_unseen	50.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_4	wh2_main_faction_political_diplomacy_mod_technology_order	faction_to_faction_own_unseen	-20.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_4	wh_main_effect_force_stat_leadership_vs_vampire_counts	faction_to_force_own	-12.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_4	wh3_main_effect_forced_vassalage_disabled	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_4	rhox_nagash_lahmia_effect_pooled_resource_income_mod_resistance	faction_to_faction_own_unseen	200.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_max	wh_main_faction_political_diplomacy_mod_vampire_counts	faction_to_faction_own_unseen	80.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_max	wh2_main_faction_political_diplomacy_mod_technology_order	faction_to_faction_own_unseen	-30.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_max	wh_main_effect_force_stat_leadership_vs_vampire_counts	faction_to_force_own	-16.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_max	wh3_main_effect_forced_vassalage_enabled	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_nagash_lahmia_pooled_resource_coven_influence_effects_max	rhox_nagash_lahmia_effect_pooled_resource_income_mod_resistance	faction_to_faction_own_unseen	-100.0000	start_turn_completed
wh2_main_faction_trait_dark_elves	rhox_nagash_lahmia_effect_pooled_resource_coven_influence_capacity_mod	faction_to_faction_own_unseen	50.0000	start_turn_completed
wh2_main_faction_trait_high_elves	rhox_nagash_lahmia_effect_pooled_resource_coven_influence_capacity_mod	faction_to_faction_own_unseen	50.0000	start_turn_completed
wh_dlc05_faction_trait_wood_elves	rhox_nagash_lahmia_effect_pooled_resource_coven_influence_capacity_mod	faction_to_faction_own_unseen	50.0000	start_turn_completed
wh3_main_faction_trait_cathay	rhox_nagash_lahmia_effect_pooled_resource_coven_influence_capacity_mod	faction_to_faction_own_unseen	0.0000	start_turn_completed
wh3_main_faction_trait_kislev	rhox_nagash_lahmia_effect_pooled_resource_coven_influence_capacity_mod	faction_to_faction_own_unseen	0.0000	start_turn_completed
wh_dlc08_faction_trait_norsca	rhox_nagash_lahmia_effect_pooled_resource_coven_influence_capacity_mod	faction_to_faction_own_unseen	0.0000	start_turn_completed
wh_main_faction_trait_bretonnia	rhox_nagash_lahmia_effect_pooled_resource_coven_influence_capacity_mod	faction_to_faction_own_unseen	0.0000	start_turn_completed
wh_main_faction_trait_humans	rhox_nagash_lahmia_effect_pooled_resource_coven_influence_capacity_mod	faction_to_faction_own_unseen	0.0000	start_turn_completed
wh_main_faction_trait_dwarfs	rhox_nagash_lahmia_effect_pooled_resource_coven_influence_capacity_mod	faction_to_faction_own_unseen	200.0000	start_turn_completed
wh3_dlc23_faction_trait_chaos_dwarfs	rhox_nagash_lahmia_effect_pooled_resource_coven_influence_capacity_mod	faction_to_faction_own_unseen	200.0000	start_turn_completed
