effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/rhox_nagash				
nag_nagash_group	wh_main_effect_siege_engine_number_vmp_battering_ram	faction_to_force_own	1.0000	start_turn_completed
nag_nagash_group	wh_main_effect_siege_engine_number_vmp_siege_tower	faction_to_force_own	2.0000	start_turn_completed
nag_nagash_group	wh2_dlc09_effect_increase_army_capacity_hidden	faction_to_faction_own_unseen	0.0000	start_turn_completed
nag_nagash_group	wh_main_effect_unit_recruitment_points	faction_to_province_own_unseen	-1.0000	start_turn_completed
nag_nagash_group	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	-1.0000	start_turn_completed
nag_bundle_stance_army_settlement_horde	wh_main_effect_force_all_campaign_stance_ap_cost	army_to_army_own_unseen	25.0000	start_turn_completed
nag_bundle_stance_army_settlement_horde	wh3_main_effect_force_all_campaign_movement_range_disabled	force_to_force_own	1.0000	start_turn_completed
nag_bundle_stance_army_settlement_horde	wh_main_effect_force_army_campaign_ambush_defence_success_chance	army_to_army_own_unseen	75.0000	start_turn_completed
nag_bundle_stance_army_settlement_horde	wh_main_effect_force_army_campaign_attrition_all_immunity	army_to_army_own_unseen	1.0000	start_turn_completed
nag_bundle_stance_army_settlement_horde	wh_main_effect_horde_unit_replenishment_hidden	force_to_general_own	10.0000	start_turn_completed
wh2_main_lord_trait_vmp_nagash	nag_effect_climate_dummy	faction_to_force_own_unseen	1.0000	start_turn_completed
wh2_main_lord_trait_vmp_nagash	wh_main_faction_political_diplomacy_mod	faction_to_faction_own_unseen	-30.0000	start_turn_completed
wh2_main_lord_trait_vmp_nagash	wh2_dlc11_faction_political_diplomacy_mod_vlad	faction_to_faction_own_unseen	80.0000	start_turn_completed
wh2_main_lord_trait_vmp_nagash	rhox_nagash_hidden_disable_dk_realm	faction_to_force_own	1.0000	start_turn_completed
nagash_kill	wh3_main_effect_winds_of_magic_character	force_to_force_own	15.0000	start_turn_completed
nag_payload_improved_agent_champion	nag_effect_agent_action_cost_mod_champion	faction_to_character_own_unseen	-25.0000	start_turn_completed
nag_payload_improved_agent_champion	nag_effect_agent_action_success_chance_champion	faction_to_character_own_unseen	5.0000	start_turn_completed
nag_payload_improved_agent_engineer	nag_effect_agent_action_cost_mod_engineer	faction_to_character_own_unseen	-25.0000	start_turn_completed
nag_payload_improved_agent_engineer	nag_effect_agent_action_success_chance_engineer	faction_to_character_own_unseen	5.0000	start_turn_completed
nag_payload_improved_agent_wizard	nag_effect_agent_action_cost_mod_wizard	faction_to_character_own_unseen	-25.0000	start_turn_completed
nag_payload_improved_agent_wizard	nag_effect_agent_action_success_chance_wizard	faction_to_character_own_unseen	5.0000	start_turn_completed
nag_payload_improved_agent_spy	nag_effect_agent_action_cost_mod_spy	faction_to_character_own_unseen	-25.0000	start_turn_completed
nag_payload_improved_agent_spy	nag_effect_agent_action_success_chance_spy	faction_to_character_own_unseen	5.0000	start_turn_completed
nag_payload_improved_agent_dignitary	nag_effect_agent_action_cost_mod_dinitary	faction_to_character_own_unseen	-25.0000	start_turn_completed
nag_payload_improved_agent_dignitary	nag_effect_agent_action_success_chance_dignitary	faction_to_character_own_unseen	5.0000	start_turn_completed
nag_payload_training_artillery	wh_main_effect_force_army_campaign_experience_base_artillery	faction_to_character_own_unseen	2.0000	start_turn_completed
nag_payload_training_artillery	wh_main_effect_force_army_campaign_upkeep_cost_artillery	faction_to_force_own_unseen	-25.0000	start_turn_completed
nag_payload_training_cavalry	wh_main_effect_force_army_campaign_experience_base_cavalry	faction_to_character_own_unseen	2.0000	start_turn_completed
nag_payload_training_cavalry	wh_main_effect_force_army_campaign_upkeep_cost_cavalry	faction_to_force_own_unseen	-25.0000	start_turn_completed
nag_payload_training_infantry_melee	wh_main_effect_force_army_campaign_experience_base_melee_units	faction_to_character_own_unseen	2.0000	start_turn_completed
nag_payload_training_infantry_melee	wh_main_effect_force_army_campaign_upkeep_cost_infantry	faction_to_force_own_unseen	-25.0000	start_turn_completed
nag_payload_training_infantry_ranged	wh_main_effect_force_army_campaign_experience_base_ranged_units	faction_to_character_own_unseen	2.0000	start_turn_completed
