effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/rhox_nagash_kalledria				
rhox_nagash_kalledria_ritual_hex_3	rhox_nagash_kalledria_create_disciple_army	region_to_faction_own	1.0000	start_turn_completed
rhox_nagash_kalledria_ritual_hex_3_empowered	rhox_nagash_kalledria_create_disciple_army	region_to_faction_own	2.0000	start_turn_completed
rhox_nagash_kalledria_ritual_hex_5	rhox_nagash_kalledria_effect_ritual_hex_5_dummy	region_to_region_own	1.0000	start_turn_completed
rhox_nagash_kalledria_ritual_hex_5_empowered	rhox_nagash_kalledria_effect_non_vampirice_corruption_disabled	region_to_province_own_unseen	-999.0000	start_turn_completed
rhox_nagash_kalledria_ritual_hex_5_empowered	wh3_main_effect_corruption_vampiric_events	region_to_province_own_unseen	100.0000	start_turn_completed
rhox_nagash_kalledria_ritual_hex_6	wh3_dlc24_effect_campaign_enable_attrition_malediction_of_ruin	rhox_nagash_kelldria_faction_to_force_own_ritual_target	1.0000	start_turn_completed
rhox_nagash_kalledria_ritual_hex_6	wh3_dlc24_effect_province_growth_malediction_of_ruin	rhox_nagash_kalledria_faction_to_province_own_ritual_target	-100.0000	start_turn_completed
rhox_nagash_kalledria_ritual_hex_6	wh3_dlc24_effect_winds_of_magic_malediction_of_ruin	rhox_nagash_kelldria_faction_to_force_own_ritual_target	-25.0000	start_turn_completed
rhox_nagash_kalledria_high_vampiric_corruption	wh3_dlc24_effect_low_corruption_ksl_spirit_essence	province_to_faction_unseen	1.0000	start_turn_completed
rhox_nagash_kalledria_physical_resistance	wh_main_effect_force_stat_physical_resistance	character_to_character_own	10.0000	start_turn_completed
rhox_nagash_kalledria_magical_resistance	wh_main_effect_force_stat_magic_resistance	character_to_character_own	20.0000	start_turn_completed
rhox_vmp_kalledria_lord_trait	rhox_nagash_kalledria_effect_ability_enable_the_screaming_banner	faction_to_force_own_unseen	1.0000	start_turn_completed
rhox_vmp_kalledria_lord_trait	wh_main_effect_force_army_campaign_ambush_attack_success_chance	faction_to_force_own_unseen	10.0000	start_turn_completed
rhox_vmp_kalledria_lord_trait	wh2_dlc09_effect_force_stat_melee_attack_during_ambushes	faction_to_force_own_unseen	10.0000	start_turn_completed
rhox_vmp_kalledria_lord_trait	rhox_nagash_kalledria_effect_upkeep_cost_reduction_ethereal	faction_to_force_own_unseen	-30.0000	start_turn_completed
