effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/rhox_nagash_edicts				
nag_effect_edict_master_of_puppets	wh_pro01_effect_force_stat_melee_defence_defending	province_to_force_own_provincewide	8.0000	start_turn_completed
nag_effect_edict_master_of_puppets	nag_effect_force_army_battle_leadership_all_defending	province_to_force_own_provincewide	16.0000	start_turn_completed
nag_effect_edict_soul_harvest	wh_main_effect_economy_gdp_mod_all	province_to_province_own_unseen	10.0000	start_turn_completed
nag_effect_edict_soul_harvest	wh3_main_effect_winds_of_magic_increase_chance_mod	province_to_force_any_provincewide	8.0000	start_turn_completed
nag_effect_edict_tempest_of_death	wh_main_effect_force_all_campaign_movement_range	province_to_force_own_provincewide	20.0000	start_turn_completed
nag_effect_edict_tempest_of_death	wh_main_effect_force_stat_vigour_loss_reduction	province_to_force_own_provincewide	-33.0000	start_turn_completed
nag_effect_edict_tempest_of_death	wh_main_effect_unit_recruitment_points	province_to_province_own_unseen	2.0000	start_turn_completed
nag_effect_edict_chains_of_life	wh_main_effect_force_all_campaign_raid_income	province_to_force_own_factionwide	10.0000	start_turn_completed
nag_effect_edict_chains_of_life	nag_effect_diplomatic_relations_living	province_to_faction	-6.0000	start_turn_completed
