key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
#land_units_tables;50;db/land_units_tables/rhox_nagash_vanilla																																																						
nag_cha_tomb_king_0	10	wh2_main_chainmail_80	2100	inf_melee	20	com	wh2_dlc09_tmb_cha_tomb_king	hu1_tomb_sword_and_shield	wh2_dlc09_tmb_skeleton_infantry_hero_lord	50	60	80	4832		0	wh2_dlc09_tmb_sword_hero_lord		1	wh_missile_block_55_wood	wh2_dlc09_tmb_cha_tomb_king	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_tomb_king_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	-15	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
nag_cha_tomb_king_1	10	wh2_main_chainmail_80	2100	cavalry	40	com	wh2_dlc09_tmb_cha_tomb_king	hu1_tomb_hr1_tomb_steed_sword_and_shield	wh2_dlc09_tmb_skeleton_infantry_hero_lord	50	60	80	5232	wh2_dlc09_tmb_mnt_tomb_steed_hero	1	wh2_dlc09_tmb_sword_hero_lord		1	wh_missile_block_35_wood	wh2_dlc09_tmb_cha_tomb_king	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_tomb_king_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	-15	0	0	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters		
nag_cha_tomb_king_2	10	wh2_main_bone_80	2100	war_machine	80	com	wh2_dlc09_tmb_cha_tomb_king	hu1_empire_sword_and_shield	wh2_dlc09_tmb_skeleton_infantry_hero_lord	34	26	80	5788	wh2_dlc09_tmb_mnt_tomb_steed_chariot	2	wh2_dlc09_tmb_chariot_lord		1	wh_missile_block_35_wood	wh2_dlc09_tmb_cha_tomb_king	wh_main_chariot	trained	wh2_dlc09_tmb_chariot	wh2_dlc09_tmb_chariot_general	true	40.0000	1500.0000	wh2_dlc09_tmb_cha_tomb_king_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	-15	0	1	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters		
nag_cha_tomb_king_3	10	wh2_dlc10_bone_95	2100	war_beast	64	com	wh2_dlc09_tmb_cha_tomb_king	hu1_empire_sword_and_shield	wh2_dlc09_tmb_skeleton_infantry_hero_lord	38	38	80	9800	wh2_dlc09_tmb_mnt_warsphinx	1	wh2_dlc09_tmb_warsphinx_lord		1	none	wh2_dlc09_tmb_cha_tomb_king	wh_main_monster	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_tomb_king_3	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	-15	0	1	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters		
nag_cha_tomb_prince_0	10	wh2_main_chainmail_70	2100	inf_melee	15	com	wh2_dlc09_tmb_cha_tomb_prince	hu1_tomb_halberd_and_shield	wh2_dlc09_tmb_skeleton_infantry_hero	38	48	70	4260		0	wh2_dlc09_tmb_halberd_prince		1	wh_missile_block_55_wood	wh2_dlc09_tmb_cha_tomb_prince	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_tomb_prince_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	-15	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
nag_cha_tomb_prince_1	10	wh2_main_chainmail_70	2100	cavalry	35	com	wh2_dlc09_tmb_cha_tomb_prince	hu1_tomb_hr1_tomb_steed_sword_and_shield	wh2_dlc09_tmb_skeleton_infantry_hero	38	48	70	4660	wh2_dlc09_tmb_mnt_tomb_steed_hero	1	wh2_dlc09_tmb_halberd_prince		1	wh_missile_block_35_wood	wh2_dlc09_tmb_cha_tomb_prince	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_tomb_prince_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	-15	0	0	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters		
nag_cha_tomb_prince_2	10	wh2_main_bone_80	2100	war_machine	80	com	wh2_dlc09_tmb_cha_tomb_prince	hu1_empire_sword_and_shield	wh2_dlc09_tmb_skeleton_infantry_hero	30	24	70	5200	wh2_dlc09_tmb_mnt_tomb_steed_chariot	2	wh2_dlc09_tmb_chariot_lord		1	none	wh2_dlc09_tmb_cha_tomb_prince	wh_main_chariot	trained	wh2_dlc09_tmb_chariot	wh2_dlc09_tmb_chariot_general	true	40.0000	1500.0000	wh2_dlc09_tmb_cha_tomb_prince_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	-15	0	1	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters		
nag_cha_liche_priest_death_0	10	wh2_main_bone_30	2100	inf_melee	10	com	wh2_dlc09_tmb_cha_liche_priest	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3512		0	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_liche_priest	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_liche_priest_death_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters		
nag_cha_liche_priest_death_1	10	wh2_main_bone_30	2100	cavalry	30	com	wh2_dlc09_tmb_cha_liche_priest	hu1_liche_priest_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3932	wh2_dlc09_tmb_mnt_tomb_steed_hero	1	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_master_necromancer	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_liche_priest_death_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
nag_cha_liche_priest_light_0	10	wh2_main_bone_30	2100	inf_melee	10	com	wh2_dlc09_tmb_cha_liche_priest	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3512		0	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_liche_priest	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_liche_priest_light_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters		
nag_cha_liche_priest_light_1	10	wh2_main_bone_30	2100	cavalry	30	com	wh2_dlc09_tmb_cha_liche_priest	hu1_liche_priest_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3932	wh2_dlc09_tmb_mnt_tomb_steed_hero	1	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_master_necromancer	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_liche_priest_light_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
nag_cha_liche_priest_nehekhara_0	10	wh2_main_bone_30	2100	inf_melee	10	com	wh2_dlc09_tmb_cha_liche_priest	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3512		0	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_liche_priest	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters		
