level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value	resource_transaction_on_complete	split_chain_sort_order
#building_levels_tables;2;db/building_levels_tables/rhox_nagash_non_unique																									
nag_non_unique_settlement_cavalry_1	nag_non_unique_settlement_cavalry	0	3	2500	0		false	false			false	nag_settlement_cavalry	false	0.0000	0	true	2		true	0	0		0		-1
nag_non_unique_settlement_cavalry_2	nag_non_unique_settlement_cavalry	1	4	5000	0		false	false			false	nag_settlement_cavalry	false	0.0000	0	true	3		true	0	0		0		-1
nag_non_unique_settlement_chariots_1	nag_non_unique_settlement_chariots	0	2	1000	0		false	false			false	nag_settlement_chariots	false	0.0000	0	true	1		true	0	0		0		-1
nag_non_unique_settlement_chariots_2	nag_non_unique_settlement_chariots	1	3	2000	0		false	false			false	nag_settlement_chariots	false	0.0000	0	true	2		true	0	0		0		-1
nag_non_unique_settlement_chariots_3	nag_non_unique_settlement_chariots	2	4	4000	0		false	false			false	nag_settlement_chariots	false	0.0000	0	true	3		true	0	0		0		-1
nag_non_unique_settlement_defence_major_1	nag_non_unique_settlement_defence_major	0	3	2500	0		false	false			false	nag_settlement_walls	false	0.0000	0	true	2		true	0	0		0		-1
nag_non_unique_settlement_defence_major_2	nag_non_unique_settlement_defence_major	1	4	5000	0		false	false			false	nag_settlement_walls	false	0.0000	0	true	3		true	0	0		0		-1
nag_non_unique_settlement_growth_1	nag_non_unique_settlement_growth	0	2	1000	0		false	false			false	nag_settlement_growth	false	0.0000	0	true	1		true	0	0		0		-1
nag_non_unique_settlement_growth_2	nag_non_unique_settlement_growth	1	3	2000	0		false	false			false	nag_settlement_growth	false	0.0000	0	true	2		true	0	0		0		-1
nag_non_unique_settlement_growth_3	nag_non_unique_settlement_growth	2	4	4000	0		false	false			false	nag_settlement_growth	false	0.0000	0	true	3		true	0	0		0		-1
nag_non_unique_settlement_income_1	nag_non_unique_settlement_income	0	2	400	0		false	false			false	nag_settlement_income	false	0.0000	0	true	1		true	0	0		0		-1
nag_non_unique_settlement_income_2	nag_non_unique_settlement_income	1	3	800	0		false	false			false	nag_settlement_income	false	0.0000	0	true	2		true	0	0		0		-1
nag_non_unique_settlement_income_3	nag_non_unique_settlement_income	2	4	1200	0		false	false			false	nag_settlement_income	false	0.0000	0	true	3		true	0	0		0		-1
nag_non_unique_settlement_infantry_1	nag_non_unique_settlement_infantry	0	2	2000	0		false	false			false	nag_settlement_infantry	false	0.0000	0	true	1		true	0	0		0		-1
nag_non_unique_settlement_infantry_2	nag_non_unique_settlement_infantry	1	3	4000	0		false	false			false	nag_settlement_infantry	false	0.0000	0	true	2		true	0	0		0		-1
nag_non_unique_settlement_infantry_3	nag_non_unique_settlement_infantry	2	4	6000	0		false	false			false	nag_settlement_infantry	false	0.0000	0	true	3		true	0	0		0		-1
nag_non_unique_settlement_ushabti_1	nag_non_unique_settlement_ushabti	0	3	3000	0		false	false			false	nag_settlement_ushabti	false	0.0000	0	true	3		true	0	0		0		-1
nag_non_unique_settlement_priest_1	nag_non_unique_settlement_priest	0	1	2000	0		false	false			false	nag_settlement_priest	false	0.0000	0	true	3		true	0	0		0		-1
nag_non_unique_settlement_spirit_1	nag_non_unique_settlement_spirit	0	1	1000	0		false	false			false	nag_settlement_spirit	false	0.0000	0	true	1		true	0	0		0		-1
nag_non_unique_settlement_spirit_2	nag_non_unique_settlement_spirit	1	1	2000	0		false	false			false	nag_settlement_spirit	false	0.0000	0	true	3		true	0	0		0		-1
