building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables	4	db/building_culture_variants_tables/jvj_nagash_buildings_outpost
nag_outpost_primary_main_ruin				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_1				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_2				wh_main_PLACEHOLDER	tmb_settlement	false	%placeholder%	true
nag_outpost_primary_main_3				wh_main_PLACEHOLDER	tmb_settlement	false	%placeholder%	true
nag_outpost_primary_main_4				wh_main_PLACEHOLDER	tmb_settlement	false	%placeholder%	true
nag_outpost_primary_main_5				wh_main_PLACEHOLDER	tmb_settlement	false	%placeholder%	true
nag_outpost_primary_main_coast_ruin				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_coast_1				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_coast_2				wh_main_PLACEHOLDER	tmb_settlement	false	%placeholder%	true
nag_outpost_primary_main_coast_3				wh_main_PLACEHOLDER	tmb_settlement	false	%placeholder%	true
nag_outpost_primary_main_coast_4				wh_main_PLACEHOLDER	tmb_settlement	false	%placeholder%	true
nag_outpost_primary_main_coast_5				wh_main_PLACEHOLDER	tmb_settlement	false	%placeholder%	true
nag_outpostnorsca_primary_main_ruin				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpostnorsca_primary_main_1				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpostnorsca_primary_main_coast_ruin				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpostnorsca_primary_main_coast_1				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_main_port_1				wh_main_PLACEHOLDER	vampire_port	false	%placeholder%	true
nag_outpost_main_port_ruin				wh_main_PLACEHOLDER	vampire_port	false	%placeholder%	true
nag_outpost_secondary_main_ruin				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_secondary_main_coast_ruin				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpostnorsca_secondary_main_ruin				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpostnorsca_secondary_coast_main_ruin				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_secondary_main_1				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_secondary_main_coast_1				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpostnorsca_secondary_main_1				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpostnorsca_secondary_main_coast_1				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_research_1				wh_main_PLACEHOLDER	vampire_necromancers	false	%placeholder%	true
nag_outpost_primary_arcane_1				wh_main_PLACEHOLDER	empire_mages	false	%placeholder%	true
nag_outpost_primary_support_1				wh_main_PLACEHOLDER	nor_reccruitment_bonus	false	%placeholder%	true
nag_outpost_primary_nehek_1				wh_main_PLACEHOLDER	tmb_pyramid_nagash_vault	false	%placeholder%	true
nag_outpost_primary_nagashizzar_1				wh_main_PLACEHOLDER	tmb_pyramid_nagash_vault	false	%placeholder%	true
nag_outpost_primary_coast_1				wh_main_PLACEHOLDER	tmb_pyramid_nagash_vault	false	%placeholder%	true
nag_outpost_primary_count_1				wh_main_PLACEHOLDER	tmb_pyramid_nagash_vault	false	%placeholder%	true
nag_outpost_primary_warpstone_1				wh_main_PLACEHOLDER	dlc12_skv_warpstone_tractor_beam	false	%placeholder%	true
nag_outpost_secondary_fields_1				wh_main_PLACEHOLDER	vampire_forest	false	%placeholder%	true
nag_outpost_secondary_corruption_1				wh_main_PLACEHOLDER	vampire_cursed_ground	false	%placeholder%	true
nag_outpost_secondary_syphon_1				wh_main_PLACEHOLDER	vampire_jail	false	%placeholder%	true
nag_outpost_secondary_energy_1				wh_main_PLACEHOLDER	vampire_balefire	false	%placeholder%	true
