building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/jvj_nagash_buildings_mains								
nag_outpost_primary_main_ruin				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_1				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_2				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_3				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_4				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_5				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_coast_ruin				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_coast_1				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_coast_2				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_coast_3				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_coast_4				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_primary_main_coast_5				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_norsca_primary_main_ruin				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_norsca_primary_main_1				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_norsca_primary_main_2				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_norsca_primary_main_3				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_norsca_primary_main_4				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_norsca_primary_main_5				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_norsca_primary_main_coast_ruin				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_norsca_primary_main_coast_1				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
nag_outpost_norsca_primary_main_coast_2				wh_main_PLACEHOLDER	tmb_settlement_ruin	false	%placeholder%	true
