unit	military_group
#units_to_groupings_military_permissions_tables;0;db/units_to_groupings_military_permissions_tables/rhox_nagash	
nag_bone_golems	mixer_nag_nagash
nag_bone_thrower	mixer_nag_nagash
nag_carrion_riders	mixer_nag_nagash
nag_morghasts	mixer_nag_nagash
nag_morghasts_archai	mixer_nag_nagash
nag_mortis_engine	mixer_nag_nagash
nag_nagash_boss	mixer_nag_nagash
nag_nagash_husk	mixer_nag_nagash
nag_nagash_revenant	mixer_nag_nagash
nag_nagashi_guard	mixer_nag_nagash
nag_nagashi_guard_halb	mixer_nag_nagash
nag_sand_crawlies	mixer_nag_nagash
nag_warp_ghouls	mixer_nag_nagash
nag_mortarch_neferata	mixer_nag_nagash
nag_mortarch_neferata_warhorse	mixer_nag_nagash
nag_mortarch_neferata_abyssal	mixer_nag_nagash
nag_mortarch_krell	mixer_nag_nagash
nag_mortarch_vlad	mixer_nag_nagash
nag_mortarch_mannfred	mixer_nag_nagash
nag_mortarch_mannfred_warhorse	mixer_nag_nagash
nag_mortarch_mannfred_abyssal	mixer_nag_nagash
nag_mortarch_luthor	mixer_nag_nagash
nag_mortarch_luthor_terrorgheist	mixer_nag_nagash
nag_mortarch_arkhan	mixer_nag_nagash
nag_mortarch_arkhan_warhorse	mixer_nag_nagash
nag_mortarch_arkhan_chariot	mixer_nag_nagash
nag_mortarch_arkhan_abyssal	mixer_nag_nagash
nag_mortarch_isabella	mixer_nag_nagash
nag_mortarch_isabella_hellsteed	mixer_nag_nagash
nag_mortarch_isabella_warhorse	mixer_nag_nagash
nag_cha_tomb_king_0	mixer_nag_nagash
nag_cha_tomb_king_1	mixer_nag_nagash
nag_cha_tomb_king_2	mixer_nag_nagash
nag_cha_tomb_king_3	mixer_nag_nagash
nag_vampire_lord_0	mixer_nag_nagash
nag_vampire_lord_2	mixer_nag_nagash
nag_vampire_lord_3	mixer_nag_nagash
nag_vampire_lord_5	mixer_nag_nagash
nag_master_necromancer_0	mixer_nag_nagash
nag_master_necromancer_1	mixer_nag_nagash
nag_master_necromancer_2	mixer_nag_nagash
nag_master_necromancer_3	mixer_nag_nagash
nag_master_necromancer_4	mixer_nag_nagash
nag_master_necromancer_5	mixer_nag_nagash
nag_cha_tomb_prince_0	mixer_nag_nagash
nag_cha_tomb_prince_1	mixer_nag_nagash
nag_cha_tomb_prince_2	mixer_nag_nagash
wh_main_vmp_cha_wight_king_0	mixer_nag_nagash
wh_main_vmp_cha_wight_king_1	mixer_nag_nagash
wh_main_vmp_cha_wight_king_2	mixer_nag_nagash
wh_main_vmp_cha_vampire_0	mixer_nag_nagash
wh_main_vmp_cha_vampire_1	mixer_nag_nagash
wh_main_vmp_cha_vampire_2	mixer_nag_nagash
wh_dlc05_vmp_cha_vampire_shadows_0	mixer_nag_nagash
wh_dlc05_vmp_cha_vampire_shadows_1	mixer_nag_nagash
wh_dlc05_vmp_cha_vampire_shadows_2	mixer_nag_nagash
wh2_dlc11_cst_cha_gunnery_wight_0	mixer_nag_nagash
