key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
#unit_abilities_tables;16;db/unit_abilities_tables/nagash											
nag_unit_passive_mortal_realm_of_souls	false	nag_mortal_realm_of_souls		wh_type_regeneration		wh_main_anc_group_common	false	false	unit		false
nag_krell_passive_mortarch_of_despair	true	wh_pro03_lord_abilities_lord_of_undeath		wh_type_hex		wh_main_anc_group_unique	true	false	lord		false
nag_krell_armour_passive_armour_of_barrow	true	nag_krell_armour_passive_armour_of_barrow		wh_type_area_of_hexes		wh_main_anc_group_unique	true	false	item		false
nag_vlad_passive_mortarch_of_shadows_aura_upgrade	true	wh_dlc04_lord_passive_aura_of_dark_majesty		wh_type_area_of_hexes		wh_main_anc_group_unique	true	false	lord	nag_vlad_passive_mortarch_of_shadows_aura_upgrade	false
nag_vlad_passive_mortarch_of_shadows_aura	true	wh_dlc04_lord_passive_aura_of_dark_majesty		wh_type_area_of_hexes		wh_main_anc_group_uncommon	true	false	lord		false
nag_arkhan_abilities_mortarch_of_sacrements_swarm	true	wh2_dlc09_army_ability_tomb_swarm		wh_type_area_of_direct_damage		wh_main_anc_group_rare	true	false	bound		false
nag_neferata_abilities_mortarch_of_blood_death	true	nag_neferata_abilities_mortarch_of_blood_death		wh_type_direct_damage		wh_main_anc_group_rare	true	false	lord		false
nag_neferata_passive_blood_queen	true	nag_neferata_passive_blood_queen		wh_type_regeneration		wh_main_anc_group_unique	true	false	lord	wh_main_lord_passive_the_hunger_upgrade	false
nag_neferata_item_passive_staff_of_pain	true	nag_neferata_item_passive_staff_of_pain		wh_type_area_of_hexes		wh_main_anc_group_unique	true	false	item		false
nag_neferata_item_passive_dagger_of_jet	true	nag_neferata_item_passive_dagger_of_jet		wh_type_augment		wh_main_anc_group_unique	true	false	item		false
nag_nagash_passive_eternal_danse_macabre	true	nag_nagash_passive_eternal_danse_macabre		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	lord		false
nag_nagash_passive_malediction_of_nagash	true	nag_nagash_passive_malediction_of_nagash		wh_type_area_of_hexes		wh_main_anc_group_rare	true	false	lord		false
nag_nagash_passive_death_magic_incarnate	true	nag_nagash_passive_death_magic_incarnate		wh_type_area_of_regeneration		wh_main_anc_group_unique	true	false	lord		false
nag_nagash_abiliities_morikhane_black_armour	true	nag_nagash_abiliities_morikhane_black_armour		wh_type_augment		wh_main_anc_group_unique	true	false	item		false
nag_nagash_abiliities_mortis_blade	true	nag_nagash_abiliities_mortis_blade		wh_type_regeneration		wh_main_anc_group_unique	true	false	item		false
nag_nagash_abiliities_staff_of_power	true	nag_nagash_abiliities_staff_of_power		wh_type_hex_of_the_winds		wh_main_anc_group_unique	true	false	item		false
nag_nagash_abiliities_ashes_and_dust	true	nag_nagash_abiliities_ashes_and_dust		wh_type_vortex		wh_main_anc_group_unique	true	false	lord		false
nag_bound_spell_nagash_dark_riders	true	nagash_dark_riders		wh_type_augment		wh_main_anc_group_rare	true	false	bound		false
nag_bound_spell_nagash_hand_of_dust	true	nagash_hand_of_dust		wh_type_magic_missile		wh_main_anc_group_rare	true	false	bound		false
nag_bound_spell_nagash_breath_of_darkness	true	nagash_breath_of_darkness		wh_type_regeneration		wh_main_anc_group_rare	true	false	bound		false
nag_bound_spell_nagash_abyssal_swarm	true	nagash_abyssal_swarm		wh_type_wind		wh_main_anc_group_rare	true	false	bound		false
nag_bound_spell_nagash_soul_stealer	true	nagash_soul_stealer		wh_type_regeneration		wh_main_anc_group_rare	true	false	bound		false
nag_bound_spell_death_purple_sun	true	wh_main_spell_bound_the_purple_sun_of_xereus		wh_type_vortex		wh_main_anc_group_rare	true	false	bound		false
nag_bound_spell_light_banishment	true	wh_main_spell_light_banishment		wh_type_vortex		wh_main_anc_group_rare	true	false	bound		false
nag_bound_spell_light_phas_protection	true	wh_main_spell_light_phas_protection		wh_type_augment		wh_main_anc_group_common	true	false	bound		false
nag_bound_spell_vamp_wind_of_death	true	wh_main_spell_vampires_wind_of_death		wh_type_wind		wh_main_anc_group_rare	true	false	bound		false
nag_bound_spell_vamp_curse_of_years	true	wh_main_spell_vampires_curse_of_years		wh_type_area_of_hexes		wh_main_anc_group_rare	true	false	bound		false
nag_bound_spell_deep_krakens_pull	true	wh2_dlc11_spell_deep_krakens_pull		wh_type_vortex		wh_main_anc_group_rare	true	false	bound		false
nag_bound_spell_nehek_skullstorm	true	wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm		wh_type_vortex		wh_main_anc_group_rare	true	false	bound		false
nag_bound_spell_nehek_cursed_blades	true	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades		wh_type_augment		wh_main_anc_group_rare	true	false	bound		false
nag_nagash_abiliities_master_arcane_conduit	true	nag_nagash_abiliities_master_arcane_conduit		wh_type_augment_of_the_winds		wh_main_anc_group_rare	true	false	character	wh2_dlc17_character_passive_grand_arcane_conduit	false
nag_unit_abilities_refuse_to_die	true	nag_unit_abilities_refuse_to_die		wh_type_augment		wh_main_anc_group_common	true	false	unit		false
nag_unit_abilities_feaster_of_souls	false	nag_unit_abilities_feaster_of_souls		wh_type_regeneration		wh_main_anc_group_rare	true	false	lord		false
nag_unit_abilities_heralds_of_the_accursed_one	true	nag_unit_abilities_heralds_of_the_accursed_one		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	hero		false
