key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped	can_be_stolen	can_be_destroyed	faction_set
#ancillaries_tables;0;db/ancillaries_tables/rhox_nagash_faction																												
nag_anc_arcane_item_black_periapt	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			55	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_arcane_item_book_of_arkhan	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			25	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_arcane_item_enkhils_kanopi	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			75	0		false	true	true	nag_anc_set_exclusive_nagash
nag_anc_arcane_item_neferras_scrolls_of_mighty_incantations	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			45	0		false	true	true	nag_anc_set_exclusive_nagash
nag_anc_arcane_item_scroll_of_arnizipals_black_horror	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			80	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_arcane_item_staff_of_damnation	wh_main_anc_arcane_item	.	true	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			40	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_armour_armour_of_eternity	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			55	0		false	true	true	nag_anc_set_exclusive_nagash
nag_anc_armour_armour_of_the_depth	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			90	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_armour_nightshroud	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			40	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_armour_scorpion_armour	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			200	0		false	false	false	nag_anc_set_exclusive_nagash
nag_anc_armour_seadragon_buckler	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			45	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_enchanted_item_black_buckthorns_treasure_map	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			75	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_enchanted_item_brooch_of_the_great_desert	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			45	0		false	true	true	nag_anc_set_exclusive_nagash
nag_anc_enchanted_item_cloak_of_the_dunes	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			40	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_enchanted_item_elixir_of_might	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			20	0		false	true	true	nag_anc_set_exclusive_nagash
nag_anc_enchanted_item_golden_deathmask_of_kharnut	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			40	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_enchanted_item_hieratic_jar	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			20	0		false	true	true	nag_anc_set_exclusive_nagash
nag_anc_enchanted_item_moonshine	wh_main_anc_enchanted_item	.	false	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			45	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_enchanted_item_pyrotechnic_compound	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			45	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_enchanted_item_rod_of_flaming_death	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			40	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_enchanted_item_vambraces_of_the_sun	wh_main_anc_enchanted_item	.	true	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			200	0		false	false	false	nag_anc_set_exclusive_nagash
nag_anc_magic_standard_banner_of_the_barrows	wh_main_anc_magic_standard_banner_of_the_barrows	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh_main_banner_magic_standard_banner_of_the_barrows	50	0	banner	true	true	true	nag_anc_set_exclusive_nagash
nag_anc_magic_standard_banner_of_the_hidden_dead	wh2_dlc09_anc_magic_standard_banner_of_the_hidden_dead	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh2_dlc09_banner_magic_standard_banner_of_the_hidden_dead	45	0	banner	true	true	true	nag_anc_set_exclusive_nagash
nag_anc_magic_standard_bloodied_banner_of_slayers	wh2_dlc11_anc_magic_standard_bloodied_banner_of_slayers	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh2_dlc11_banner_magic_standard_bloodied_banner_of_slayers	45	0	banner	true	true	true	nag_anc_set_exclusive_nagash
nag_anc_magic_standard_burnt_banner_of_knights	wh2_dlc11_anc_magic_standard_burnt_banner_of_knights	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh2_dlc11_banner_magic_standard_burnt_banner_of_knights	45	0	banner	true	true	true	nag_anc_set_exclusive_nagash
nag_anc_magic_standard_corpse_surgeon	wh2_dlc11_anc_magic_standard_corpse_surgeon	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh2_dlc11_banner_magic_standard_corpse_surgeon	1	0	banner	true	true	true	nag_anc_set_exclusive_nagash
nag_anc_magic_standard_dead_mans_chest	wh2_dlc11_anc_magic_standard_dead_mans_chest	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh2_dlc11_banner_magic_standard_dead_mans_chest	25	0	banner	true	true	true	nag_anc_set_exclusive_nagash
nag_anc_magic_standard_holed_banner_of_militia	wh2_dlc11_anc_magic_standard_holed_banner_of_militia	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh2_dlc11_banner_magic_standard_holed_banner_of_militia	45	0	banner	true	true	true	nag_anc_set_exclusive_nagash
nag_anc_magic_standard_skull_and_crossbones	wh2_dlc11_anc_magic_standard_skull_and_crossbones	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh2_dlc11_banner_magic_standard_skull_and_crossbones	1	0	banner	false	false	false	nag_anc_set_exclusive_nagash
nag_anc_magic_standard_spell_of_the_necromancers_apprentice	wh2_dlc11_anc_magic_standard_spell_of_the_necromancers_apprentice	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh2_dlc11_banner_magic_standard_spell_of_the_necromancers_apprentice	5	0	banner	false	false	false	nag_anc_set_exclusive_nagash
nag_anc_magic_standard_standard_of_the_undying_legion	wh2_dlc09_anc_magic_standard_standard_of_the_undying_legion	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh2_dlc09_banner_magic_standard_standard_of_the_undying_legion	40	0	banner	true	true	true	nag_anc_set_exclusive_nagash
nag_anc_magic_standard_the_screaming_banner	wh_main_anc_magic_standard_the_screaming_banner	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh_main_banner_magic_standard_the_screaming_banner	25	0	banner	true	true	true	nag_anc_set_exclusive_nagash
nag_anc_magic_standard_torn_banner_of_pilgrims	wh2_dlc11_anc_magic_standard_torn_banner_of_pilgrims	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		wh2_dlc11_banner_magic_standard_torn_banner_of_pilgrims	45	0	banner	true	true	true	nag_anc_set_exclusive_nagash
nag_anc_talisman_amulet_of_pha_stah	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false	nag_anc_set_exclusive_nagash
nag_anc_talisman_blackpearl_eye	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			45	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_talisman_golden_ankhra	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			45	0		false	true	true	nag_anc_set_exclusive_nagash
nag_anc_talisman_golden_eye_of_rah_nutt	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			40	0		false	true	true	nag_anc_set_exclusive_nagash
nag_anc_talisman_jellyfish_in_a_jar	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			45	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_talisman_kraken_fang	wh_main_anc_talisman	.	true	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			90	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_weapon_blade_of_antarhak	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			40	0		false	true	true	nag_anc_set_exclusive_nagash
nag_anc_weapon_blade_of_mourning_fire	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			90	0		false	true	true	nag_anc_set_exclusive_nagash
nag_anc_weapon_blade_of_setep	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			45	0		false	true	true	nag_anc_set_exclusive_nagash
nag_anc_weapon_crook_and_flail_of_radiance	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	nag_anc_set_exclusive_nagash
nag_anc_weapon_destroyer_of_eternities	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			80	0		false	true	true	nag_anc_set_exclusive_nagash
nag_anc_weapon_lucky_levis_hookhand	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			75	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_weapon_masamune	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			90	0		true	true	true	nag_anc_set_exclusive_nagash
nag_anc_weapon_skabscrath	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			40	0		false	true	true	nag_anc_set_exclusive_nagash
