set	item	mod_disabled
#character_skill_node_set_items_tables;0;db/character_skill_node_set_items_tables/rhox_nagash		
nag_skill_node_set_nagash_boss	nag_skill_supreme_innate_nagash	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_unique_0	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_unique_1	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_unique_2	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_unique_4	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_unique_5	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_unique_6	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_unique_7	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_unique_8	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_books_0	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_books_1	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_books_2	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_books_3	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_books_4	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_books_5	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_books_6	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_books_7	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_books_8	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_books_9	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_books_10	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_magic1_0	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_magic1_1	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_magic1_2	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_magic1_3	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_magic1_4	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_magic1_5	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_magic1_6	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_magic1_7	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_magic1_8	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_magic1_9	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_magic1_10	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_magic1_dummy_01	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_magic1_dummy_02	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_army_0	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_army_1	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_army_2	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_army_3	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_army_4	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_army_5	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_army_6	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_army_7	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_army_8	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_army_9	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_army_10	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_army_11	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_army_12	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_campaign_0	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_campaign_1	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_campaign_2	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_campaign_3	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_campaign_4	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_campaign_5	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_campaign_6	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_campaign_7	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_campaign_8	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_campaign_9	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_campaign_10	false
nag_skill_node_set_nagash_boss	nag_skill_supreme_nagash_campaign_11	false
nag_skill_node_set_nagash_husk	nag_skill_husk_innate_nagash	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_unique_2	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_unique_3	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_unique_4	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_unique_5	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_unique_6	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_books_0	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_books_1	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_books_2	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_books_3	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_magic1_0	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_magic1_1	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_magic1_2	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_magic1_3	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_magic1_4	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_magic1_5	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_magic1_6	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_magic1_7	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_magic1_8	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_magic1_9	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_magic1_10	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_magic1_dummy_01	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_magic1_dummy_02	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_army_0	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_army_1	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_army_2	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_army_3	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_army_4	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_army_5	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_army_6	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_army_7	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_army_8	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_army_9	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_army_10	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_army_11	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_army_12	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_campaign_0	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_campaign_1	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_campaign_2	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_campaign_3	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_campaign_4	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_campaign_5	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_campaign_6	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_campaign_7	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_campaign_8	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_campaign_9	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_campaign_10	false
nag_skill_node_set_nagash_husk	nag_skill_husk_nagash_campaign_11	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_innate_arkhan	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_misc_0	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_misc_1	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_misc_2	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_misc_3	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_misc_4	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_misc_5	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_misc_6	false
nag_skill_node_set_mortarch_arkhan	nag_skill_tmb_arkhan_god_blessing_2	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_unique_0	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_unique_1	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_unique_2	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_unique_3	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_unique_4	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_unique_5	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_unique_6	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_unique_7	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_personal_0	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_personal_1	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_personal_2	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_personal_3	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_personal_4	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_personal_5	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_personal_6	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_personal_7	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_personal_8	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_personal_9	false
nag_skill_node_set_mortarch_arkhan	nag_skill_mortarch_arkhan_personal_10	false
nag_skill_node_set_mortarch_arkhan	nag_skill_tmb_arkhan_hidden	false
nag_skill_node_set_mortarch_arkhan	nag_skill_arkhan_lore_0	false
nag_skill_node_set_mortarch_arkhan	nag_skill_arkhan_lore_1	false
nag_skill_node_set_mortarch_arkhan	nag_skill_arkhan_lore_2	false
nag_skill_node_set_mortarch_arkhan	nag_skill_arkhan_lore_3	false
nag_skill_node_set_mortarch_arkhan	nag_skill_arkhan_lore_4	false
nag_skill_node_set_mortarch_arkhan	nag_skill_arkhan_lore_5	false
nag_skill_node_set_mortarch_arkhan	nag_skill_arkhan_lore_6	false
nag_skill_node_set_mortarch_arkhan	nag_skill_arkhan_lore_7	false
nag_skill_node_set_mortarch_arkhan	nag_skill_arkhan_lore_8	false
nag_skill_node_set_mortarch_arkhan	nag_skill_arkhan_lore_9	false
nag_skill_node_set_mortarch_arkhan	nag_skill_arkhan_lore_10	false
