key	mission_type	localised_title	localised_description	ui_image	ui_icon	generate	prioritised	event_category	set_piece_battle	location_x	location_y	quest_mission	quest_mission_final	trigger_radius	quest_character	sticky_by_default	localised_mission_completed_text	can_be_manually_cancelled
#missions_tables;0;db/missions_tables/rhox_nagash_generated																		
nag_assassinate_character_agent_brt	ASSASSINATE_CHARACTER	Errant Fool	The living send their champion to end us, but we will end this breather.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_assassinate_character_agent_bst	ASSASSINATE_CHARACTER	Bone Horn	The Beastmen's gor thinks to frustrate us. End the creature.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_assassinate_character_agent_chs	ASSASSINATE_CHARACTER	False Gods	The northern Gods task their Champions to come against us.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_assassinate_character_agent_def	ASSASSINATE_CHARACTER	Khaine's Critters	The Witch King's minions are abroad - one in particular must be silenced.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_assassinate_character_agent_dwf	ASSASSINATE_CHARACTER	Little Trouble in Big Mountains	Dwarfs, vile little things who tend to stick their noses where they don't belong. Silence this creature.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_assassinate_character_agent_emp	ASSASSINATE_CHARACTER	A Walking Corpse	Men, nothing more than fuel for the fire; add another corpse to the pyre.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_assassinate_character_agent_grn	ASSASSINATE_CHARACTER	Orc Bane	The Greenskins are nothing more than noisome beasts, and now one of their number acts against us. Kill it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_assassinate_character_agent_hef	ASSASSINATE_CHARACTER	Elven Agitator	The Asur are cowards. They do not send their hosts against us, but merely mouthed agitators instead. Kill their agent.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_assassinate_character_agent_lzd	ASSASSINATE_CHARACTER	Lizard Scum	Accursed reptiles send an agent to interfere with our plans! End this creature's pathetic existence.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_assassinate_character_agent_skv	ASSASSINATE_CHARACTER	Rataliation	Skaven foes try and undermine us; this will not happen again. Find their verminous agent and slay it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_assassinate_character_agent_tmb	ASSASSINATE_CHARACTER	They Will Serve	Insolent Fools! They refuse to bow the knee; their souls are forfeit and will be mine!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_assassinate_character_agent_vmp	ASSASSINATE_CHARACTER	Dead-Headed Step Child	My children, you are so vein to defy my word, I gave you life, and I can take it just as easily.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_assassinate_character_agent_wef	ASSASSINATE_CHARACTER	Elf Interference	The Elves and their tree-creatures interfere in our expansion by sending an agent against us. Find the threat and destroy it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_capture_regions_brt	CAPTURE_REGIONS	Damsel in Distress	They think their Lady can save them; we will purge and seed their lands.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_capture_regions_def	CAPTURE_REGIONS	Claim the Glaciers	The ice dunes of the Dark Elves are a new realm to add to our own. The land of the dead will stretch to all corners.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_capture_regions_dwf	CAPTURE_REGIONS	Demand the Mountains	The mountain realms of the Dwarfs are valuable to us, for we need what lies in the stone. Claim it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_capture_regions_emp	CAPTURE_REGIONS	Dead Man's Folly	The men of the north think themselves safe from the dead. Take their land and disabuse them of such a notion.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_capture_regions_grn	CAPTURE_REGIONS	Green Scum	These filthy creatures are nothing but a hindrance. Purify them from this region and claim it as our own.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_capture_regions_hef	CAPTURE_REGIONS	High Elf Arrogance	The High Elves' arrogance will be their undoing; after all, we are truly immortal, not these fleshy things. Take their realm as punishment!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_capture_regions_lzd	CAPTURE_REGIONS	Cold-Blooded	The reptiles view their borders with intransigence. They must make way as Undeath is Ascendant. Claim this realm for the Undead.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_capture_regions_skv	CAPTURE_REGIONS	Underwhelming Empire	Nagash demands this land be conquered from the vermin that infest this realm, all shal fall before him.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_capture_regions_tmb	CAPTURE_REGIONS	My Domain	The true righful ruler, take it back. These are your lands!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
