unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/rhox_nagash_lahmia																																												
rhox_nagash_lahmia_emp_art_helstorm_rocket_battery		-1	warmachine	2	false	wh_main_emp_art_helstorm_rocket_battery	44	0	1050	wh_main_shp_transport	1	1	44	1050	263	medium		0	true	wh_main_vo_culture_Empire	emp_rocket_battery	3	false	emp_soldier_15_degrees		false		130.0000	1070.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_emp_art_helblaster_volley_gun		-1	warmachine	2	false	wh_main_emp_art_helblaster_volley_gun	44	0	1000	wh_main_shp_transport	1	1	44	1050	263	medium		0	true	wh_main_vo_culture_Empire	artillery_field_gun	3	false	emp_soldier_15_degrees		false		130.0000	1020.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_brt_cav_questing_knights_0		-1	melee_cavalry	2	false	wh_dlc07_brt_cav_questing_knights_0	60	0	1100	wh_main_shp_transport	1	1	60	1100	275	very_heavy		0	true	wh_main_vo_culture_Bretonnian	cavalry	3	false	emp_reiksguard		false		1100.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Knight	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_brt_cav_knights_of_the_realm		-1	melee_cavalry	1	false	wh_main_brt_cav_knights_of_the_realm	60	0	950	wh_main_shp_transport	1	1	60	950	238	heavy		0	true	wh_main_vo_culture_Bretonnian	shock_cavalry	2	false	emp_reiksguard		false		950.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Knight	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_cth_inf_dragon_guard_0		-1	melee_infantry	2	false	wh3_main_cth_inf_dragon_guard_0	100	0	1050	wh_main_shp_transport	1	1	120	1050	263	medium		0	true	wh3_main_vo_culture_Cathay	infantry_spear_halberd	3	false	cth_dragon_guard		false		1100.0000	0.0000	false	vo_culture_None	false	wh3_main_vo_actor_Cathay_Cathayunit_mixed	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_cth_inf_dragon_guard_crossbowmen_0		-1	missile_infantry	2	false	wh3_main_cth_inf_dragon_guard_crossbowmen_0	80	0	1050	wh_main_shp_transport	1	1	90	1050	263	medium		0	true	wh3_main_vo_culture_Cathay	missile_infantry_bow	3	false	cth_dragon_guard_crossbow		false		400.0000	700.0000	false	vo_culture_None	false	wh3_main_vo_actor_Cathay_Cathayunit_mixed	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_ksl_veh_heavy_war_sled_0		-1	chariot	2	false	wh3_main_ksl_veh_heavy_war_sled_0	20	0	1350	wh_main_shp_transport	1	1	24	1350	338	heavy		0	true	wh3_main_vo_culture_Kislev	wh3_main_ksl_sled_rifle	3	true	default		false	composite_scene/porthole/ksl_heavy_warsled_porthole_01.csc	900.0000	450.0000	false	vo_culture_None	false	wh3_main_vo_actor_Kislev_Male_Unit	0	true	false	5	false	false		0.0000	true	1	false
rhox_nagash_lahmia_ksl_cav_war_bear_riders_1		-1	monstrous_cavalry	2	false	wh3_main_ksl_cav_war_bear_riders_1	16	0	1600	wh_main_shp_transport	1	1	16	1600	400	medium		0	true	wh3_main_vo_culture_Kislev	wh3_bear_cavalry	4	false	ksl_war_bear_riders		false		1600.0000	0.0000	false	vo_culture_None	false	wh3_main_vo_actor_Kislev_Male_Unit	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_nor_mon_war_mammoth_1		-1	monster	3	false	wh_dlc08_nor_mon_war_mammoth_1	6	0	2000	wh_main_shp_transport	1	1	1	2000	500	super_heavy		0	true	wh_dlc08_vo_culture_war_mammoth	nor_mammoth	5	true	nor_war_mammoth		true		2000.0000	0.0000	true	wh_main_vo_culture_Chaos	false	wh_main_vo_actor_default	0	true	true	2	false	false		0.0000	true	1	false
