unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;6;db/main_units_tables/rhox_nagash_units_vanilla																																													
nag_cha_tomb_king_0		-1	lord	1	false	nag_cha_tomb_king_0	1	0	1100	wh_main_shp_transport	1	1	1	0	275	medium		0	406836789	false	wh2_dlc09_vo_culture_Tomb_Kings	lord_infantry_sword	0	true	tmb_general		true		1100.0000	0.0000	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King	0	true	false	0	false	false		0.0000	true	1	false
nag_cha_tomb_king_1		-1	lord	1	false	nag_cha_tomb_king_1	1	0	1300	wh_main_shp_transport	1	1	1	0	325	medium		0	1507365995	false	wh2_dlc09_vo_culture_Tomb_Kings	lord_cavalry	0	true	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	true		1300.0000	0.0000	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King	0	true	false	0	false	false		0.0000	true	1	false
nag_cha_tomb_king_2		-1	lord	1	false	nag_cha_tomb_king_2	2	0	1350	wh_main_shp_transport	1	1	1	0	338	heavy		0	1548017614	false	wh2_dlc09_vo_culture_Tomb_Kings	lord_chariot	0	true	tmb_general	wh2_dlc09_cam_mnt_tmb_general_chariot	true		1350.0000	0.0000	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King	0	true	false	0	false	false		0.0000	true	1	false
nag_cha_tomb_king_3		-1	lord	1	false	nag_cha_tomb_king_3	1	0	2000	wh_main_shp_transport	1	1	1	0	500	very_heavy		0	1768496524	false	wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_lord_tmb_warsphinx	0	true	tmb_general	wh2_dlc09_cam_mnt_tmb_khemrian_warsphinx	true		2000.0000	0.0000	true	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King	0	true	true	0	false	false		0.0000	true	1	false
nag_cha_tomb_prince_0		-1	hero	1	false	nag_cha_tomb_prince_0	1	0	700	wh_main_shp_transport	1	1	1	0	250	medium		0	315043698	false	wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_tmb_tomb_prince	0	true	tmb_general		true		700.0000	0.0000	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_Prince	0	true	false	2	false	false		0.0000	true	1	false
nag_cha_tomb_prince_1		-1	hero	1	false	nag_cha_tomb_prince_1	1	0	900	wh_main_shp_transport	1	1	1	0	275	medium		0	862421646	false	wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_tmb_tomb_prince	0	true	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	true		900.0000	0.0000	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_Prince	0	true	false	2	false	false		0.0000	true	1	false
nag_cha_tomb_prince_2		-1	hero	1	false	nag_cha_tomb_prince_2	2	0	950	wh_main_shp_transport	1	1	1	0	300	heavy		0	1598249099	false	wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_tmb_tomb_prince	0	true	tmb_general	wh2_dlc09_cam_mnt_tmb_basic_chariot	true		950.0000	0.0000	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_Prince	0	true	false	2	false	false		0.0000	true	1	false
nag_cha_liche_priest_death_0		-1	hero	1	false	nag_cha_liche_priest_death_0	1	0	300	wh_main_shp_transport	1	1	1	0	250	medium		0	205408182	false	wh2_dlc09_vo_culture_Tomb_Kings	wizard_death	0	true	tmb_general		true		300.0000	0.0000	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	true	false	2	false	false		0.0000	true	1	false
nag_cha_liche_priest_death_1		-1	hero	1	false	nag_cha_liche_priest_death_1	1	0	500	wh_main_shp_transport	1	1	1	0	275	heavy		0	1125638005	false	wh2_dlc09_vo_culture_Tomb_Kings	wizard_death_cavalry	0	true	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	true		500.0000	0.0000	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	true	false	2	false	false		0.0000	true	1	false
