building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/jvj_nagash_buildings_secondary						
nag_outpost_primary_research_1	wh_main_effect_technology_research_points		faction_to_faction_own_unseen	5.0000	0.0000	0.0000
nag_outpost_primary_research_1	wh3_main_effect_winds_of_magic_pooled_resource_change_positive_mod		province_to_force_own_provincewide	15.0000	5.0000	0.0000
nag_outpost_primary_research_1	wh3_main_effect_corruption_vampiric_buildings		region_to_region_own	3.0000	1.0000	0.0000
nag_outpost_primary_arcane_1	wh_main_effect_force_all_campaign_upkeep		region_to_force_own	-25.0000	-25.0000	0.0000
nag_outpost_primary_arcane_1	wh_main_effect_force_all_campaign_post_battle_loot_mod		building_to_force_own_provincewide_unseen	5.0000	2.0000	0.0000
nag_outpost_primary_arcane_1	wh3_main_effect_corruption_vampiric_buildings		region_to_region_own	3.0000	1.0000	0.0000
nag_outpost_primary_arcane_1	wh_main_effect_economy_gdp_culture		building_to_building_own	250.0000	125.0000	0.0000
nag_outpost_primary_support_1	wh_main_effect_force_stat_melee_defence		building_to_force_own_provincewide_unseen	8.0000	4.0000	0.0000
nag_outpost_primary_support_1	wh_main_effect_force_stat_melee_attack		building_to_force_own_provincewide_unseen	8.0000	4.0000	0.0000
nag_outpost_primary_support_1	wh3_main_effect_corruption_vampiric_buildings		region_to_region_own	3.0000	1.0000	0.0000
nag_outpost_primary_nehek_1	nag_effect_unit_cap_nehekhara_warriors_0		faction_to_faction_own_unseen	3.0000	1.0000	0.0000
nag_outpost_primary_nehek_1	nag_effect_unit_cap_tomb_guard_0		faction_to_faction_own_unseen	2.0000	1.0000	0.0000
nag_outpost_primary_nehek_1	nag_effect_unit_cap_tomb_guard_1		faction_to_faction_own_unseen	2.0000	1.0000	0.0000
nag_outpost_primary_nehek_1	nag_effect_unit_cap_nehekhara_horsemen_0		faction_to_faction_own_unseen	3.0000	1.0000	0.0000
nag_outpost_primary_nehek_1	nag_effect_unit_cap_khemrian_warsphinx_0		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
nag_outpost_primary_nehek_1	wh3_main_effect_corruption_vampiric_buildings		region_to_region_own	3.0000	1.0000	0.0000
nag_outpost_primary_nagashizzar_1	nag_effect_unit_cap_nagashi_guard		faction_to_faction_own_unseen	2.0000	1.0000	0.0000
