building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/rhox_nagash_copied_landmark						
rhox_nagash_special_black_tower_of_arkhan	wh2_dlc09_effect_army_ability_enable_legionary_barrage		region_to_force_own	1.0000	1.0000	0.0000
rhox_nagash_special_black_tower_of_arkhan	wh_main_effect_economy_gdp_mod_all		province_to_region_own	10.0000	5.0000	0.0000
rhox_nagash_special_black_tower_of_arkhan	wh_main_effect_public_order_base		province_to_province_own_unseen	10.0000	5.0000	0.0000
rhox_nagash_special_black_tower_of_arkhan	wh_main_effect_public_order_global		province_to_province_own_factionwide	2.0000	1.0000	0.0000
rhox_nagash_special_pyramid_alcadizaar	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	3.0000	3.0000	0.0000
rhox_nagash_special_pyramid_alcadizaar	wh_main_effect_force_all_campaign_post_battle_loot_mod		faction_to_faction_own	10.0000	5.0000	0.0000
rhox_nagash_special_pyramid_alcadizaar	wh_main_effect_public_order_base		province_to_province_own_unseen	2.0000	1.0000	0.0000
rhox_nagash_special_pyramid_alcadizaar	wh_main_effect_public_order_osmosis		province_to_province_adjacent_unseen	1.0000	1.0000	0.0000
rhox_nagash_special_pyramid_amenemhetum	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	3.0000	3.0000	0.0000
rhox_nagash_special_pyramid_amenemhetum	wh_main_effect_economy_trade_good_commodity_mod		faction_to_faction_own	5.0000	3.0000	0.0000
rhox_nagash_special_pyramid_amenemhetum	wh_main_effect_economy_trade_tariff_mod		faction_to_faction_own_unseen	5.0000	3.0000	0.0000
rhox_nagash_special_pyramid_amenemhetum	wh_main_effect_public_order_base		province_to_province_own_unseen	2.0000	1.0000	0.0000
rhox_nagash_special_pyramid_amenemhetum	wh_main_effect_public_order_osmosis		province_to_province_adjacent_unseen	1.0000	1.0000	0.0000
rhox_nagash_special_pyramid_khatep	wh2_main_effect_building_construction_time_mod_all		faction_to_region_own	-20.0000	-1.0000	0.0000
rhox_nagash_special_pyramid_khatep	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	3.0000	3.0000	0.0000
rhox_nagash_special_pyramid_khatep	wh_main_effect_building_construction_cost_mod		province_to_region_own_factionwide	-5.0000	-3.0000	0.0000
rhox_nagash_special_pyramid_khatep	wh_main_effect_public_order_base		province_to_province_own_unseen	2.0000	1.0000	0.0000
rhox_nagash_special_pyramid_khatep	wh_main_effect_public_order_osmosis		province_to_province_adjacent_unseen	1.0000	1.0000	0.0000
rhox_nagash_special_pyramid_phar	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	3.0000	3.0000	0.0000
rhox_nagash_special_pyramid_phar	wh_main_effect_economy_gdp_mod_all		province_to_region_own_factionwide	5.0000	3.0000	0.0000
rhox_nagash_special_pyramid_phar	wh_main_effect_public_order_base		province_to_province_own_unseen	2.0000	1.0000	0.0000
rhox_nagash_special_pyramid_phar	wh_main_effect_public_order_osmosis		province_to_province_adjacent_unseen	1.0000	1.0000	0.0000
rhox_nagash_special_pyramid_settra	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	3.0000	3.0000	0.0000
rhox_nagash_special_pyramid_settra	wh_main_effect_agent_action_outcome_parent_army_xp_gain		province_to_force_own_provincewide	200.0000	5.0000	0.0000
rhox_nagash_special_pyramid_settra	wh_main_effect_public_order_base		province_to_province_own_unseen	2.0000	1.0000	0.0000
rhox_nagash_special_pyramid_settra	wh_main_effect_public_order_osmosis		province_to_province_adjacent_unseen	1.0000	1.0000	0.0000
rhox_nagash_special_pyramid_tutankhanut	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	3.0000	3.0000	0.0000
rhox_nagash_special_pyramid_tutankhanut	wh_main_effect_force_all_campaign_replenishment_rate		province_to_army_own	5.0000	3.0000	0.0000
rhox_nagash_special_pyramid_tutankhanut	wh_main_effect_province_growth_building		faction_to_province_own	5.0000	3.0000	0.0000
rhox_nagash_special_pyramid_tutankhanut	wh_main_effect_public_order_base		province_to_province_own_unseen	2.0000	1.0000	0.0000
rhox_nagash_special_pyramid_tutankhanut	wh_main_effect_public_order_osmosis		province_to_province_adjacent_unseen	1.0000	1.0000	0.0000
rhox_nagash_special_pyramid_settra	nag_effect_unit_cap_tomb_guard_0		building_to_faction_own	2.0000	2.0000	0.0000
rhox_nagash_special_pyramid_settra	nag_effect_unit_cap_tomb_guard_1		building_to_faction_own	2.0000	2.0000	0.0000
rhox_nagash_special_pyramid_settra	nag_effect_unit_cap_skeleton_archer_chariot_0		building_to_faction_own	2.0000	2.0000	0.0000
rhox_nagash_special_pyramid_settra	nag_effect_unit_cap_skeleton_chariot_0		building_to_faction_own	2.0000	2.0000	0.0000
rhox_nagash_special_pyramid_settra	nag_effect_unit_cap_nag_undead_chariot_unit		building_to_faction_own	2.0000	2.0000	0.0000
rhox_nagash_special_college_of_magic_vampires	wh_main_effect_agent_cap_increase_wizard_necromancer		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
rhox_nagash_special_college_of_magic_vampires	wh_main_effect_agent_enable_recruitment_wizard_vampire_counts		province_to_province_own_unseen	1.0000	1.0000	0.0000
rhox_nagash_special_college_of_magic_vampires	wh_main_effect_agent_recruitment_xp_dignitary_vampire_counts		faction_to_province_own	2.0000	2.0000	0.0000
