building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/rhox_nagash_non_unique						
nag_non_unique_settlement_cavalry_1	nag_effect_unit_cap_skeleton_horsemen_0		faction_to_faction_own_unseen	2.0000	2.0000	0.0000
nag_non_unique_settlement_cavalry_1	nag_effect_unit_cap_skeleton_horsemen_archers_0		faction_to_faction_own_unseen	2.0000	2.0000	0.0000
nag_non_unique_settlement_cavalry_2	nag_effect_unit_cap_nehekhara_horsemen_0		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
nag_non_unique_settlement_cavalry_2	nag_effect_unit_cap_skeleton_horsemen_0		faction_to_faction_own_unseen	2.0000	2.0000	0.0000
nag_non_unique_settlement_cavalry_2	nag_effect_unit_cap_skeleton_horsemen_archers_0		faction_to_faction_own_unseen	2.0000	2.0000	0.0000
nag_non_unique_settlement_cavalry_2	nag_effect_unit_cap_sepulchral_stalkers_0		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
nag_non_unique_settlement_chariots_1	nag_effect_unit_cap_skeleton_chariot_0		faction_to_faction_own_unseen	2.0000	2.0000	0.0000
nag_non_unique_settlement_chariots_2	nag_effect_unit_cap_skeleton_archer_chariot_0		faction_to_faction_own_unseen	2.0000	2.0000	0.0000
nag_non_unique_settlement_chariots_2	nag_effect_unit_cap_skeleton_chariot_0		faction_to_faction_own_unseen	2.0000	2.0000	0.0000
nag_non_unique_settlement_chariots_3	nag_effect_unit_cap_screaming_skull_catapult_0		faction_to_faction_own_unseen	1.0000	1.0000	1.0000
nag_non_unique_settlement_chariots_3	nag_effect_unit_cap_skeleton_archer_chariot_0		faction_to_faction_own_unseen	2.0000	2.0000	2.0000
nag_non_unique_settlement_chariots_3	nag_effect_unit_cap_skeleton_chariot_0		faction_to_faction_own_unseen	2.0000	2.0000	2.0000
nag_non_unique_settlement_defence_major_1	wh2_dlc09_effect_army_ability_enable_legionary_barrage		region_to_force_own	1.0000	1.0000	0.0000
nag_non_unique_settlement_defence_major_1	wh2_main_effect_building_major_settlement_only_dummy		building_to_building_own	1.0000	1.0000	1.0000
nag_non_unique_settlement_defence_major_1	wh2_main_effect_tower_projectile_lzd_2		region_to_region_own	2.0000	2.0000	2.0000
nag_non_unique_settlement_defence_major_2	wh2_dlc09_effect_army_ability_enable_legionary_barrage		region_to_force_own	1.0000	1.0000	0.0000
nag_non_unique_settlement_defence_major_2	wh2_main_effect_tower_projectile_lzd_3		region_to_region_own	3.0000	3.0000	3.0000
nag_non_unique_settlement_growth_1	wh_main_effect_force_all_campaign_replenishment_rate		province_to_force_own_provincewide	3.0000	3.0000	0.0000
nag_non_unique_settlement_growth_1	wh_main_effect_province_growth_building		region_to_province_own	25.0000	12.0000	0.0000
nag_non_unique_settlement_growth_1	wh3_main_effect_corruption_vampiric_buildings		region_to_region_own	1.0000	0.0000	0.0000
nag_non_unique_settlement_growth_2	wh_main_effect_force_all_campaign_replenishment_rate		province_to_force_own_provincewide	4.0000	4.0000	0.0000
nag_non_unique_settlement_growth_2	wh_main_effect_province_growth_building		region_to_province_own	35.0000	17.0000	0.0000
nag_non_unique_settlement_growth_2	wh3_main_effect_corruption_vampiric_buildings		region_to_region_own	2.0000	1.0000	0.0000
nag_non_unique_settlement_growth_3	wh_main_effect_force_all_campaign_replenishment_rate		province_to_force_own_provincewide	5.0000	5.0000	0.0000
nag_non_unique_settlement_growth_3	wh_main_effect_province_growth_building		region_to_province_own	45.0000	22.0000	0.0000
nag_non_unique_settlement_growth_3	wh3_main_effect_corruption_vampiric_buildings		region_to_region_own	3.0000	2.0000	0.0000
nag_non_unique_settlement_income_1	wh_main_effect_force_all_campaign_upkeep		building_to_force_own_provincewide_unseen	-10.0000	-5.0000	0.0000
nag_non_unique_settlement_income_1	wh_main_effect_economy_gdp_culture		building_to_building_own	150.0000	75.0000	0.0000
nag_non_unique_settlement_income_2	wh_main_effect_force_all_campaign_upkeep		building_to_force_own_provincewide_unseen	-20.0000	-10.0000	0.0000
nag_non_unique_settlement_income_2	wh_main_effect_economy_gdp_culture		building_to_building_own	250.0000	125.0000	0.0000
nag_non_unique_settlement_income_3	wh_main_effect_force_all_campaign_upkeep		building_to_force_own_provincewide_unseen	-30.0000	-15.0000	0.0000
nag_non_unique_settlement_income_3	wh_main_effect_economy_gdp_culture		building_to_building_own	400.0000	200.0000	0.0000
nag_non_unique_settlement_infantry_2	nag_effect_unit_cap_nehekhara_warriors_0		faction_to_faction_own_unseen	2.0000	2.0000	0.0000
nag_non_unique_settlement_infantry_3	nag_effect_unit_cap_nehekhara_warriors_0		faction_to_faction_own_unseen	4.0000	2.0000	2.0000
nag_non_unique_settlement_infantry_3	nag_effect_unit_cap_tomb_guard_0		faction_to_faction_own_unseen	2.0000	2.0000	0.0000
nag_non_unique_settlement_infantry_3	nag_effect_unit_cap_tomb_guard_1		faction_to_faction_own_unseen	2.0000	2.0000	0.0000
nag_non_unique_settlement_infantry_3	nag_effect_agent_enable_recruitment_champion_tmb		province_to_province_own_unseen	1.0000	1.0000	0.0000
nag_non_unique_settlement_infantry_3	nag_effect_agent_cap_increase_prince_wight		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
nag_non_unique_settlement_ushabti_1	nag_effect_unit_cap_ushabti_0		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
nag_non_unique_settlement_spirit_2	nag_effect_unit_cap_cairn_wraiths		faction_to_faction_own_unseen	2.0000	2.0000	0.0000
nag_non_unique_settlement_spirit_2	nag_effect_unit_cap_spectre_swarm		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
nag_non_unique_settlement_priest_1	wh_main_effect_force_stat_armour		building_to_force_own_provincewide_unseen	5.0000	5.0000	0.0000
nag_non_unique_settlement_priest_1	nag_effect_agent_enable_recruitment_wizard_tmb		province_to_province_own_unseen	1.0000	1.0000	0.0000
nag_non_unique_settlement_priest_1	nag_effect_agent_cap_increase_liche_priest		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
nag_non_unique_settlement_chariots_3	nag_effect_unit_cap_nag_undead_chariot_unit		faction_to_faction_own_unseen	1.0000	1.0000	1.0000
