bonus_value_id	effect	unit_set
#effect_bonus_value_ids_unit_sets_tables;0;db/effect_bonus_value_ids_unit_sets_tables/nagash_caps		
unit_cap	nag_effect_unit_cap_nagashi_guard	nag_effect_unit_cap_nagashi_guard
unit_cap	nag_effect_unit_cap_nagashi_guard_halb	nag_effect_unit_cap_nagashi_guard_halb
unit_cap	nag_effect_unit_cap_bone_golems	nag_effect_unit_cap_bone_golems
unit_cap	nag_effect_unit_cap_morghasts	nag_effect_unit_cap_morghasts
unit_cap	nag_effect_unit_cap_sand_crawlies	nag_effect_unit_cap_sand_crawlies
unit_cap	nag_effect_unit_cap_carrion_riders	nag_effect_unit_cap_carrion_riders
unit_cap	nag_effect_unit_cap_mortis_engine	nag_effect_unit_cap_mortis_engine
unit_cap	nag_effect_unit_cap_bone_thrower	nag_effect_unit_cap_bone_thrower
unit_cap	nag_effect_unit_cap_nehekhara_warriors_0	nag_effect_unit_cap_nehekhara_warriors_0
unit_cap	nag_effect_unit_cap_tomb_guard_0	nag_effect_unit_cap_tomb_guard_0
unit_cap	nag_effect_unit_cap_tomb_guard_1	nag_effect_unit_cap_tomb_guard_1
unit_cap	nag_effect_unit_cap_skeleton_horsemen_0	nag_effect_unit_cap_skeleton_horsemen_0
unit_cap	nag_effect_unit_cap_skeleton_horsemen_archers_0	nag_effect_unit_cap_skeleton_horsemen_archers_0
unit_cap	nag_effect_unit_cap_nehekhara_horsemen_0	nag_effect_unit_cap_nehekhara_horsemen_0
unit_cap	nag_effect_unit_cap_necropolis_knights_0	nag_effect_unit_cap_necropolis_knights_0
unit_cap	nag_effect_unit_cap_necropolis_knights_1	nag_effect_unit_cap_necropolis_knights_1
unit_cap	nag_effect_unit_cap_skeleton_archer_chariot_0	nag_effect_unit_cap_skeleton_archer_chariot_0
unit_cap	nag_effect_unit_cap_skeleton_chariot_0	nag_effect_unit_cap_skeleton_chariot_0
unit_cap	nag_effect_unit_cap_ushabti_0	nag_effect_unit_cap_ushabti_0
unit_cap	nag_effect_unit_cap_ushabti_1	nag_effect_unit_cap_ushabti_1
unit_cap	nag_effect_unit_cap_sepulchral_stalkers_0	nag_effect_unit_cap_sepulchral_stalkers_0
unit_cap	nag_effect_unit_cap_tomb_scorpion_0	nag_effect_unit_cap_tomb_scorpion_0
unit_cap	nag_effect_unit_cap_khemrian_warsphinx_0	nag_effect_unit_cap_khemrian_warsphinx_0
unit_cap	nag_effect_unit_cap_necrosphinx_0	nag_effect_unit_cap_necrosphinx_0
unit_cap	nag_effect_unit_cap_bone_giant_0	nag_effect_unit_cap_bone_giant_0
unit_cap	nag_effect_unit_cap_screaming_skull_catapult_0	nag_effect_unit_cap_screaming_skull_catapult_0
unit_cap	nag_effect_unit_cap_casket_of_souls_0	nag_effect_unit_cap_casket_of_souls_0
unit_cap	nag_effect_unit_cap_crypt_ghouls	nag_effect_unit_cap_crypt_ghouls
unit_cap	nag_effect_unit_cap_cairn_wraiths	nag_effect_unit_cap_cairn_wraiths
unit_cap	nag_effect_unit_cap_grave_guard_0	nag_effect_unit_cap_grave_guard_0
unit_cap	nag_effect_unit_cap_grave_guard_1	nag_effect_unit_cap_grave_guard_1
unit_cap	nag_effect_unit_cap_black_knights_0	nag_effect_unit_cap_black_knights_0
unit_cap	nag_effect_unit_cap_black_knights_3	nag_effect_unit_cap_black_knights_3
unit_cap	nag_effect_unit_cap_hexwraiths	nag_effect_unit_cap_hexwraiths
unit_cap	nag_effect_unit_cap_blood_knights_0	nag_effect_unit_cap_blood_knights_0
unit_cap	nag_effect_unit_cap_corpse_cart_1	nag_effect_unit_cap_corpse_cart_1
unit_cap	nag_effect_unit_cap_corpse_cart_2	nag_effect_unit_cap_corpse_cart_2
unit_cap	nag_effect_unit_cap_vargheists	nag_effect_unit_cap_vargheists
unit_cap	nag_effect_unit_cap_zombie_gunnery_mob_1	nag_effect_unit_cap_zombie_gunnery_mob_1
unit_cap	nag_effect_unit_cap_deck_gunners_0	nag_effect_unit_cap_deck_gunners_0
unit_cap	nag_effect_unit_cap_depth_guard_0	nag_effect_unit_cap_depth_guard_0
unit_cap	nag_effect_unit_cap_terrorgheist	nag_effect_unit_cap_terrorgheist
unit_cap	nag_effect_unit_cap_spirit_host	nag_effect_unit_cap_spirit_host
unit_cap	nag_effect_unit_cap_spirit_host_green	nag_effect_unit_cap_spirit_host_green
unit_cap	nag_effect_unit_cap_spirit_host_small	nag_effect_unit_cap_spirit_host_small
