ancillary	effect	effect_scope	value
#ancillary_to_effects_tables;0;db/ancillary_to_effects_tables/rhox_nagash_faction			
nag_anc_arcane_item_black_periapt	wh_main_effect_ability_enable_black_periapt	character_to_character_own	1.0000
nag_anc_arcane_item_book_of_arkhan	wh_main_effect_ability_enable_bound_book_of_arkhan	character_to_character_own	1.0000
nag_anc_arcane_item_enkhils_kanopi	wh2_dlc09_effect_ability_enable_enkhils_kanopi	character_to_character_own	1.0000
nag_anc_arcane_item_enkhils_kanopi	wh3_main_effect_winds_of_magic_character	character_to_force_own_unseen	1.0000
nag_anc_arcane_item_enkhils_kanopi	wh_main_effect_character_stat_magic_resistance	character_to_character_own	10.0000
nag_anc_arcane_item_neferras_scrolls_of_mighty_incantations	wh2_dlc09_effect_ability_enable_neferras_scrolls_of_mighty_incantations	character_to_character_own	1.0000
nag_anc_arcane_item_scroll_of_arnizipals_black_horror	wh2_dlc10_effect_ability_enable_bound_arnizipals_black_horror	character_to_character_own	1.0000
nag_anc_arcane_item_staff_of_damnation	wh_main_effect_ability_enable_bound_staff_of_damnation	character_to_character_own	1.0000
nag_anc_arcane_item_staff_of_damnation	wh_main_effect_character_stat_physical_resistance	character_to_character_own	5.0000
nag_anc_armour_armour_of_eternity	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0000
nag_anc_armour_armour_of_eternity	wh_main_effect_character_stat_armour	character_to_character_own	5.0000
nag_anc_armour_armour_of_eternity	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
nag_anc_armour_armour_of_eternity	wh_main_effect_character_stat_ward_save	character_to_character_own	5.0000
nag_anc_armour_armour_of_the_depth	wh_main_effect_character_stat_armour	character_to_character_own	25.0000
nag_anc_armour_armour_of_the_depth	wh_main_effect_character_stat_fire_resistance	character_to_character_own	-35.0000
nag_anc_armour_armour_of_the_depth	wh_main_effect_character_stat_melee_defence	character_to_character_own	12.0000
nag_anc_armour_nightshroud	wh_main_effect_character_stat_armour	character_to_character_own	3.0000
nag_anc_armour_nightshroud	wh_main_effect_character_stat_melee_defence	character_to_character_own	10.0000
nag_anc_armour_scorpion_armour	wh2_dlc09_effect_ability_enable_scorpion_armour	character_to_character_own	1.0000
nag_anc_armour_scorpion_armour	wh_main_effect_character_stat_armour	character_to_character_own	15.0000
nag_anc_armour_scorpion_armour	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
nag_anc_armour_scorpion_armour	wh_main_effect_character_stat_physical_resistance	character_to_character_own	10.0000
nag_anc_armour_seadragon_buckler	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
nag_anc_armour_seadragon_buckler	wh_main_effect_character_stat_missile_resistance	character_to_character_own	10.0000
nag_anc_enchanted_item_black_buckthorns_treasure_map	wh_main_effect_agent_movement_range_mod	character_to_character_own	20.0000
nag_anc_enchanted_item_black_buckthorns_treasure_map	wh_main_effect_attribute_enable_vanguard_deployment	character_to_character_own	1.0000
nag_anc_enchanted_item_brooch_of_the_great_desert	wh_main_effect_attribute_enable_vanguard_deployment	character_to_character_own	1.0000
nag_anc_enchanted_item_brooch_of_the_great_desert	wh_main_effect_character_stat_magic_resistance	character_to_character_own	12.0000
nag_anc_enchanted_item_brooch_of_the_great_desert	wh_main_effect_character_stat_speed	character_to_character_own	6.0000
nag_anc_enchanted_item_cloak_of_the_dunes	wh2_dlc09_effect_ability_enable_cloak_of_the_dunes	character_to_character_own	1.0000
nag_anc_enchanted_item_cloak_of_the_dunes	wh2_dlc09_effect_force_army_campaign_attrition_desert_immunity	character_to_force_own	1.0000
nag_anc_enchanted_item_cloak_of_the_dunes	wh2_main_effect_character_stat_melee_attack_in_desert	character_to_character_own	10.0000
nag_anc_enchanted_item_elixir_of_might	wh2_dlc09_effect_ability_enable_elixir_of_might	character_to_character_own	1.0000
nag_anc_enchanted_item_golden_deathmask_of_kharnut	wh_main_effect_attribute_enable_causes_terror	character_to_character_own	1.0000
nag_anc_enchanted_item_hieratic_jar	wh2_dlc09_effect_ability_enable_hieratic_jar	character_to_character_own	1.0000
nag_anc_enchanted_item_moonshine	wh2_dlc11_effect_ability_enable_moonshine	character_to_character_own	1.0000
nag_anc_enchanted_item_pyrotechnic_compound	wh_main_effect_character_stat_ammunition	character_to_character_own	18.0000
nag_anc_enchanted_item_pyrotechnic_compound	wh_main_effect_character_stat_ap_missile_damage	character_to_character_own	25.0000
nag_anc_enchanted_item_pyrotechnic_compound	wh_main_effect_character_stat_range	character_to_character_own	18.0000
nag_anc_enchanted_item_rod_of_flaming_death	wh_main_effect_ability_enable_bound_fireball	character_to_character_own	1.0000
nag_anc_enchanted_item_rod_of_flaming_death	wh_main_effect_character_stat_fire_resistance	character_to_character_own	15.0000
nag_anc_enchanted_item_vambraces_of_the_sun	wh2_dlc09_effect_ability_enable_vambraces_of_the_sun	character_to_character_own	1.0000
nag_anc_enchanted_item_vambraces_of_the_sun	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1.0000
nag_anc_enchanted_item_vambraces_of_the_sun	wh_main_effect_character_stat_fire_resistance	character_to_character_own	25.0000
nag_anc_enchanted_item_vambraces_of_the_sun	wh_main_effect_character_stat_melee_attack	character_to_character_own	9.0000
nag_anc_talisman_amulet_of_pha_stah	wh2_dlc09_effect_ability_enable_amulet_of_pha_stah	character_to_character_own	1.0000
nag_anc_talisman_amulet_of_pha_stah	wh_main_effect_character_stat_ap_damage	character_to_character_own	10.0000
nag_anc_talisman_amulet_of_pha_stah	wh_main_effect_character_stat_ward_save	character_to_character_own	16.0000
nag_anc_talisman_blackpearl_eye	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	20.0000
nag_anc_talisman_golden_ankhra	wh_main_effect_character_stat_armour	character_to_character_own	3.0000
nag_anc_talisman_golden_ankhra	wh_main_effect_character_stat_melee_defence	character_to_character_own	4.0000
nag_anc_talisman_golden_ankhra	wh_main_effect_character_stat_ward_save	character_to_character_own	6.0000
nag_anc_talisman_golden_eye_of_rah_nutt	wh_main_effect_character_stat_charge_bonus_add	character_to_character_own	20.0000
nag_anc_talisman_golden_eye_of_rah_nutt	wh_main_effect_character_stat_ward_save	character_to_character_own	10.0000
nag_anc_talisman_jellyfish_in_a_jar	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	character_to_character_own	5.0000
nag_anc_talisman_jellyfish_in_a_jar	wh2_main_effect_agent_action_hinder_agent_wound_buff	character_to_character_own	5.0000
nag_anc_talisman_jellyfish_in_a_jar	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0000
nag_anc_talisman_kraken_fang	wh2_dlc11_effect_ability_enable_bound_tidecall	character_to_character_own	1.0000
nag_anc_talisman_kraken_fang	wh_dlc08_effect_character_stat_enable_frostbite_attacks	character_to_character_own	1.0000
nag_anc_talisman_kraken_fang	wh_main_effect_character_stat_melee_attack	character_to_character_own	8.0000
nag_anc_weapon_blade_of_antarhak	wh_main_effect_ability_enable_the_hunger	character_to_character_own	1.0000
nag_anc_weapon_blade_of_antarhak	wh_main_effect_character_stat_bonus_vs_infantry	character_to_character_own	11.0000
nag_anc_weapon_blade_of_mourning_fire	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1.0000
nag_anc_weapon_blade_of_mourning_fire	wh_main_effect_character_stat_ap_damage	character_to_character_own	15.0000
nag_anc_weapon_blade_of_mourning_fire	wh_main_effect_character_stat_melee_attack	character_to_character_own	10.0000
nag_anc_weapon_blade_of_mourning_fire	wh_main_effect_character_stat_weapon_strength	character_to_character_own	5.0000
nag_anc_weapon_blade_of_setep	wh2_dlc09_effect_ability_enable_blade_of_setep	character_to_character_own	1.0000
nag_anc_weapon_blade_of_setep	wh_main_effect_character_stat_ap_damage	character_to_character_own	35.0000
nag_anc_weapon_blade_of_setep	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
nag_anc_weapon_crook_and_flail_of_radiance	wh2_main_effect_ability_enable_bound_slann_2	character_to_character_own	1.0000
nag_anc_weapon_crook_and_flail_of_radiance	wh_main_effect_character_stat_melee_attack	character_to_character_own	7.0000
nag_anc_weapon_crook_and_flail_of_radiance	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
nag_anc_weapon_crook_and_flail_of_radiance	wh_main_effect_character_stat_weapon_strength	character_to_character_own	10.0000
nag_anc_weapon_destroyer_of_eternities	wh2_main_effect_character_stat_weapon_strength_base	character_to_character_own	-10.0000
nag_anc_weapon_destroyer_of_eternities	wh_main_effect_ability_enable_heroic_killing_blow	character_to_character_own	1.0000
nag_anc_weapon_destroyer_of_eternities	wh_main_effect_character_stat_ap_damage	character_to_character_own	60.0000
nag_anc_weapon_destroyer_of_eternities	wh_main_effect_character_stat_bonus_vs_large	character_to_character_own	12.0000
nag_anc_weapon_lucky_levis_hookhand	wh_main_effect_character_stat_armour	character_to_character_own	10.0000
nag_anc_weapon_lucky_levis_hookhand	wh_main_effect_character_stat_melee_attack	character_to_character_own	10.0000
nag_anc_weapon_masamune	wh2_dlc11_effect_ability_enable_bound_wind_blast	character_to_character_own	1.0000
nag_anc_weapon_masamune	wh_main_effect_character_stat_ap_damage	character_to_character_own	100.0000
nag_anc_weapon_masamune	wh_main_effect_character_stat_weapon_strength	character_to_character_own	5.0000
nag_anc_weapon_skabscrath	wh_main_effect_ability_enable_skabscrath	character_to_character_own	1.0000
nag_anc_weapon_skabscrath	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
