unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;1;db/unit_set_to_unit_junctions_tables/rhox_nagash_vanilla_unit_set					
			nag_vanilla_tmb_veh_skeleton_archer_chariot_0	wh2_dlc09_tmb_chariots	false
			nag_vanilla_tmb_veh_skeleton_chariot_0	wh2_dlc09_tmb_chariots	false
			nag_undead_chariot_unit	wh2_dlc09_tmb_chariots	false
			nag_vanilla_tmb_mon_ushabti_0	wh2_dlc09_tmb_ushabti	false
			nag_vanilla_tmb_mon_ushabti_1	wh2_dlc09_tmb_ushabti	false
			nag_vanilla_tmb_inf_skeleton_archers_0	wh2_dlc09_tmb_skeleton_archer	false
			nag_vanilla_tmb_inf_skeleton_spearmen_0	wh2_dlc09_tmb_all_melee_infantry	false
			nag_vanilla_tmb_inf_skeleton_warriors_0	wh2_dlc09_tmb_all_melee_infantry	false
			nag_vanilla_tmb_inf_nehekhara_warriors_0	wh2_dlc09_tmb_all_melee_infantry	false
			nag_vanilla_tmb_inf_tomb_guard_0	wh2_dlc09_tmb_all_melee_infantry	false
			nag_vanilla_tmb_inf_tomb_guard_1	wh2_dlc09_tmb_all_melee_infantry	false
			nag_vanilla_tmb_inf_skeleton_archers_0	wh2_dlc09_tmb_all_skeleton	false
			nag_vanilla_tmb_inf_skeleton_spearmen_0	wh2_dlc09_tmb_all_skeleton	false
			nag_vanilla_tmb_inf_skeleton_warriors_0	wh2_dlc09_tmb_all_skeleton	false
			nag_vanilla_tmb_inf_nehekhara_warriors_0	wh2_dlc09_tmb_all_skeleton	false
			nag_vanilla_tmb_inf_tomb_guard_0	wh2_dlc09_tmb_all_skeleton	false
			nag_vanilla_tmb_inf_tomb_guard_1	wh2_dlc09_tmb_all_skeleton	false
			nag_vanilla_tmb_inf_tomb_guard_0	wh2_dlc09_tmb_tomb_guards_chariots	false
			nag_vanilla_tmb_inf_tomb_guard_1	wh2_dlc09_tmb_tomb_guards_chariots	false
			nag_vanilla_tmb_veh_skeleton_archer_chariot_0	wh2_dlc09_tmb_tomb_guards_chariots	false
			nag_vanilla_tmb_veh_skeleton_chariot_0	wh2_dlc09_tmb_tomb_guards_chariots	false
			nag_undead_chariot_unit	wh2_dlc09_tmb_tomb_guards_chariots	false
			nag_vanilla_vmp_inf_crypt_ghouls	vmp_ghouls	false
			nag_vanilla_vmp_mon_crypt_horrors	vmp_horrors	false
			nag_vanilla_vmp_inf_zombie	vmp_zombies	false
			nag_vanilla_vmp_cav_blood_knights_0	vmp_blood_knights	false
			nag_vanilla_vmp_inf_grave_guard_0	vmp_graveguard	false
			nag_vanilla_vmp_inf_grave_guard_1	vmp_graveguard	false
			nag_vanilla_vmp_cav_black_knights_0	vmp_skeletal_cav	false
			nag_vanilla_vmp_cav_black_knights_3	vmp_skeletal_cav	false
			nag_vanilla_vmp_mon_dire_wolves	wh2_dlc11_vmp_dire_wolves_fell_bats	false
			nag_vanilla_vmp_mon_fell_bats	wh2_dlc11_vmp_dire_wolves_fell_bats	false
			wh_main_vmp_mon_terrorgheist	vmp_terrorgheist	false
			nag_vanilla_vmp_mon_dire_wolves	vmp_beasts	false
			nag_vanilla_vmp_mon_fell_bats	vmp_beasts	false
			nag_vanilla_vmp_mon_vargheists	vmp_beasts	false
			nag_vanilla_vmp_mon_varghulf	vmp_beasts	false
			nag_vanilla_cst_inf_zombie_deckhands_mob_0	wh2_dlc11_cst_deckhands_depth_guard	false
			nag_vanilla_cst_inf_zombie_deckhands_mob_1	wh2_dlc11_cst_deckhands_depth_guard	false
			nag_vanilla_cst_inf_depth_guard_0	wh2_dlc11_cst_deckhands_depth_guard	false
			nag_vanilla_cst_inf_zombie_gunnery_mob_0	wh2_dlc11_cst_gunnery_mobs	false
			nag_vanilla_cst_inf_zombie_gunnery_mob_1	wh2_dlc11_cst_gunnery_mobs	false
			nag_vanilla_cst_inf_zombie_deckhands_mob_0	wh2_dlc11_cst_inf_all_zombie_deckhands_mobs	false
			nag_vanilla_cst_inf_zombie_deckhands_mob_1	wh2_dlc11_cst_inf_all_zombie_deckhands_mobs	false
			burning_dead_ror	vmp_graveguard	false
