child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
#character_skill_node_links_tables;3;db/character_skill_node_links_tables/rhox_nagash_drekla							
nag_skill_cst_drekla_self_1_1	nag_skill_cst_drekla_self_0	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_self_1_2	nag_skill_cst_drekla_self_0	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_self_1_3	nag_skill_cst_drekla_self_0	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_self_1_4	nag_skill_cst_drekla_self_0	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_self_2	nag_skill_cst_drekla_self_1_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_self_2	nag_skill_cst_drekla_self_1_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_self_2	nag_skill_cst_drekla_self_1_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_self_2	nag_skill_cst_drekla_self_1_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_self_3_1	nag_skill_cst_drekla_self_2	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_self_3_2	nag_skill_cst_drekla_self_2	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_self_3_3	nag_skill_cst_drekla_self_2	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_self_3_4	nag_skill_cst_drekla_self_2	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_self_4	nag_skill_cst_drekla_self_3_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_self_4	nag_skill_cst_drekla_self_3_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_self_4	nag_skill_cst_drekla_self_3_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_self_4	nag_skill_cst_drekla_self_3_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_magic_1_1	nag_skill_cst_drekla_magic_0	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_magic_1_2	nag_skill_cst_drekla_magic_0	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_magic_1_3	nag_skill_cst_drekla_magic_0	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_magic_1_4	nag_skill_cst_drekla_magic_0	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_magic_2	nag_skill_cst_drekla_magic_1_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_magic_2	nag_skill_cst_drekla_magic_1_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_magic_2	nag_skill_cst_drekla_magic_1_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_magic_2	nag_skill_cst_drekla_magic_1_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_magic_3_1	nag_skill_cst_drekla_magic_2	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_magic_3_2	nag_skill_cst_drekla_magic_2	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_magic_3_3	nag_skill_cst_drekla_magic_2	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_magic_3_4	nag_skill_cst_drekla_magic_2	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_magic_4	nag_skill_cst_drekla_magic_3_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_magic_4	nag_skill_cst_drekla_magic_3_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_magic_4	nag_skill_cst_drekla_magic_3_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_magic_4	nag_skill_cst_drekla_magic_3_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_special_1_2	nag_skill_cst_drekla_special_0	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_special_1_3	nag_skill_cst_drekla_special_0	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_special_1_4	nag_skill_cst_drekla_special_0	0	1	1	0.0000	0.0000	REQUIRED
nag_skill_cst_drekla_special_2	nag_skill_cst_drekla_special_1_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_special_2	nag_skill_cst_drekla_special_1_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
nag_skill_cst_drekla_special_2	nag_skill_cst_drekla_special_1_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
