key	localised_description	localised_title	bundle_target	priority	ui_icon	is_global_effect	show_in_3d_space	owner_only
#effect_bundles_tables;4;db/effect_bundles_tables/rhox_nagash_grand_spells								
nag_grand_spell_01_0	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_1	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_2	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_3	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_4	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_5	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_6	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_7	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_8	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_9	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_10	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_11	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_12	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_13	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_14	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_15	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_16	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_17	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_18	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_19	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_01_20	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_0	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_1	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_2	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_3	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_4	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_5	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_6	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_7	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_8	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_9	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_10	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_11	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_12	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_13	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_14	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_15	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_16	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_17	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_18	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_19	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_20	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_0	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_1	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_2	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_3	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_4	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_5	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_6	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_7	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_8	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_9	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_10	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_11	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_12	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_13	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_14	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_15	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_16	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_17	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_18	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_19	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_20	[HIDDEN]	HIDDEN	faction	0		true	false	true
