id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/rhox_nagash_lahmia_diplo		
diplomacy_FactionGroup_rhox_lahmia	diplomacy_FactionGroup_DE_DreadlordFemale2	8.0000
diplomacy_FactionGroup_rhox_lahmia_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_Negative	24.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionBeastmen	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBeastmen	9.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionBeastmen_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBeastmen_&_Negative	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionBeastmen_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBeastmen_&_Positive	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionBretonnia	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBretonnia	9.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionBretonnia_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBretonnia_&_Negative	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionBretonnia_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBretonnia_&_Positive	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionChaos	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionChaos	9.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionChaos_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionChaos_&_Negative	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionChaos_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionChaos_&_Positive	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionDarkElves	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionDarkElves	9.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionDarkElves_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionDarkElves_&_Negative	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionDarkElves_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionDarkElves_&_Positive	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionDwarf	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionDwarf	9.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionDwarf_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionDwarf_&_Negative	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionDwarf_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionDwarf_&_Positive	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionEmpire	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionEmpire	9.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionEmpire_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionEmpire_&_Negative	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionEmpire_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionEmpire_&_Positive	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionGreenskin	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionGreenskin	9.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionGreenskin_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionGreenskin_&_Negative	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionGreenskin_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionGreenskin_&_Positive	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionHighElves	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionHighElves	9.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionHighElves_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionHighElves_&_Negative	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionHighElves_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionHighElves_&_Positive	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionLizardmen	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionLizardmen	9.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionLizardmen_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionLizardmen_&_Negative	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionLizardmen_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionLizardmen_&_Positive	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionSkaven	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionSkaven	9.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionSkaven_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionSkaven_&_Negative	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionSkaven_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionSkaven_&_Positive	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionTombKings	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionTombKings	9.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionTombKings_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionTombKings_&_Negative	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionTombKings_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionTombKings_&_Positive	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionVamp	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionVamp	9.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionVamp_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionVamp_&_Negative	25.0000
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionVamp_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionVamp_&_Positive	25.0000
