id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/rhox_nagash		
rhox_nagash_sc_mixer_nag_nagashoccupation_decision_colonise	rhox_nagash_sc_mixer_nag_nagashoccupation_decision_colonise	0.0000
rhox_nagash_sc_mixer_nag_nagashoccupation_decision_do_nothing	rhox_nagash_sc_mixer_nag_nagashoccupation_decision_do_nothing	0.0000
rhox_nagash_sc_mixer_nag_nagashoccupation_decision_loot	rhox_nagash_sc_mixer_nag_nagashoccupation_decision_loot	0.0000
rhox_nagash_sc_mixer_nag_nagashoccupation_decision_occupy	rhox_nagash_sc_mixer_nag_nagashoccupation_decision_occupy	0.0000
rhox_nagash_sc_mixer_nag_nagashoccupation_decision_raze_without_occupy	rhox_nagash_sc_mixer_nag_nagashoccupation_decision_raze_without_occupy	0.0000
rhox_nagash_sc_mixer_nag_nagashoccupation_decision_resettle	rhox_nagash_sc_mixer_nag_nagashoccupation_decision_resettle	0.0000
rhox_nagash_sc_mixer_nag_nagashoccupation_decision_sack	rhox_nagash_sc_mixer_nag_nagashoccupation_decision_sack	0.0000
rhox_nagash_sc_mixer_nag_nagashoccupation_decision_vassal	rhox_nagash_sc_mixer_nag_nagashoccupation_decision_vassal	0.0000
rhox_nagash_feature_group	rhox_nagash_feature_group	0.0000
rhox_nagash_stance_group	rhox_nagash_stance_group	0.0000
nag_interrogate	nag_interrogate	0.0000
wh_main_event_feed_cult_all_nagash	wh_main_event_feed_cult_all	0.0000
nag_scripted_intro	wh2_dlc09_event_feed_scripted_intro_tomb_kings	0.0000
nag_battle_victory	wh2_dlc09_event_feed_cult_tomb_kings_battle_attack_outcome_victory	0.0000
nag_battle_draw	wh2_dlc09_event_feed_cult_tomb_kings_battle_attack_outcome_draw	0.0000
nag_battle_defeat	wh2_dlc09_event_feed_cult_tomb_kings_battle_attack_outcome_defeat	0.0000
nag_attrition	wh2_dlc09_event_feed_cult_tomb_kings_attrition_desertion	0.0000
nag_event_feed	wh2_dlc09_event_feed_cult_tomb_kings	0.0000
nag_character_dies	wh2_dlc09_event_feed_cult_character_dies_battle_tomb_kings	0.0000
wh2_dlc09_event_feed_agent_action_all_failure_critical_hinder_army_nagash	wh2_dlc09_event_feed_agent_action_all_failure_critical_nagash	0.0000
wh2_dlc09_event_feed_agent_action_all_failure_critical_hinder_character_nagash	wh2_dlc09_event_feed_agent_action_all_failure_critical_nagash	0.0000
wh2_dlc09_event_feed_agent_action_all_failure_critical_hinder_province_nagash	wh2_dlc09_event_feed_agent_action_all_failure_critical_nagash	0.0000
wh2_dlc09_event_feed_agent_action_all_failure_hinder_army_nagash	wh2_dlc09_event_feed_agent_action_all_failure_nagash	0.0000
wh2_dlc09_event_feed_agent_action_all_failure_hinder_character_nagash	wh2_dlc09_event_feed_agent_action_all_failure_nagash	0.0000
wh2_dlc09_event_feed_agent_action_all_failure_hinder_province_nagash	wh2_dlc09_event_feed_agent_action_all_failure_nagash	0.0000
wh2_dlc09_event_feed_agent_action_all_hinder_character_nagash	wh2_dlc09_event_feed_agent_action_all_hinder_character_nagash	0.0000
wh2_dlc09_event_feed_agent_action_all_success_critical_hinder_character_nagash	wh2_dlc09_event_feed_agent_action_all_success_critical_hinder_character_nagash	0.0000
wh2_dlc09_event_feed_agent_action_champion_hinder_army_nagash	wh2_dlc09_event_feed_agent_action_all_hinder_army_nagash	0.0000
wh2_dlc09_event_feed_agent_action_champion_hinder_settlement_plague_priest_nagash	wh2_dlc09_event_feed_agent_action_all_hinder_settlement_nagash	0.0000
wh2_dlc09_event_feed_agent_action_champion_hinder_settlement_nagash	wh2_dlc09_event_feed_agent_action_all_hinder_settlement_nagash	0.0000
wh2_dlc09_event_feed_agent_action_champion_hinder_settlement_warlock_engineer_nagash	wh2_dlc09_event_feed_agent_action_all_hinder_settlement_nagash	0.0000
