id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/rhox_nagash_copied_landmark		
741222062	wh2_dlc11_special_settlement_galleons_graveyard_other_1	nag_nagashi_guard
741222063	wh2_dlc11_special_settlement_galleons_graveyard_other_1	nag_nagashi_guard
741222064	wh2_dlc11_special_settlement_galleons_graveyard_other_1	nag_bone_golems
741222065	wh2_dlc11_special_settlement_galleons_graveyard_other_1	nag_vanilla_tmb_inf_skeleton_archers_0
741222066	wh2_dlc11_special_settlement_galleons_graveyard_other_1	nag_vanilla_tmb_inf_skeleton_archers_0
741222067	wh2_dlc11_special_settlement_galleons_graveyard_other_1	nag_vanilla_tmb_inf_skeleton_spearmen_0
741222068	wh2_dlc11_special_settlement_galleons_graveyard_other_1	nag_vanilla_tmb_inf_skeleton_spearmen_0
741222069	wh2_dlc11_special_settlement_galleons_graveyard_other_1	nag_vanilla_tmb_inf_skeleton_warriors_0
741222070	wh2_dlc11_special_settlement_galleons_graveyard_other_1	nag_vanilla_tmb_inf_skeleton_warriors_0
741222071	wh2_dlc11_special_settlement_galleons_graveyard_other_1	nag_vanilla_vmp_inf_cairn_wraiths
741222072	wh2_dlc11_special_settlement_galleons_graveyard_other_1	nag_vanilla_vmp_mon_fell_bats
741222073	wh2_dlc11_special_settlement_galleons_graveyard_other_1	nag_vanilla_vmp_mon_fell_bats
741222074	wh2_dlc15_special_graves_of_the_dragons_vmp	nag_vanilla_cst_mon_terrorgheist
741222075	wh2_dlc15_special_morgheim_necropolis_vmp	nag_vanilla_vmp_inf_crypt_ghouls
741222076	wh2_dlc15_special_morgheim_necropolis_vmp	nag_vanilla_vmp_mon_crypt_horrors
741222077	wh2_dlc15_special_morgheim_necropolis_vmp	nag_vanilla_vmp_inf_crypt_ghouls
741222078	wh2_dlc15_special_morgheim_necropolis_vmp	nag_vanilla_vmp_inf_crypt_ghouls
741222079	wh2_dlc15_special_fortress_of_vorag_tower_of_the_bloodytooth_vmp	nag_vanilla_vmp_inf_crypt_ghouls
741222080	wh2_dlc15_special_fortress_of_vorag_tower_of_the_bloodytooth_vmp	nag_vanilla_vmp_inf_crypt_ghouls
741222081	wh2_dlc15_special_fortress_of_vorag_tower_of_the_bloodytooth_vmp	nag_vanilla_cst_mon_terrorgheist
741222082	wh2_main_special_shrine_of_khaine_vmp_1	nag_vanilla_vmp_inf_grave_guard_0
741222083	wh2_main_special_shrine_of_khaine_vmp_1	nag_vanilla_vmp_mon_crypt_horrors
741222084	wh2_main_special_shrine_of_khaine_vmp_1	nag_vanilla_vmp_inf_grave_guard_0
741222085	wh2_main_special_shrine_of_khaine_vmp_1	nag_vanilla_vmp_mon_crypt_horrors
741222086	rhox_nagash_special_black_tower_of_arkhan	nag_vanilla_tmb_inf_tomb_guard_1
741222087	rhox_nagash_special_black_tower_of_arkhan	nag_vanilla_tmb_inf_tomb_guard_0
741222088	rhox_nagash_special_black_tower_of_arkhan	nag_vanilla_tmb_inf_tomb_guard_1
741222089	rhox_nagash_special_black_tower_of_arkhan	nag_vanilla_vmp_mon_fell_bats
741222090	rhox_nagash_special_black_tower_of_arkhan	nag_vanilla_tmb_inf_skeleton_archers_0
741222091	rhox_nagash_special_black_tower_of_arkhan	nag_vanilla_tmb_inf_tomb_guard_0
741222092	rhox_nagash_special_black_tower_of_arkhan	nag_vanilla_tmb_inf_skeleton_archers_0
741222093	rhox_nagash_special_black_tower_of_arkhan	nag_vanilla_tmb_mon_ushabti_0
741222094	rhox_nagash_special_black_tower_of_arkhan	nag_vanilla_tmb_inf_tomb_guard_1
741222095	rhox_nagash_special_black_tower_of_arkhan	nag_vanilla_vmp_mon_fell_bats
741222096	rhox_nagash_special_black_tower_of_arkhan	nag_vanilla_tmb_mon_necrosphinx_0
741222097	rhox_nagash_special_blood_keep	nag_vanilla_vmp_cav_blood_knights_0
741222098	rhox_nagash_special_blood_keep	nag_vanilla_vmp_cav_blood_knights_0
741222099	rhox_nagash_special_castle_drachenfels	nag_vanilla_vmp_inf_cairn_wraiths
741222100	rhox_nagash_special_castle_drachenfels	nag_vanilla_vmp_inf_cairn_wraiths
741222101	rhox_nagash_special_castle_drachenfels	nag_mortis_engine
741222102	rhox_nagash_special_mousillon_merovech	nag_vanilla_vmp_cav_black_knights_3
741222103	rhox_nagash_special_mousillon_merovech	nag_vanilla_vmp_inf_grave_guard_0
741222104	rhox_nagash_special_mousillon_merovech	nag_vanilla_vmp_inf_grave_guard_1
741222105	rhox_nagash_special_mousillon_merovech	nag_vanilla_vmp_cav_black_knights_3
741222106	rhox_nagash_special_mousillon_merovech	nag_vanilla_vmp_inf_grave_guard_0
741222107	rhox_nagash_special_mousillon_merovech	nag_vanilla_vmp_inf_grave_guard_1
741222108	rhox_nagash_special_ogham_stones_1	nag_vanilla_tmb_mon_bone_giant_0
741222109	rhox_nagash_special_ogham_stones_1	nag_vanilla_tmb_mon_bone_giant_0
741222110	rhox_nagash_special_ogham_stones_2	nag_vanilla_tmb_mon_bone_giant_0
741222111	rhox_nagash_special_ogham_stones_2	nag_vanilla_tmb_mon_bone_giant_0
741222112	wh2_main_special_shrine_of_khaine_vmp_base	nag_vanilla_vmp_inf_grave_guard_0
741222113	wh2_main_special_shrine_of_khaine_vmp_base	nag_vanilla_vmp_mon_crypt_horrors
741222114	wh2_main_special_shrine_of_khaine_vmp_base	nag_vanilla_vmp_inf_grave_guard_0
741222115	wh2_main_special_shrine_of_khaine_vmp_base	nag_vanilla_vmp_mon_crypt_horrors
