id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/temp		
2206401	nag_outpost_special_lahmia_1	nag_vanilla_tmb_inf_tomb_guard_0
2206402	nag_outpost_special_lahmia_1	nag_vanilla_tmb_inf_tomb_guard_0
2206403	nag_outpost_special_lahmia_1	nag_vanilla_tmb_inf_skeleton_archers_0
2206404	nag_outpost_special_lahmia_1	nag_vanilla_tmb_inf_skeleton_archers_0
2206405	nag_outpost_special_lahmia_1	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206406	nag_outpost_special_lahmia_1	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206407	nag_outpost_special_lahmia_1	nag_vanilla_tmb_inf_skeleton_warriors_0
2206408	nag_outpost_special_lahmia_1	nag_vanilla_tmb_inf_skeleton_warriors_0
2206409	nag_outpost_special_lahmia_1	nag_vanilla_vmp_inf_crypt_ghouls
2206410	nag_outpost_special_lahmia_1	nag_vanilla_vmp_inf_crypt_ghouls
2206411	nag_outpost_special_lahmia_1	nag_vanilla_vmp_inf_crypt_ghouls
2206412	nag_outpost_special_lahmia_1	nag_vanilla_vmp_inf_crypt_ghouls
2206413	nag_outpost_special_lahmia_2	nag_vanilla_tmb_inf_tomb_guard_0
2206414	nag_outpost_special_lahmia_2	nag_vanilla_tmb_inf_tomb_guard_0
2206415	nag_outpost_special_lahmia_2	nag_vanilla_tmb_inf_skeleton_archers_0
2206416	nag_outpost_special_lahmia_2	nag_vanilla_tmb_inf_skeleton_archers_0
2206417	nag_outpost_special_lahmia_2	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206418	nag_outpost_special_lahmia_2	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206419	nag_outpost_special_lahmia_2	nag_vanilla_tmb_inf_skeleton_warriors_0
2206420	nag_outpost_special_lahmia_2	nag_vanilla_tmb_inf_skeleton_warriors_0
2206421	nag_outpost_special_lahmia_2	nag_vanilla_vmp_inf_crypt_ghouls
2206422	nag_outpost_special_lahmia_2	nag_vanilla_vmp_inf_crypt_ghouls
2206423	nag_outpost_special_lahmia_2	nag_vanilla_vmp_inf_crypt_ghouls
2206424	nag_outpost_special_lahmia_2	nag_vanilla_vmp_inf_crypt_ghouls
2206425	nag_outpost_special_lahmia_2	nag_bone_thrower
2206426	nag_outpost_special_lahmia_2	nag_bone_thrower
2206427	nag_outpost_special_lahmia_3	nag_vanilla_tmb_inf_tomb_guard_0
2206428	nag_outpost_special_lahmia_3	nag_vanilla_tmb_inf_tomb_guard_0
2206429	nag_outpost_special_lahmia_3	nag_vanilla_tmb_inf_skeleton_archers_0
