key	faction	allowed
#units_to_exclusive_faction_permissions_tables;0;db/units_to_exclusive_faction_permissions_tables/rhox_nagash_kalledria		
wh_dlc04_vmp_cav_chillgheists_0	mixer_vmp_wailing_conclave	true
wh_dlc04_vmp_cav_vereks_reavers_0	mixer_vmp_wailing_conclave	true
wh_dlc04_vmp_inf_feasters_in_the_dusk_0	mixer_vmp_wailing_conclave	true
wh_dlc04_vmp_inf_konigstein_stalkers_0	mixer_vmp_wailing_conclave	true
wh_dlc04_vmp_inf_sternsmen_0	mixer_vmp_wailing_conclave	true
wh_dlc04_vmp_inf_tithe_0	mixer_vmp_wailing_conclave	true
wh_dlc04_vmp_mon_devils_swartzhafen_0	mixer_vmp_wailing_conclave	true
wh_dlc04_vmp_mon_direpack_0	mixer_vmp_wailing_conclave	true
wh_dlc04_vmp_veh_claw_of_nagash_0	mixer_vmp_wailing_conclave	true
nag_vmp_kalledria_syreen	mixer_vmp_wailing_conclave	true
