key	faction	allowed
#units_to_exclusive_faction_permissions_tables;0;db/units_to_exclusive_faction_permissions_tables/rhox_nagash_lahmia		
nag_mortarch_neferata	wh3_main_vmp_lahmian_sisterhood	true
nag_mortarch_neferata_warhorse	wh3_main_vmp_lahmian_sisterhood	true
nag_lahmia_neferata_hellsteed	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_emp_art_helstorm_rocket_battery	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_emp_art_helblaster_volley_gun	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_brt_cav_questing_knights_0	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_brt_cav_knights_of_the_realm	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_cth_inf_dragon_guard_0	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_cth_inf_dragon_guard_crossbowmen_0	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_ksl_veh_heavy_war_sled_0	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_ksl_cav_war_bear_riders_1	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_nor_mon_war_mammoth_1	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_nor_inf_marauder_berserkers_0	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_hef_inf_swordmasters_of_hoeth_0	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_hef_inf_white_lions_of_chrace_0	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_def_inf_shades_2	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_def_cav_cold_one_knights_1	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_wef_inf_waywatchers_0	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_wef_inf_wardancers_0	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_dwf_inf_dwarf_warrior_0	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_dwf_art_flame_cannon	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_chd_inf_chaos_dwarf_blunderbusses	wh3_main_vmp_lahmian_sisterhood	true
rhox_nagash_lahmia_chd_veh_dreadquake_mortar	wh3_main_vmp_lahmian_sisterhood	true
