id	mission_key	option_key	value	target
#cdir_events_mission_option_junctions_tables;2;db/cdir_events_mission_option_junctions_tables/rhox_nagash_generated				
967225472	nag_assassinate_character_agent_brt	CND_CULTURE	mixer_nag_nagash	default
967225503	nag_assassinate_character_agent_bst	CND_CULTURE	mixer_nag_nagash	default
967225516	nag_assassinate_character_agent_chs	CND_CULTURE	mixer_nag_nagash	default
967225556	nag_assassinate_character_agent_def	CND_CULTURE	mixer_nag_nagash	default
967225566	nag_assassinate_character_agent_dwf	CND_CULTURE	mixer_nag_nagash	default
967225592	nag_assassinate_character_agent_emp	CND_CULTURE	mixer_nag_nagash	default
967225636	nag_assassinate_character_agent_grn	CND_CULTURE	mixer_nag_nagash	default
967225657	nag_assassinate_character_agent_hef	CND_CULTURE	mixer_nag_nagash	default
967225682	nag_assassinate_character_agent_lzd	CND_CULTURE	mixer_nag_nagash	default
967225720	nag_assassinate_character_agent_skv	CND_CULTURE	mixer_nag_nagash	default
967225736	nag_assassinate_character_agent_tmb	CND_CULTURE	mixer_nag_nagash	default
967225756	nag_assassinate_character_agent_vmp	CND_CULTURE	mixer_nag_nagash	default
967225800	nag_assassinate_character_agent_wef	CND_CULTURE	mixer_nag_nagash	default
967225804	nag_capture_regions_brt	CND_CULTURE	mixer_nag_nagash	default
967225827	nag_capture_regions_def	CND_CULTURE	mixer_nag_nagash	default
967225857	nag_capture_regions_dwf	CND_CULTURE	mixer_nag_nagash	default
967225860	nag_capture_regions_emp	CND_CULTURE	mixer_nag_nagash	default
967225894	nag_capture_regions_grn	CND_CULTURE	mixer_nag_nagash	default
967225905	nag_capture_regions_hef	CND_CULTURE	mixer_nag_nagash	default
967225929	nag_capture_regions_lzd	CND_CULTURE	mixer_nag_nagash	default
967225938	nag_capture_regions_skv	CND_CULTURE	mixer_nag_nagash	default
967225967	nag_capture_regions_tmb	CND_CULTURE	mixer_nag_nagash	default
967225977	nag_capture_regions_vmp	CND_CULTURE	mixer_nag_nagash	default
967225997	nag_capture_regions_wef	CND_CULTURE	mixer_nag_nagash	default
967226013	nag_declare_war_brt	CND_CULTURE	mixer_nag_nagash	default
967226014	nag_declare_war_bst	CND_CULTURE	mixer_nag_nagash	default
967226015	nag_declare_war_chs	CND_CULTURE	mixer_nag_nagash	default
967226016	nag_declare_war_def	CND_CULTURE	mixer_nag_nagash	default
967226017	nag_declare_war_dwf	CND_CULTURE	mixer_nag_nagash	default
967226018	nag_declare_war_emp	CND_CULTURE	mixer_nag_nagash	default
967226019	nag_declare_war_grn	CND_CULTURE	mixer_nag_nagash	default
967226020	nag_declare_war_hef	CND_CULTURE	mixer_nag_nagash	default
967226021	nag_declare_war_lzd	CND_CULTURE	mixer_nag_nagash	default
967226022	nag_declare_war_skv	CND_CULTURE	mixer_nag_nagash	default
967226023	nag_declare_war_tmb	CND_CULTURE	mixer_nag_nagash	default
967226024	nag_declare_war_vmp	CND_CULTURE	mixer_nag_nagash	default
967226025	nag_declare_war_wef	CND_CULTURE	mixer_nag_nagash	default
967226026	nag_diplomatic_assassinate_character	META_OPTION_SET	mis_diplomatic_assassinate_character	default
967226028	nag_diplomatic_assassinate_character	CND_CULTURE	mixer_nag_nagash	default
967226036	nag_diplomatic_assassinate_character	GEN_CND_SUBCULTURE	mixer_nag_nagash	default
967226049	nag_diplomatic_capture_region	META_OPTION_SET	mis_diplomatic_capture_region	default
967226059	nag_diplomatic_capture_region	GEN_CND_SUBCULTURE	mixer_nag_nagash	default
967226061	nag_diplomatic_capture_region	CND_CULTURE	mixer_nag_nagash	default
967226082	nag_diplomatic_eliminate_character_in_battle	CND_CULTURE	mixer_nag_nagash	default
967226086	nag_diplomatic_eliminate_character_in_battle	META_OPTION_SET	mis_diplomatic_eliminate_character_in_battle	default
967226087	nag_diplomatic_eliminate_character_in_battle	GEN_CND_SUBCULTURE	mixer_nag_nagash	default
967226091	nag_diplomatic_engage_force	META_OPTION_SET	mis_diplomatic_engage_force	default
967226092	nag_diplomatic_engage_force	GEN_CND_SUBCULTURE	mixer_nag_nagash	default
967226103	nag_diplomatic_engage_force	CND_CULTURE	mixer_nag_nagash	default
967226122	nag_diplomatic_raid_region	CND_CULTURE	mixer_nag_nagash	default
967226158	nag_diplomatic_raze_sack_settlement	CND_CULTURE	mixer_nag_nagash	default
967226171	nag_eliminate_character_in_battle_high_rank_brt	CND_CULTURE	mixer_nag_nagash	default
967226180	nag_eliminate_character_in_battle_high_rank_brt	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_brt	default
967226183	nag_eliminate_character_in_battle_high_rank_bst	CND_CULTURE	mixer_nag_nagash	default
967226185	nag_eliminate_character_in_battle_high_rank_bst	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_bst	default
967226214	nag_eliminate_character_in_battle_high_rank_chs	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_chs	default
967226221	nag_eliminate_character_in_battle_high_rank_chs	CND_CULTURE	mixer_nag_nagash	default
967226229	nag_eliminate_character_in_battle_high_rank_def	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_def	default
967226236	nag_eliminate_character_in_battle_high_rank_def	CND_CULTURE	mixer_nag_nagash	default
967226252	nag_eliminate_character_in_battle_high_rank_dwf	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_dwf	default
967226255	nag_eliminate_character_in_battle_high_rank_dwf	CND_CULTURE	mixer_nag_nagash	default
967226277	nag_eliminate_character_in_battle_high_rank_emp	CND_CULTURE	mixer_nag_nagash	default
967226285	nag_eliminate_character_in_battle_high_rank_emp	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_emp	default
967226298	nag_eliminate_character_in_battle_high_rank_grn	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_grn	default
