ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/rhox_nagash_vanilla	
wh2_dlc09_character_abilities_strike_of_tombs	nag_cha_tomb_king_0
wh2_dlc09_character_abilities_tomb_king_rally	nag_cha_tomb_king_0
wh2_dlc09_lord_passive_my_will_be_done	nag_cha_tomb_king_0
wh2_dlc09_lord_passive_the_curse	nag_cha_tomb_king_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_tomb_king_0
wh2_dlc09_unit_passive_unstable_sand	nag_cha_tomb_king_0
wh2_dlc09_character_abilities_strike_of_tombs	nag_cha_tomb_king_1
wh2_dlc09_character_abilities_tomb_king_rally	nag_cha_tomb_king_1
wh2_dlc09_lord_passive_my_will_be_done	nag_cha_tomb_king_1
wh2_dlc09_lord_passive_the_curse	nag_cha_tomb_king_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_tomb_king_1
wh2_dlc09_unit_passive_unstable_sand	nag_cha_tomb_king_1
wh2_dlc09_character_abilities_strike_of_tombs	nag_cha_tomb_king_2
wh2_dlc09_character_abilities_tomb_king_rally	nag_cha_tomb_king_2
wh2_dlc09_lord_passive_my_will_be_done	nag_cha_tomb_king_2
wh2_dlc09_lord_passive_the_curse	nag_cha_tomb_king_2
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_tomb_king_2
wh2_dlc09_unit_passive_unstable_sand	nag_cha_tomb_king_2
wh2_dlc09_character_abilities_strike_of_tombs	nag_cha_tomb_king_3
wh2_dlc09_character_abilities_tomb_king_rally	nag_cha_tomb_king_3
wh2_dlc09_lord_passive_my_will_be_done	nag_cha_tomb_king_3
wh2_dlc09_lord_passive_the_curse	nag_cha_tomb_king_3
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_tomb_king_3
wh2_dlc09_unit_passive_unstable_sand	nag_cha_tomb_king_3
wh2_dlc09_character_abilities_curse_of_djaf	nag_cha_tomb_prince_0
wh2_dlc09_character_abilities_strike_of_tombs	nag_cha_tomb_prince_0
wh2_dlc09_unit_passive_guardian	nag_cha_tomb_prince_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_tomb_prince_0
wh2_dlc09_unit_passive_unstable_sand	nag_cha_tomb_prince_0
wh2_dlc09_character_abilities_curse_of_djaf	nag_cha_tomb_prince_1
wh2_dlc09_character_abilities_strike_of_tombs	nag_cha_tomb_prince_1
wh2_dlc09_unit_passive_guardian	nag_cha_tomb_prince_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_tomb_prince_1
wh2_dlc09_unit_passive_unstable_sand	nag_cha_tomb_prince_1
wh2_dlc09_character_abilities_curse_of_djaf	nag_cha_tomb_prince_2
wh2_dlc09_character_abilities_strike_of_tombs	nag_cha_tomb_prince_2
wh2_dlc09_unit_passive_guardian	nag_cha_tomb_prince_2
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_tomb_prince_2
wh2_dlc09_unit_passive_unstable_sand	nag_cha_tomb_prince_2
wh2_dlc09_character_abilities_curse_of_khsar	nag_cha_liche_priest_death_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_liche_priest_death_0
wh2_dlc09_unit_passive_unstable_sand	nag_cha_liche_priest_death_0
wh2_dlc09_character_abilities_curse_of_khsar	nag_cha_liche_priest_death_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_liche_priest_death_1
wh2_dlc09_unit_passive_unstable_sand	nag_cha_liche_priest_death_1
wh2_dlc09_character_abilities_curse_of_khsar	nag_cha_liche_priest_light_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_liche_priest_light_0
wh2_dlc09_unit_passive_unstable_sand	nag_cha_liche_priest_light_0
wh2_dlc09_character_abilities_curse_of_khsar	nag_cha_liche_priest_light_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_liche_priest_light_1
wh2_dlc09_unit_passive_unstable_sand	nag_cha_liche_priest_light_1
wh2_dlc09_character_abilities_curse_of_khsar	nag_cha_liche_priest_nehekhara_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_liche_priest_nehekhara_0
wh2_dlc09_unit_passive_unstable_sand	nag_cha_liche_priest_nehekhara_0
wh2_dlc09_character_abilities_curse_of_khsar	nag_cha_liche_priest_nehekhara_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_liche_priest_nehekhara_1
wh2_dlc09_unit_passive_unstable_sand	nag_cha_liche_priest_nehekhara_1
wh2_dlc09_character_abilities_curse_of_khsar	nag_cha_liche_priest_shadow_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_liche_priest_shadow_0
wh2_dlc09_unit_passive_unstable_sand	nag_cha_liche_priest_shadow_0
wh2_dlc09_character_abilities_curse_of_khsar	nag_cha_liche_priest_shadow_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_liche_priest_shadow_1
wh2_dlc09_unit_passive_unstable_sand	nag_cha_liche_priest_shadow_1
wh2_dlc09_character_abilities_curse_of_khsar	nag_cha_liche_priest_undeath_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_liche_priest_undeath_0
wh2_dlc09_unit_passive_unstable_sand	nag_cha_liche_priest_undeath_0
wh2_dlc09_character_abilities_curse_of_khsar	nag_cha_liche_priest_undeath_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_cha_liche_priest_undeath_1
wh2_dlc09_unit_passive_unstable_sand	nag_cha_liche_priest_undeath_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_vanilla_tmb_inf_skeleton_archers_0
wh2_dlc09_unit_passive_unstable_sand	nag_vanilla_tmb_inf_skeleton_archers_0
