bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables	0	db/ui_unit_bullet_point_unit_overrides_tables/nagash_units_vanilla
good_range	nag_vanilla_tmb_inf_skeleton_archers_0
anti_large	nag_vanilla_tmb_inf_skeleton_spearmen_0
meat_shield	nag_vanilla_tmb_inf_skeleton_spearmen_0
shielded	nag_vanilla_tmb_inf_skeleton_spearmen_0
meat_shield	nag_vanilla_tmb_inf_skeleton_warriors_0
shielded	nag_vanilla_tmb_inf_skeleton_warriors_0
anti_infantry	nag_vanilla_tmb_inf_nehekhara_warriors_0
damage_dealer	nag_vanilla_tmb_inf_nehekhara_warriors_0
anti_infantry	nag_vanilla_tmb_inf_tomb_guard_0
armoured_and_shielded	nag_vanilla_tmb_inf_tomb_guard_0
anti_large	nag_vanilla_tmb_inf_tomb_guard_1
armoured_and_shielded	nag_vanilla_tmb_inf_tomb_guard_1
charge_reflector_vs_large	nag_vanilla_tmb_inf_tomb_guard_1
shielded	nag_vanilla_tmb_cav_skeleton_horsemen_0
vanguard_deployment	nag_vanilla_tmb_cav_skeleton_horsemen_0
very_fast	nag_vanilla_tmb_cav_skeleton_horsemen_0
vanguard_deployment	nag_vanilla_tmb_cav_skeleton_horsemen_archers_0
very_fast	nag_vanilla_tmb_cav_skeleton_horsemen_archers_0
anti_infantry	nag_vanilla_tmb_cav_nehekhara_horsemen_0
shielded	nag_vanilla_tmb_cav_nehekhara_horsemen_0
armour_piercing	nag_vanilla_tmb_cav_necropolis_knights_0
construct	nag_vanilla_tmb_cav_necropolis_knights_0
poison	nag_vanilla_tmb_cav_necropolis_knights_0
anti_large	nag_vanilla_tmb_cav_necropolis_knights_1
armour_piercing	nag_vanilla_tmb_cav_necropolis_knights_1
construct	nag_vanilla_tmb_cav_necropolis_knights_1
poison	nag_vanilla_tmb_cav_necropolis_knights_1
anti_infantry	nag_vanilla_tmb_veh_skeleton_archer_chariot_0
anti_infantry	nag_vanilla_tmb_veh_skeleton_chariot_0
anti_infantry	nag_vanilla_tmb_mon_ushabti_0
armour_piercing	nag_vanilla_tmb_mon_ushabti_0
armoured	nag_vanilla_tmb_mon_ushabti_0
construct	nag_vanilla_tmb_mon_ushabti_0
armour_piercing	nag_vanilla_tmb_mon_ushabti_1
