faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive	armory_item_set	supports_upgrades
#units_custom_battle_permissions_tables;11;db/units_custom_battle_permissions_tables/rhox_nagash										
mixer_nag_nagash	true	nag_nagash_boss	true	true	ui/portraits/portholes/no_culture/nag_nagash_boss.png		nag_nagash_boss	false		false
mixer_nag_nagash	true	nag_nagash_husk	true	true	ui/portraits/portholes/no_culture/nag_nagash_husk.png		nag_nagash_husk	false		false
mixer_nag_nagash	true	nag_mortarch_neferata	true	true	ui/portraits/portholes/no_culture/nag_mortarch_neferata.png		nag_mortarch_neferata	false		false
mixer_nag_nagash	true	nag_mortarch_neferata_warhorse	true	true	ui/portraits/portholes/no_culture/nag_mortarch_neferata.png		nag_mortarch_neferata_warhorse	false		false
mixer_nag_nagash	true	nag_mortarch_neferata_abyssal	true	true	ui/portraits/portholes/no_culture/nag_mortarch_neferata.png		nag_mortarch_neferata_abyssal	false		false
mixer_nag_nagash	true	nag_mortarch_krell	true	true	ui/portraits/portholes/no_culture/nag_mortarch_krell.png		nag_mortarch_krell	false		false
mixer_nag_nagash	true	nag_mortarch_arkhan	true	true	ui/portraits/portholes/no_culture/nag_mortarch_arkhan.png		nag_mortarch_arkhan	false		false
mixer_nag_nagash	true	nag_mortarch_arkhan_warhorse	true	true	ui/portraits/portholes/no_culture/nag_mortarch_arkhan.png		nag_mortarch_arkhan_warhorse	false		false
mixer_nag_nagash	true	nag_mortarch_arkhan_chariot	true	true	ui/portraits/portholes/no_culture/nag_mortarch_arkhan.png		nag_mortarch_arkhan_chariot	false		false
mixer_nag_nagash	true	nag_mortarch_arkhan_abyssal	true	true	ui/portraits/portholes/no_culture/nag_mortarch_arkhan.png		nag_mortarch_arkhan_abyssal	false		false
mixer_nag_nagash	true	nag_mortarch_vlad	true	true	ui/portraits/portholes/no_culture/nag_mortarch_vlad.png		nag_mortarch_vlad	false		false
mixer_nag_nagash	true	nag_mortarch_mannfred	true	true	ui/portraits/portholes/no_culture/nag_mortarch_mannfred.png		nag_mortarch_mannfred	false		false
mixer_nag_nagash	true	nag_mortarch_mannfred_warhorse	true	true	ui/portraits/portholes/no_culture/nag_mortarch_mannfred.png		nag_mortarch_mannfred_warhorse	false		false
mixer_nag_nagash	true	nag_mortarch_mannfred_abyssal	true	true	ui/portraits/portholes/no_culture/nag_mortarch_mannfred.png		nag_mortarch_mannfred_abyssal	false		false
mixer_nag_nagash	true	nag_mortarch_luthor	true	true	ui/portraits/portholes/no_culture/nag_mortarch_luthor.png		nag_mortarch_luthor	false		false
mixer_nag_nagash	true	nag_mortarch_luthor_terrorgheist	true	true	ui/portraits/portholes/no_culture/nag_mortarch_luthor.png		nag_mortarch_luthor	false		false
mixer_nag_nagash	true	nag_cha_tomb_king_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0	false		false
mixer_nag_nagash	true	nag_cha_tomb_king_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0	false		false
mixer_nag_nagash	true	nag_cha_tomb_king_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0	false		false
mixer_nag_nagash	false	nag_cha_tomb_prince_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0	false		false
mixer_nag_nagash	false	nag_cha_tomb_prince_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0	false		false
mixer_nag_nagash	false	nag_cha_tomb_prince_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0	false		false
mixer_nag_nagash	false	nag_cha_liche_priest_death_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_05_0.png	wh2_dlc09_uniform_tmb_liche_priest_05	wh2_dlc09_tmb_cha_liche_priest_0	false		false
mixer_nag_nagash	false	nag_cha_liche_priest_death_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_05_0.png	wh2_dlc09_uniform_tmb_liche_priest_05	wh2_dlc09_tmb_cha_liche_priest_0	false		false
mixer_nag_nagash	false	nag_cha_liche_priest_light_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_02_0.png	wh2_dlc09_uniform_tmb_liche_priest_02	wh2_dlc09_tmb_cha_liche_priest_0	false		false
mixer_nag_nagash	false	nag_cha_liche_priest_light_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_02_0.png	wh2_dlc09_uniform_tmb_liche_priest_02	wh2_dlc09_tmb_cha_liche_priest_0	false		false
mixer_nag_nagash	false	nag_cha_liche_priest_nehekhara_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	wh2_dlc09_uniform_tmb_liche_priest_01	wh2_dlc09_tmb_cha_liche_priest_0	false		false
mixer_nag_nagash	false	nag_cha_liche_priest_nehekhara_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	wh2_dlc09_uniform_tmb_liche_priest_01	wh2_dlc09_tmb_cha_liche_priest_0	false		false
mixer_nag_nagash	false	nag_cha_liche_priest_shadow_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_03_0.png	wh2_dlc09_uniform_tmb_liche_priest_03	wh2_dlc09_tmb_cha_liche_priest_0	false		false
mixer_nag_nagash	false	nag_cha_liche_priest_shadow_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_03_0.png	wh2_dlc09_uniform_tmb_liche_priest_03	wh2_dlc09_tmb_cha_liche_priest_0	false		false
mixer_nag_nagash	false	nag_cha_liche_priest_undeath_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_04_0.png	wh2_dlc09_uniform_tmb_liche_priest_04	wh2_dlc09_tmb_cha_liche_priest_0	false		false
