key	building	unit	XP	conditions	faction	enabled
#building_units_allowed_tables;4;db/building_units_allowed_tables/rhox_nagash_non_unique						
10427387	nag_non_unique_settlement_cavalry_1	nag_vanilla_tmb_cav_skeleton_horsemen_0	0	0		false
10427388	nag_non_unique_settlement_cavalry_1	nag_vanilla_tmb_cav_skeleton_horsemen_archers_0	0	0		false
10427389	nag_non_unique_settlement_cavalry_2	nag_vanilla_tmb_cav_skeleton_horsemen_archers_0	0	0		false
10427390	nag_non_unique_settlement_cavalry_2	nag_vanilla_tmb_cav_nehekhara_horsemen_0	0	0		false
10427391	nag_non_unique_settlement_cavalry_2	nag_vanilla_tmb_mon_sepulchral_stalkers_0	0	0		false
10427392	nag_non_unique_settlement_cavalry_2	nag_vanilla_tmb_cav_skeleton_horsemen_0	0	0		false
10427393	nag_non_unique_settlement_chariots_1	nag_vanilla_tmb_veh_skeleton_chariot_0	0	0		false
10427394	nag_non_unique_settlement_chariots_2	nag_vanilla_tmb_veh_skeleton_chariot_0	0	0		false
10427395	nag_non_unique_settlement_chariots_2	nag_undead_chariot_unit	0	0		false
10427396	nag_non_unique_settlement_chariots_3	nag_vanilla_tmb_veh_skeleton_chariot_0	0	0		false
10427397	nag_non_unique_settlement_chariots_3	nag_undead_chariot_unit	0	0		false
10427398	nag_non_unique_settlement_chariots_3	nag_vanilla_tmb_art_screaming_skull_catapult_0	0	0		false
10427399	nag_non_unique_settlement_infantry_1	nag_skeleton_reaper	0	0		false
10427400	nag_non_unique_settlement_infantry_1	nag_vanilla_tmb_inf_skeleton_archers_0	0	0		false
10427401	nag_non_unique_settlement_infantry_2	nag_skeleton_reaper	0	0		false
10427402	nag_non_unique_settlement_infantry_2	nag_vanilla_tmb_inf_skeleton_archers_0	0	0		false
10427403	nag_non_unique_settlement_infantry_2	nag_vanilla_tmb_inf_nehekhara_warriors_0	0	0		false
10427404	nag_non_unique_settlement_infantry_3	nag_skeleton_reaper	0	0		false
10427405	nag_non_unique_settlement_infantry_3	nag_vanilla_tmb_inf_skeleton_archers_0	0	0		false
10427406	nag_non_unique_settlement_infantry_3	nag_vanilla_tmb_inf_nehekhara_warriors_0	0	0		false
10427407	nag_non_unique_settlement_infantry_3	nag_vanilla_tmb_inf_tomb_guard_0	0	0		false
10427408	nag_non_unique_settlement_infantry_3	nag_vanilla_tmb_inf_tomb_guard_1	0	0		false
10427409	nag_non_unique_settlement_ushabti_1	nag_vanilla_tmb_mon_ushabti_0	0	0		false
10427410	nag_non_unique_settlement_spirit_1	nag_spirit_hosts	0	0		false
10427411	nag_non_unique_settlement_spirit_2	nag_spirit_hosts	0	0		false
10427412	nag_non_unique_settlement_spirit_2	nag_vanilla_vmp_inf_cairn_wraiths	0	0		false
10427413	nag_non_unique_settlement_spirit_2	nag_spectre_swarm	0	0		false
