faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/nagash_units_vanilla				
	nag_cha_tomb_king_0	wh2_dlc09_tmb_cha_tomb_king_0	wh2_dlc09_tmb_ch_tomb_king	wh2_dlc09_tmb_tomb_king
	nag_cha_tomb_king_1	wh2_dlc09_tmb_cha_tomb_king_0	wh2_dlc09_tmb_ch_tomb_king	wh2_dlc09_tmb_tomb_king
	nag_cha_tomb_king_2	wh2_dlc09_tmb_cha_tomb_king_0	wh2_dlc09_tmb_ch_tomb_king	wh2_dlc09_tmb_tomb_king
	nag_cha_tomb_king_3	wh2_dlc09_tmb_cha_tomb_king_0	wh2_dlc09_tmb_ch_tomb_king	wh2_dlc09_tmb_tomb_king
	nag_cha_tomb_prince_0	wh2_dlc09_tmb_cha_tomb_prince_0	wh2_dlc09_tmb_ch_tomb_prince	wh2_dlc09_tmb_tomb_prince
	nag_cha_tomb_prince_1	wh2_dlc09_tmb_cha_tomb_prince_0	wh2_dlc09_tmb_ch_tomb_prince	wh2_dlc09_tmb_tomb_prince
	nag_cha_tomb_prince_2	wh2_dlc09_tmb_cha_tomb_prince_0	wh2_dlc09_tmb_ch_tomb_prince	wh2_dlc09_tmb_tomb_prince
	nag_cha_liche_priest_death_0	wh2_dlc09_tmb_cha_liche_priest_death_0	wh2_dlc09_tmb_liche_priest	wh2_dlc09_tmb_liche_priest
	nag_cha_liche_priest_death_1	wh2_dlc09_tmb_cha_liche_priest_death_0	wh2_dlc09_tmb_liche_priest	wh2_dlc09_tmb_liche_priest
	nag_cha_liche_priest_light_0	wh2_dlc09_tmb_cha_liche_priest_light_0	wh2_dlc09_tmb_liche_priest	wh2_dlc09_tmb_liche_priest
	nag_cha_liche_priest_light_1	wh2_dlc09_tmb_cha_liche_priest_light_0	wh2_dlc09_tmb_liche_priest	wh2_dlc09_tmb_liche_priest
	nag_cha_liche_priest_nehekhara_0	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	wh2_dlc09_tmb_liche_priest	wh2_dlc09_tmb_liche_priest
	nag_cha_liche_priest_nehekhara_1	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	wh2_dlc09_tmb_liche_priest	wh2_dlc09_tmb_liche_priest
	nag_cha_liche_priest_shadow_0	wh2_dlc09_tmb_cha_liche_priest_shadow_0	wh2_dlc09_tmb_liche_priest	wh2_dlc09_tmb_liche_priest
	nag_cha_liche_priest_shadow_1	wh2_dlc09_tmb_cha_liche_priest_shadow_0	wh2_dlc09_tmb_liche_priest	wh2_dlc09_tmb_liche_priest
	nag_cha_liche_priest_undeath_0	wh2_dlc09_tmb_cha_liche_priest_undeath_0	wh2_dlc09_tmb_liche_priest	wh2_dlc09_tmb_liche_priest
	nag_cha_liche_priest_undeath_1	wh2_dlc09_tmb_cha_liche_priest_undeath_0	wh2_dlc09_tmb_liche_priest	wh2_dlc09_tmb_liche_priest
	nag_vanilla_tmb_inf_skeleton_archers_0	nag_vanilla_tmb_inf_skeleton_archers_0	wh2_dlc09_tmb_skeleton_sword_bow	wh2_dlc09_tmb_skeleton_archers
	nag_vanilla_tmb_inf_skeleton_spearmen_0	nag_vanilla_tmb_inf_skeleton_spearmen_0	wh2_dlc09_tmb_skeleton_spear_shield	wh2_dlc09_tmb_skeleton_spearmen
	nag_vanilla_tmb_inf_skeleton_warriors_0	nag_vanilla_tmb_inf_skeleton_warriors_0	wh2_dlc09_tmb_skeleton_sword_shield	wh2_dlc09_tmb_skeleton_warriors
	nag_vanilla_tmb_inf_nehekhara_warriors_0	nag_vanilla_tmb_inf_nehekhara_warriors_0	wh2_dlc09_tmb_skeleton_armoured_sword_dual	wh2_dlc09_tmb_nehekhara_warriors
	nag_vanilla_tmb_inf_tomb_guard_0	nag_vanilla_tmb_inf_tomb_guard_0	wh2_dlc09_tmb_tomb_guard_sword_shield	wh2_dlc09_tmb_tomb_guard
	nag_vanilla_tmb_inf_tomb_guard_1	nag_vanilla_tmb_inf_tomb_guard_1	wh2_dlc09_tmb_tomb_guard_halberd_shield	wh2_dlc09_tmb_tomb_guard_halberd
	nag_vanilla_tmb_cav_skeleton_horsemen_0	nag_vanilla_tmb_cav_skeleton_horsemen_0	wh2_dlc09_tmb_skeleton_spear_shield	wh2_dlc09_tmb_skeleton_horsemen
	nag_vanilla_tmb_cav_skeleton_horsemen_archers_0	nag_vanilla_tmb_cav_skeleton_horsemen_archers_0	wh2_dlc09_tmb_skeleton_sword_bow	wh2_dlc09_tmb_skeleton_horsemen_archers
	nag_vanilla_tmb_cav_nehekhara_horsemen_0	nag_vanilla_tmb_cav_nehekhara_horsemen_0	wh2_dlc09_tmb_skeleton_armoured_sword_shield	wh2_dlc09_tmb_nehekhara_horsemen
	nag_vanilla_tmb_cav_necropolis_knights_0	nag_vanilla_tmb_cav_necropolis_knights_0	wh2_dlc09_tmb_tomb_guard_spear_shield	wh2_dlc09_tmb_necropolis_knights
	nag_vanilla_tmb_cav_necropolis_knights_1	nag_vanilla_tmb_cav_necropolis_knights_1	wh2_dlc09_tmb_tomb_guard_halberd	wh2_dlc09_tmb_necropolis_knights_halberds
	nag_vanilla_tmb_veh_skeleton_archer_chariot_0	nag_vanilla_tmb_veh_skeleton_archer_chariot_0	wh2_dlc09_tmb_skeleton_sword_bow	wh2_dlc09_tmb_skeleton_chariot_archers
	nag_vanilla_tmb_veh_skeleton_chariot_0	nag_vanilla_tmb_veh_skeleton_chariot_0	wh2_dlc09_tmb_skeleton_halberd	wh2_dlc09_tmb_skeleton_chariot
	nag_vanilla_tmb_mon_ushabti_0	nag_vanilla_tmb_mon_ushabti_0	wh2_dlc09_tmb_ushabti	wh2_dlc09_tmb_ushabti
	nag_vanilla_tmb_mon_ushabti_1	nag_vanilla_tmb_mon_ushabti_1	wh2_dlc09_tmb_ushabti_great_bow	wh2_dlc09_tmb_ushabti_bow
	nag_vanilla_tmb_mon_sepulchral_stalkers_0	nag_vanilla_tmb_mon_sepulchral_stalkers_0	wh2_dlc09_tmb_sepulchral_stalkers_halberd	wh2_dlc09_tmb_sepulchral_stalkers
	nag_vanilla_tmb_mon_tomb_scorpion_0	nag_vanilla_tmb_mon_tomb_scorpion_0	wh2_dlc09_tmb_scorpion	wh2_dlc09_tmb_tomb_scorpion
	nag_vanilla_tmb_mon_khemrian_warsphinx_0	nag_vanilla_tmb_mon_khemrian_warsphinx_0	wh2_dlc09_tmb_tomb_guard_bow	wh2_dlc09_tmb_warsphinx
	nag_vanilla_tmb_mon_necrosphinx_0	nag_vanilla_tmb_mon_necrosphinx_0	wh2_dlc09_tmb_necrosphinx	wh2_dlc09_tmb_necrosphinx
	nag_vanilla_tmb_mon_bone_giant_0	nag_vanilla_tmb_mon_bone_giant_0	wh2_pro06_tmb_bone_giant	wh2_pro06_tmb_bone_giant
	nag_vanilla_tmb_art_screaming_skull_catapult_0	nag_vanilla_tmb_art_screaming_skull_catapult_0	wh2_dlc09_tmb_skeleton_sword	wh2_dlc09_tmb_screaming_skull_catapult
	nag_vanilla_tmb_art_casket_of_souls_0	nag_vanilla_tmb_art_casket_of_souls_0	wh2_dlc09_tmb_skeleton_sword_shield	wh2_dlc09_tmb_casket_souls
	nag_vanilla_vmp_inf_zombie	nag_vanilla_vmp_inf_zombie	wh_vmp_zombie	wh_main_vmp_zombies
	nag_vanilla_vmp_inf_skeleton_warriors_0	nag_vanilla_vmp_inf_skeleton_warriors_0	wh_vmp_skeleton	wh_main_vmp_skeleton_warrior_sword
	nag_vanilla_vmp_inf_skeleton_warriors_1	nag_vanilla_vmp_inf_skeleton_warriors_1	wh_vmp_skeleton_spearmen	wh_main_vmp_skeleton_warrior_spear
	nag_vanilla_vmp_inf_crypt_ghouls	nag_vanilla_vmp_inf_crypt_ghouls	wh_vmp_ghoul	wh_main_vmp_crypt_ghoul
	nag_vanilla_vmp_inf_cairn_wraiths	nag_vanilla_vmp_inf_cairn_wraiths	wh_vmp_ghost_cairnwraith	wh_main_vmp_cairn_wraith
	nag_vanilla_vmp_inf_grave_guard_0	nag_vanilla_vmp_inf_grave_guard_0	wh_vmp_grave_guard	wh_main_vmp_grave_guard
	nag_vanilla_vmp_inf_grave_guard_1	nag_vanilla_vmp_inf_grave_guard_1	wh_vmp_grave_guard_great_weapons	wh_main_vmp_grave_guard_great_weapons
	nag_vanilla_vmp_cav_black_knights_0	nag_vanilla_vmp_cav_black_knights_0	wh_vmp_black_knight	wh_main_vmp_black_knights
	nag_vanilla_vmp_cav_black_knights_3	nag_vanilla_vmp_cav_black_knights_3	wh_vmp_black_knight_lance	wh_main_vmp_black_knights_barded_lance
	nag_vanilla_vmp_cav_hexwraiths	nag_vanilla_vmp_cav_hexwraiths	wh_vmp_ghost_hexwraith	wh_main_vmp_hexwraiths
	nag_vanilla_vmp_cav_blood_knights_0	nag_vanilla_vmp_cav_blood_knights_0	wh_vmp_blood_knight	wh_dlc02_vmp_blood_knights
	nag_vanilla_vmp_veh_corpse_cart_1	nag_vanilla_vmp_veh_corpse_cart_1	wh_dlc04_vmp_necromancer_corpsemaster	wh_dlc04_vmp_corpse_cart_balefire
	nag_vanilla_vmp_veh_corpse_cart_2	nag_vanilla_vmp_veh_corpse_cart_2	wh_dlc04_vmp_necromancer_corpsemaster	wh_dlc04_vmp_corpse_cart_lodestone
	nag_vanilla_vmp_mon_dire_wolves	nag_vanilla_vmp_mon_dire_wolves	wh_vmp_dire_wolves	wh_main_vmp_dire_wolves
	nag_vanilla_vmp_mon_fell_bats	nag_vanilla_vmp_mon_fell_bats	wh_vmp_bat	wh_main_vmp_fell_bats
	nag_vanilla_vmp_mon_vargheists	nag_vanilla_vmp_mon_vargheists	wh_vmp_vargheist	wh_main_vmp_vargheists
	nag_vanilla_cst_inf_zombie_deckhands_mob_0	nag_vanilla_cst_inf_zombie_deckhands_mob_0	wh_cst_zombie_deckhand_dual_swords	wh2_dlc11_cst_zombie_deckhands
	nag_vanilla_cst_inf_zombie_deckhands_mob_1	nag_vanilla_cst_inf_zombie_deckhands_mob_1	wh_cst_zombie_deckhand_halberd	wh2_dlc11_cst_zombie_deckhands_polearm
	nag_vanilla_cst_inf_zombie_gunnery_mob_0	nag_vanilla_cst_inf_zombie_gunnery_mob_0	wh_cst_zombie_gunnery_sword_pistol	wh2_dlc11_cst_zombie_gunnery_mob
	nag_vanilla_cst_inf_zombie_gunnery_mob_1	nag_vanilla_cst_inf_zombie_gunnery_mob_1	wh2_dlc11_cst_zombie_gunnery_rifle	wh2_dlc11_cst_zombie_gunnery_mob_handguns
	nag_vanilla_cst_inf_deck_gunners_0	nag_vanilla_cst_inf_deck_gunners_0	wh2_dlc11_cst_deck_gunner	wh2_dlc11_cst_deck_gunners
	nag_vanilla_cst_inf_depth_guard_0	nag_vanilla_cst_inf_depth_guard_0	wh2_dlc11_vmp_depth_guard	wh2_dlc11_cst_depth_guard
	nag_vanilla_cst_mon_bloated_corpse_0	nag_vanilla_cst_mon_bloated_corpse_0	wh2_dlc11_cst_mon_bloated_corpse	wh2_dlc11_cst_bloated_corpse
	nag_vanilla_cst_mon_terrorgheist	nag_vanilla_cst_mon_terrorgheist	wh2_dlc11_cst_deathshriek_terrorgheist	wh2_dlc11_cst_death_shriek_terrogheist
