effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;3;db/effects_tables/nagash					
nag_effect_patrol_dummy	hunter_effect_icons_wanted_level.png	1	hunter_effect_icons_wanted_level.png	campaign	true
nag_effect_warpstone_token	icon_ritual_currency_skv_bundle.png	1	icon_ritual_currency_skv_bundle.png	campaign	true
nag_effect_horde_growth	growth.png	140	growth.png	campaign	true
nag_effect_horde_replenishment	replenishment.png	101	replenishment.png	campaign	true
nag_effect_landmark_nagash_buff_golems_defence	defence.png	111	defence.png	battle	true
nag_effect_landmark_nagash_buff_ethereal_magic_res	resistance_magic.png	704	resistance_magic.png	battle	true
nag_effect_landmark_nagash_buff_morghasts_regen	general_ability.png	600	general_ability.png	battle	true
nag_effect_landmark_nagash_enemy_undead_hex	morale.png	61	morale.png	battle	false
nag_effect_landmark_nagash_character_wom_reserves	magic.png	10	magic.png	battle	true
nag_effect_landmark_arkhan_character_melee	melee.png	69	melee.png	battle	true
nag_effect_landmark_arkhan_character_defence	defence.png	111	defence.png	battle	true
nag_effect_landmark_arkhan_character_wom_reserves	magic.png	10	magic.png	battle	true
nag_effect_landmark_arkhan_buff_magic_attacks_scorpion	magical_attacks.png	888	magical_attacks.png	campaign	true
nag_effect_landmark_arkhan_buff_magic_attacks_warshpinx	magical_attacks.png	888	magical_attacks.png	campaign	true
nag_effect_landmark_manny_spell_cost	spell_ability.png	66	spell_ability.png	battle	false
nag_effect_landmark_manny_movement	campaign_movement.png	13	campaign_movement.png	campaign	true
nag_effect_landmark_manny_recruit_rank_knights	experience.png	120	experience.png	campaign	true
nag_effect_landmark_manny_character_wom_reserves	magic.png	10	magic.png	battle	true
nag_effect_landmark_neffy_buff_ushabti_melee	melee.png	69	melee.png	battle	true
nag_effect_landmark_neffy_buff_ushabti_defence	defence.png	111	defence.png	battle	true
nag_effect_landmark_neffy_buff_bats_refuse_to_die	general_ability.png	600	general_ability.png	battle	true
nag_effect_landmark_neffy_horde_replenishment	replenishment.png	101	replenishment.png	campaign	true
nag_effect_landmark_krell_attrition_immunity	disaster.png	101	disaster.png	campaign	true
nag_effect_landmark_krell_buff_guard_melee	melee.png	69	melee.png	battle	true
nag_effect_landmark_krell_buff_guard_phys	resistance_physical.png	102	resistance_physical.png	battle	true
