effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/rhox_nagash_lahmia					
rhox_nagash_lahmia_effect_pooled_resource_income_mod_resistance	blood_kiss.png	999	blood_kiss.png	campaign	false
rhox_nagash_lahmia_effect_pooled_resource_coven_influence_cult	blood_kiss.png	999	blood_kiss.png	campaign	true
rhox_nagash_lahmia_effect_pooled_resource_coven_influence_corruption	blood_kiss.png	0	blood_kiss.png	campaign	false
rhox_nagash_lahmia_effect_pooled_resource_coven_influence_culture	blood_kiss.png	999	blood_kiss.png	campaign	true
rhox_nagash_lahmia_effect_pooled_resource_coven_influence_diplomacy	blood_kiss.png	999	blood_kiss.png	campaign	true
rhox_nagash_lahmia_effect_pooled_resource_coven_influence_mark_of_neferata	blood_kiss.png	999	blood_kiss.png	campaign	true
rhox_nagash_lahmia_effect_pooled_resource_coven_influence_resistance	blood_kiss.png	999	blood_kiss.png	campaign	true
rhox_nagash_lahmia_effect_corruption_vampiric_coven_influence	corruption_vampiric.png	104	corruption_vampiric.png	campaign	true
rhox_nagash_lahmia_effect_pooled_resource_coven_influence_capacity_mod	blood_kiss.png	999	blood_kiss.png	campaign	true
rhox_nagash_lahmia_effect_agent_action_enable_dignitary_hinder_settlement_establish_pirate_cove		0		campaign	true
rhox_nagash_lahmia_effect_agent_action_success_chance_dignitary_establish_pirate_cove	pirate_cove.png	10	pirate_cove.png	campaign	true
rhox_nagash_lahmia_effect_agent_action_hinder_settlement_establish_pirate_cove_cost_mod	treasury.png	10	treasury.png	campaign	false
