effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;3;db/effects_tables/nagash_skills					
nag_effect_army_ranged_ammo_skill	ammo.png	1	ammo.png	campaign	true
nag_effect_army_ranged_missile_strength_skill	ranged_damage.png	2	raned_damage.png	campaign	true
nag_effect_army_infantry_armour_skill	armour.png	1	armour.png	campaign	true
nag_effect_army_infantry_melee_attack_skill	melee.png	2	melee.png	campaign	true
nag_effect_army_cav_speed_skill	battle_movement.png	1	battle_movement.png	campaign	true
nag_effect_army_cav_charge_bonus_skill	charge.png	2	charge.png	campaign	true
nag_effect_army_beasts_melee_attack_skill	melee.png	1	melee.png	campaign	true
nag_effect_army_beasts_charge_bonus_skill	charge.png	2	charge.png	campaign	true
nag_effect_army_spirit_melee_attack_skill	melee.png	1	melee.png	campaign	true
nag_effect_army_spirit_melee_defence_skill	defence.png	1	defence.png	campaign	true
nag_effect_army_spirit_magic_resistance_skill	resistance_magic.png	2	resistance_magic.png	campaign	true
nag_effect_army_construct_melee_defence_skill	defence.png	1	defence.png	campaign	true
nag_effect_army_construct_melee_attack_skill	melee.png	2	melee.png	campaign	true
nag_effect_army_construct_charge_bonus_skill	charge.png	3	charge.png	campaign	true
nag_effect_army_vet_vamp_strider_skill	attribute_ignore_forest_penalties.png	1	attribute_ignore_forest_penalties.png	campaign	true
nag_effect_army_vet_vamp_melee_attack_skill	melee.png	2	melee.png	campaign	true
nag_effect_army_vet_vamp_speed_skill	battle_movement.png	3	battle_movement.png	campaign	true
nag_effect_army_vet_vamp_damage_base_skill	weapon_damage.png	4	weapon_damage.png	campaign	true
nag_effect_army_vet_nehek_realm_of_souls_skill	general_ability.png	1	general_ability.png	campaign	true
nag_effect_army_vet_nehek_melee_defence_skill	defence.png	2	defence.png	campaign	true
nag_effect_army_vet_nehek_damage_base_skill	weapon_damage.png	3	weapon_damage.png	campaign	true
nag_effect_army_vet_coast_missile_damage_ap_skill	armour_piercing.png	1	armour_piercing.png	campaign	true
nag_effect_army_vet_coast_missile_damage_base_skill	ranged_damage.png	2	raned_damage.png	campaign	true
nag_effect_army_vet_coast_physical_resistance_skill	resistance_physical.png	3	battle_movement.png	campaign	true
nag_effect_army_vet_coast_damage_base_skill	weapon_damage.png	4	weapon_damage.png	campaign	true
nag_effect_army_vet_nagash_deathblow_skill	general_ability.png	1	general_ability.png	campaign	true
nag_effect_army_vet_nagash_fatigue_res_skill	attribute_fatigue_res.png	1	attribute_fatigue_res.png	campaign	true
nag_effect_army_vet_nagash_ward_save_skill	resistance_ward_save.png	2	resistance_ward_save.png	campaign	true
nag_effect_army_vet_nagash_damage_base_skill	weapon_damage.png	3	weapon_damage.png	campaign	true
nag_effect_army_vampiric_unit_set_skill	trait_set_vamp.png	5	trait_set_vamp.png	campaign	true
nag_effect_army_nehekharan_unit_set_skill	trait_set_nehek.png	5	trait_set_nehek.png	campaign	true
nag_effect_army_coast_unit_set_skill	trait_set_coast.png	5	trait_set_coast.png	campaign	true
nag_effect_army_nagashizzar_unit_set_skill	trait_set_nagash.png	5	trait_set_nagash.png	campaign	true
nag_spell_nagash_enable_abyssal_swarm	spell_ability.png	1	spell_ability.png	campaign	true
nag_spell_nagash_cooldown_abyssal_swarm	magic_cooldown.png	3	magic_cooldown.png	campaign	false
nag_spell_nagash_enable_abyssal_swarm_upgrade	spell_ability.png	2	spell_ability.png	campaign	true
nag_spell_nagash_miscast_reduction_abyssal_swarm_upgraded	spell_ability.png	4	spell_ability.png	campaign	false
nag_spell_nagash_reduce_wom_cost_abyssal_swarm	spell_ability.png	5	spell_ability.png	campaign	false
nag_spell_nagash_reduce_wom_cost_abyssal_swarm_upgraded	spell_ability.png	6	spell_ability.png	campaign	false
nag_spell_nagash_enable_breath_of_darkness	spell_ability.png	1	spell_ability.png	campaign	true
nag_spell_nagash_cooldown_breath_of_darkness	magic_cooldown.png	3	magic_cooldown.png	campaign	false
nag_spell_nagash_enable_breath_of_darkness_upgrade	spell_ability.png	2	spell_ability.png	campaign	true
nag_spell_nagash_miscast_reduction_breath_of_darkness_upgraded	spell_ability.png	4	spell_ability.png	campaign	false
nag_spell_nagash_reduce_wom_cost_breath_of_darkness	spell_ability.png	5	spell_ability.png	campaign	false
nag_spell_nagash_reduce_wom_cost_breath_of_darkness_upgraded	spell_ability.png	6	spell_ability.png	campaign	false
nag_spell_nagash_enable_soul_stealer	spell_ability.png	1	spell_ability.png	campaign	true
nag_spell_nagash_cooldown_soul_stealer	magic_cooldown.png	2	magic_cooldown.png	campaign	false
nag_spell_nagash_enable_dark_riders	spell_ability.png	1	spell_ability.png	campaign	true
nag_spell_nagash_cooldown_dark_riders	magic_cooldown.png	3	magic_cooldown.png	campaign	false
nag_spell_nagash_enable_dark_riders_upgrade	spell_ability.png	2	spell_ability.png	campaign	true
nag_spell_nagash_miscast_reduction_dark_riders_upgraded	spell_ability.png	4	spell_ability.png	campaign	false
nag_spell_nagash_reduce_wom_cost_dark_riders	spell_ability.png	5	spell_ability.png	campaign	false
nag_spell_nagash_reduce_wom_cost_dark_riders_upgraded	spell_ability.png	6	spell_ability.png	campaign	false
nag_spell_nagash_enable_grave_call_master	spell_ability.png	1	spell_ability.png	campaign	true
nag_spell_nagash_cooldown_grave_call_master	magic_cooldown.png	3	magic_cooldown.png	campaign	false
nag_spell_nagash_enable_grave_call_master_upgrade	spell_ability.png	2	spell_ability.png	campaign	true
nag_spell_nagash_miscast_reduction_grave_call_master_upgraded	spell_ability.png	4	spell_ability.png	campaign	false
nag_spell_nagash_reduce_wom_cost_grave_call_master	spell_ability.png	5	spell_ability.png	campaign	false
nag_spell_nagash_reduce_wom_cost_grave_call_master_upgraded	spell_ability.png	6	spell_ability.png	campaign	false
nag_spell_nagash_enable_hand_of_dust	spell_ability.png	1	spell_ability.png	campaign	true
nag_spell_nagash_cooldown_hand_of_dust	magic_cooldown.png	2	magic_cooldown.png	campaign	false
nag_spell_nagash_enable_harbinger	spell_ability.png	1	spell_ability.png	campaign	true
nag_spell_nagash_cooldown_harbinger	magic_cooldown.png	3	magic_cooldown.png	campaign	false
nag_spell_nagash_enable_harbinger_upgrade	spell_ability.png	2	spell_ability.png	campaign	true
nag_spell_nagash_miscast_reduction_harbinger_upgraded	spell_ability.png	4	spell_ability.png	campaign	false
nag_spell_nagash_reduce_wom_cost_harbinger	spell_ability.png	5	spell_ability.png	campaign	false
nag_spell_nagash_reduce_wom_cost_harbinger_upgraded	spell_ability.png	6	spell_ability.png	campaign	false
nag_effect_self_arkhan_melee_attack_nehek	melee.png	1	melee.png	campaign	true
nag_effect_self_arkhan_rank_nehek_plus	experience.png	1	experience.png	campaign	true
nag_effect_self_arkhan_enable_mortarch_of_sacrements_summon	general_ability.png	1	general_ability.png	battle	true
nag_effect_number_uses_mortarch_of_sacrements	general_ability.png	2	general_ability.png	campaign	true
nag_effect_self_arkhan_stat_enable_flaming_attacks_vs_tmb	modifier_icon_flaming.png	61	modifier_icon_flaming.png	battle	true
nag_effect_self_arkhan_chariot_speed	battle_movement.png	115	battle_movement.png	battle	true
nag_effect_self_vlad_to_isabella_buff	melee_character.png	87	melee_character.png	campaign	true
nag_effect_self_isabella_to_vlad_buff	melee_character.png	87	melee_character.png	campaign	true
nag_effect_self_vlad_enable_mortarch_of_shadows_aura	general_ability.png	1	general_ability.png	battle	true
nag_effect_self_vlad_ability_upgrade_mortarch_of_shadows	general_ability.png	3	general_ability.png	battle	true
nag_effect_self_krell_infantry_melee_defence_skill	defence.png	3	defence.png	campaign	true
nag_effect_self_krell_infantry_upkeep_skill	treasury.png	5	treasury.png	campaign	true
nag_effect_self_krell_melee_attack_versus_nor_chs_bst	melee.png	1	melee.png	campaign	true
nag_effect_self_krell_melee_damage_versus_nor_chs_bst	weapon_damage.png	2	weapon_damage.png	campaign	true
nag_effect_self_krell_charge_bonus_versus_nor_chs_bst	charge.png	3	charge.png	campaign	true
nag_effect_self_enable_ability_mortarch_of_despair	general_ability.png	1	general_ability.png	battle	true
nag_effect_self_enable_ability_armour_of_barrow	general_ability.png	600	general_ability.png	battle	true
nag_effect_self_luthor_missile_strength_arty	ranged_damage.png	1	ranged_damage.png	campaign	true
nag_effect_self_luthor_missile_strength_gunnery_carronade	ranged_damage.png	2	ranged_damage.png	campaign	true
nag_effect_campaign_ship_growth_skill	growth.png	1	growth.png	campaign	true
nag_effect_self_neferata_enable_ability_mortarch_of_blood	general_ability.png	1	general_ability.png	battle	true
nag_effect_self_neferata_melee_damage_vs_gullable	weapon_damage.png	108	weapon_damage.png	battle	true
nag_effect_self_neferata_speed_vampires	battle_movement.png	101	battle_movement.png	battle	true
nag_effect_self_neferata_enable_ability_blood_queen	general_ability.png	600	general_ability.png	battle	true
nag_effect_self_neferata_ward_save_physical_vs_lybaras	resistance_physical.png	999	resistance_physical.png	battle	true
nag_effect_self_neferata_melee_defence_vs_lybaras	defence.png	999	defence.png	campaign	true
nag_effect_character_stat_enable_vampiric_attacks	nag_phase_screaming_blade.png	61	nag_phase_screaming_blade.png	battle	true
nag_effect_item_neferata_ability_dagger_of_jet	spell_ability.png	600	spell_ability.png	battle	true
nag_effect_item_neferata_ability_enable_staff_of_pain	spell_ability.png	600	spell_ability.png	battle	true
nag_effect_enable_mount_arkhan_abyssal	mount.png	1	mount.png	campaign	true
nag_effect_enable_mount_mannfred_abyssal	mount.png	1	mount.png	campaign	true
nag_effect_enable_mount_neferata_abyssal	mount.png	1	mount.png	campaign	true
nag_effect_enable_bound_spell_nagash_dark_riders	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_enable_bound_spell_nagash_hand_of_dust	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_enable_bound_spell_nagash_breath_of_darkness	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_enable_bound_spell_nagash_abyssal_swarm	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_enable_bound_spell_nagash_soul_stealer	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_enable_bound_spell_death_purple_sun	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_enable_bound_spell_death_soulblight	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_enable_bound_spell_light_banishment	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_enable_bound_spell_light_phas_protection	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_enable_bound_spell_vamp_wind_of_death	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_enable_bound_spell_vamp_curse_of_years	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_enable_bound_spell_nehek_cursed_blades	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_enable_bound_spell_nehek_skullstorm	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_enable_bound_spell_deep_krakens_pull	spell_ability.png	1	spell_ability.png	campaign	true
nag_double_magic_lore_of_vampires_cooldown_rate	magic_cooldown_character.png	60	magic_cooldown_character.png	battle	false
nag_double_vampires_enable_invocation_of_nehek	spell_ability.png	1	spell_ability.png	campaign	true
nag_double_vampires_reduce_wom_cost_invocation_of_nehek	spell_ability.png	67	spell_ability.png	battle	false
nag_double_vampires_cooldown_invocation_of_nehek	magic_cooldown.png	60	magic_cooldown.png	battle	false
nag_double_vampires_enable_invocation_of_nehek_upgraded	spell_ability.png	1	spell_ability.png	campaign	true
nag_double_vampires_miscast_reduction_invocation_of_nehek_upgraded	spell_ability.png	111	spell_ability.png	battle	false
nag_double_vampires_reduce_wom_cost_invocation_of_nehek_upgraded	spell_ability.png	67	spell_ability.png	battle	false
nag_double_vampires_enable_vanhels_danse_macabre	spell_ability.png	1	spell_ability.png	campaign	true
nag_double_vampires_cooldown_vanhels_danse_macabre	magic_cooldown.png	60	magic_cooldown.png	battle	false
nag_double_vampires_reduce_wom_cost_vanhels_danse_macabre	spell_ability.png	67	spell_ability.png	battle	false
nag_double_vampires_enable_vanhels_danse_macabre_upgraded	spell_ability.png	1	spell_ability.png	campaign	true
nag_double_vampires_miscast_reduction_vanhels_danse_macabre_upgraded	spell_ability.png	111	spell_ability.png	battle	false
nag_double_vampires_reduce_wom_cost_vanhels_danse_macabre_upgraded	spell_ability.png	67	spell_ability.png	battle	false
nag_double_vampires_enable_gaze_of_nagash	spell_ability.png	1	spell_ability.png	campaign	true
nag_double_vampires_cooldown_gaze_of_nagash	magic_cooldown.png	60	magic_cooldown.png	battle	false
nag_double_vampires_reduce_wom_cost_gaze_of_nagash	spell_ability.png	67	spell_ability.png	battle	false
nag_double_vampires_enable_gaze_of_nagash_upgraded	spell_ability.png	1	spell_ability.png	campaign	true
nag_double_vampires_miscast_reduction_gaze_of_nagash_upgraded	spell_ability.png	111	spell_ability.png	battle	false
nag_double_vampires_reduce_wom_cost_gaze_of_nagash_upgraded	spell_ability.png	67	spell_ability.png	battle	false
nag_double_vampires_enable_raise_dead	spell_ability.png	1	spell_ability.png	campaign	true
nag_double_vampires_cooldown_raise_dead	magic_cooldown.png	60	magic_cooldown.png	battle	false
nag_double_mod_amount_of_uses_raise_dead	spell_ability.png	705	spell_ability.png	battle	true
nag_double_vampires_enable_raise_dead_upgraded	spell_ability.png	1	spell_ability.png	campaign	true
nag_double_vampires_miscast_reduction_raise_dead_upgraded	spell_ability.png	111	spell_ability.png	battle	false
nag_double_vampires_enable_curse_of_years	spell_ability.png	1	spell_ability.png	campaign	true
nag_double_vampires_reduce_wom_cost_curse_of_years	spell_ability.png	67	spell_ability.png	battle	false
nag_double_vampires_cooldown_curse_of_years	magic_cooldown.png	60	magic_cooldown.png	battle	false
nag_double_vampires_enable_wind_of_death	spell_ability.png	1	spell_ability.png	campaign	true
nag_double_vampires_cooldown_wind_of_death	magic_cooldown.png	60	magic_cooldown.png	battle	false
nag_double_vampires_reduce_wom_cost_wind_of_death	spell_ability.png	67	spell_ability.png	battle	false
nag_double_vampires_enable_wind_of_death_upgraded	spell_ability.png	1	spell_ability.png	campaign	true
nag_double_vampires_miscast_reduction_wind_of_death_upgraded	spell_ability.png	111	spell_ability.png	battle	false
nag_double_vampires_reduce_wom_cost_wind_of_death_upgraded	spell_ability.png	67	spell_ability.png	battle	false
nag_effect_melee_attack_traitor_steed	melee_character.png	55	melee_character.png	campaign	true
nag_effect_melee_defence_traitor_steed	defence_character.png	55	defence_character.png	campaign	true
nag_effect_melee_attack_traitor_foot	melee_character.png	56	melee_character.png	campaign	true
nag_effect_melee_defence_traitor_foot	defence_character.png	56	defence_character.png	campaign	true
nag_effect_unit_xp_levels_all_horsemen_serpent_cavalry	experience.png	120	experience.png	campaign	true
nag_effect_unit_xp_levels_all_skeleton	experience.png	120	experience.png	campaign	true
nag_effect_physical_resistance_ghouls_zombies	resistance_physical.png	55	resistance_physical.png	battle	true
nag_effect_force_unit_stat_melee_attack_vs_undead	melee.png	10	melee.png	campaign	true
nag_effect_double_spell_range_mortarch_of_night_dummy	spell_ability.png	1	spell_ability.png	campaign	true
nag_effect_name_epithet_isabella_von_carstein		0		campaign	true
nag_effect_stalk_scorpion_skill	attribute_stalk.png	60	attribute_stalk.png	battle	true
nag_effect_speed_scorpion_crawler_skill	battle_movement.png	67	battle_movement.png	battle	true
nag_effect_army_skeleton_hp_skill	health_character.png	60	health_character.png	battle	true
nag_effect_ability_uses_abyssal_swarm	general_ability.png	705	general_ability.png	battle	true
nag_effect_war_declare_all_dummy	diplomacy.png	100	diplomacy.png	campaign	false
nag_effect_bonus_melee_attack_fighting_against_all	melee.png	101	melee.png	battle	true
nag_effect_bonus_charge_fighting_against_all	charge.png	102	charge.png	battle	true
nag_nagash_trait_true_immortalitiy	trait_mortarch.png	1	trait_mortarch.png	campaign	false
nag_effect_grant_immortality_hero	wound_time.png	3	wound_time.png	campaign	true
nag_effect_grant_immortality_lord	wound_time.png	2	wound_time.png	campaign	true
nag_effect_morghast_archai_ward_save	resistance_ward_save.png	55	resistance_ward_save.png	campaign	true
nag_effect_ability_enable_eternal_danse_macabre	general_ability.png	1	general_ability.png	battle	true
nag_effect_ability_enable_malediction_of_nagash	general_ability.png	1	general_ability.png	battle	true
nag_effect_ability_enable_raise_the_dead	general_ability.png	1	general_ability.png	battle	true
nag_effect_nagash_enable_death_magic_incarnate	general_ability.png	1	general_ability.png	battle	true
nag_effect_item_nagash_ability_enable_morikhane	general_ability.png	1	general_ability.png	battle	true
nag_effect_item_nagash_ability_enable_mortis_blade	general_ability.png	1	general_ability.png	battle	true
nag_effect_item_nagash_ability_enable_staff_of_power	general_ability.png	1	general_ability.png	battle	true
nag_effect_item_nagash_ability_enable_ashes_and_dust	general_ability.png	1	general_ability.png	battle	true
nag_ability_enable_loremaster_dummy	general_ability.png	1	general_ability.png	battle	true
nag_effect_ability_enable_exorcism_hidden		0		battle	true
nag_effect_ability_enable_the_restless_dead_hidden		0		battle	true
nag_effect_ability_enable_curse_of_undeath_hidden		0		battle	true
nag_effect_ability_enable_life-leeching_hidden		0		battle	true
nag_effect_ability_enable_master_arcane_conduit	general_ability.png	600	general_ability.png	battle	true
nag_effect_enable_heralds_of_the_accursed_one	general_ability.png	600	general_ability.png	battle	true
