effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/rhox_nagash_skills					
nag_effect_army_ranged_ammo_skill	ammo.png	1	ammo.png	battle	true
nag_effect_army_ranged_missile_strength_skill	ranged_damage.png	2	raned_damage.png	battle	true
nag_effect_army_infantry_armour_skill	armour.png	1	armour.png	battle	true
nag_effect_army_infantry_melee_attack_skill	melee.png	2	melee.png	battle	true
nag_effect_army_cav_speed_skill	battle_movement.png	1	battle_movement.png	battle	true
nag_effect_army_cav_charge_bonus_skill	charge.png	2	charge.png	battle	true
nag_effect_army_beasts_melee_attack_skill	melee.png	1	melee.png	battle	true
nag_effect_army_beasts_charge_bonus_skill	charge.png	2	charge.png	battle	true
nag_effect_army_spirit_melee_attack_skill	melee.png	1	melee.png	battle	true
nag_effect_army_spirit_melee_defence_skill	defence.png	1	defence.png	battle	true
nag_effect_army_spirit_magic_resistance_skill	resistance_magic.png	2	resistance_magic.png	battle	true
nag_effect_army_construct_melee_defence_skill	defence.png	1	defence.png	battle	true
nag_effect_army_construct_melee_attack_skill	melee.png	2	melee.png	battle	true
nag_effect_army_construct_charge_bonus_skill	charge.png	3	charge.png	battle	true
nag_effect_army_vet_vamp_strider_skill	attribute_ignore_forest_penalties.png	1	attribute_ignore_forest_penalties.png	battle	true
nag_effect_army_vet_vamp_melee_attack_skill	melee.png	2	melee.png	battle	true
nag_effect_army_vet_vamp_speed_skill	battle_movement.png	3	battle_movement.png	battle	true
nag_effect_army_vet_vamp_damage_base_skill	weapon_damage.png	4	weapon_damage.png	battle	true
nag_effect_army_vet_nehek_realm_of_souls_skill	general_ability.png	1	general_ability.png	battle	true
nag_effect_army_vet_nehek_melee_defence_skill	defence.png	2	defence.png	battle	true
nag_effect_army_vet_nehek_damage_base_skill	weapon_damage.png	3	weapon_damage.png	battle	true
nag_effect_army_vet_coast_missile_damage_ap_skill	armour_piercing.png	1	armour_piercing.png	battle	true
nag_effect_army_vet_coast_missile_damage_base_skill	ranged_damage.png	2	ranged_damage.png	battle	true
nag_effect_army_vet_coast_missile_damage_skill	ranged_damage.png	2	ranged_damage.png	battle	true
nag_effect_army_vet_coast_physical_resistance_skill	resistance_physical.png	3	battle_movement.png	battle	true
nag_effect_army_vet_coast_damage_base_skill	weapon_damage.png	4	weapon_damage.png	battle	true
nag_effect_army_vet_nagash_deathblow_skill	general_ability.png	1	general_ability.png	battle	true
nag_effect_army_vet_nagash_fatigue_res_skill	attribute_fatigue_res.png	1	attribute_fatigue_res.png	battle	true
nag_effect_army_vet_nagash_ward_save_skill	resistance_ward_save.png	2	resistance_ward_save.png	battle	true
nag_effect_army_vet_nagash_damage_base_skill	weapon_damage.png	3	weapon_damage.png	battle	true
nag_effect_army_vampiric_unit_set_skill	trait_set_vamp.png	5	trait_set_vamp.png	campaign	true
nag_effect_army_nehekharan_unit_set_skill	trait_set_nehek.png	5	trait_set_nehek.png	campaign	true
nag_effect_army_coast_unit_set_skill	trait_set_coast.png	5	trait_set_coast.png	campaign	true
nag_effect_army_nagashizzar_unit_set_skill	trait_set_nagash.png	5	trait_set_nagash.png	campaign	true
nag_spell_nagash_enable_abyssal_swarm	spell_ability.png	1	spell_ability.png	battle	true
nag_spell_nagash_cooldown_abyssal_swarm	magic_cooldown.png	3	magic_cooldown.png	battle	false
nag_spell_nagash_enable_abyssal_swarm_upgrade	spell_ability.png	2	spell_ability.png	battle	true
nag_spell_nagash_miscast_reduction_abyssal_swarm_upgraded	spell_ability.png	4	spell_ability.png	battle	false
nag_spell_nagash_reduce_wom_cost_abyssal_swarm	spell_ability.png	5	spell_ability.png	battle	false
nag_spell_nagash_reduce_wom_cost_abyssal_swarm_upgraded	spell_ability.png	6	spell_ability.png	battle	false
nag_spell_nagash_enable_breath_of_darkness	spell_ability.png	1	spell_ability.png	battle	true
nag_spell_nagash_cooldown_breath_of_darkness	magic_cooldown.png	3	magic_cooldown.png	battle	false
nag_spell_nagash_enable_breath_of_darkness_upgrade	spell_ability.png	2	spell_ability.png	battle	true
nag_spell_nagash_miscast_reduction_breath_of_darkness_upgraded	spell_ability.png	4	spell_ability.png	battle	false
nag_spell_nagash_reduce_wom_cost_breath_of_darkness	spell_ability.png	5	spell_ability.png	battle	false
nag_spell_nagash_reduce_wom_cost_breath_of_darkness_upgraded	spell_ability.png	6	spell_ability.png	battle	false
nag_spell_nagash_enable_soul_stealer	spell_ability.png	1	spell_ability.png	battle	true
nag_spell_nagash_reduce_wom_cost_soul_stealer	spell_ability.png	5	spell_ability.png	battle	false
nag_spell_nagash_cooldown_soul_stealer	magic_cooldown.png	2	magic_cooldown.png	battle	false
nag_spell_nagash_enable_dark_riders	spell_ability.png	1	spell_ability.png	battle	true
nag_spell_nagash_cooldown_dark_riders	magic_cooldown.png	3	magic_cooldown.png	battle	false
nag_spell_nagash_enable_dark_riders_upgrade	spell_ability.png	2	spell_ability.png	battle	true
nag_spell_nagash_miscast_reduction_dark_riders_upgraded	spell_ability.png	4	spell_ability.png	battle	false
nag_spell_nagash_reduce_wom_cost_dark_riders	spell_ability.png	5	spell_ability.png	battle	false
nag_spell_nagash_reduce_wom_cost_dark_riders_upgraded	spell_ability.png	6	spell_ability.png	battle	false
nag_spell_nagash_ability_uses_dark_riders	general_ability.png	8	general_ability.png	battle	true
nag_spell_nagash_enable_grave_call_master	spell_ability.png	1	spell_ability.png	battle	true
nag_spell_nagash_enable_grave_call_master_hidden		0		battle	true
nag_spell_nagash_cooldown_grave_call_master	magic_cooldown.png	3	magic_cooldown.png	battle	false
nag_spell_nagash_enable_grave_call_master_upgrade	spell_ability.png	2	spell_ability.png	battle	true
nag_spell_nagash_miscast_reduction_grave_call_master_upgraded	spell_ability.png	4	spell_ability.png	battle	false
nag_spell_nagash_reduce_wom_cost_grave_call_master	spell_ability.png	5	spell_ability.png	battle	false
nag_spell_nagash_reduce_wom_cost_grave_call_master_upgraded	spell_ability.png	6	spell_ability.png	battle	false
nag_spell_nagash_ability_uses_grave_call_master	general_ability.png	8	general_ability.png	battle	true
nag_spell_nagash_ability_uses_grave_call_master_hidden		0		battle	true
nag_spell_nagash_enable_hand_of_dust	spell_ability.png	1	spell_ability.png	battle	true
nag_spell_nagash_cooldown_hand_of_dust	magic_cooldown.png	2	magic_cooldown.png	battle	false
nag_spell_nagash_reduce_wom_cost_hand_of_dust	spell_ability.png	5	spell_ability.png	battle	false
nag_spell_nagash_ability_uses_hand_of_dust	general_ability.png	8	general_ability.png	battle	true
nag_spell_nagash_enable_harbinger	spell_ability.png	1	spell_ability.png	battle	true
