building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/jvj_nagash_buildings_horde	
nag_bpyramid_main	nag_nagash
nag_bpyramid_ew2_mortuary	nag_nagash
nag_bpyramid_ew1_barracks	nag_nagash
nag_bpyramid_ww1_stables	nag_nagash
nag_bpyramid_ww2_warmachines	nag_nagash
nag_bpyramid_main_obelisk	nag_nagash
nag_bpyramid_ew4_other	nag_nagash
nag_bpyramid_ww4_extra	nag_nagash
nag_bpyramid_ew3_growth	nag_nagash
nag_bpyramid_ww3_industry	nag_nagash
nag_bpyramid_hidden	nag_nagash
nag_nagash_horde_special	nag_nagash
nag_arkhan_horde_special	nag_nagash
nag_vlad_horde_special	nag_nagash
nag_neffy_horde_special	nag_nagash
nag_manny_horde_special	nag_nagash
nag_krell_horde_special	nag_nagash
nag_luthor_horde_special	nag_nagash
nag_nagash_horde_landmark	nag_nagash
nag_arkhan_horde_landmark	nag_nagash
nag_vlad_horde_landmark	nag_nagash
nag_neffy_horde_landmark	nag_nagash
nag_manny_horde_landmark	nag_nagash
nag_krell_horde_landmark	nag_nagash
nag_luthor_horde_landmark	nag_nagash
nag_horde_military1_barracks	nag_nagash
nag_horde_military2_stables	nag_nagash
nag_horde_military3_warmachines	nag_nagash
nag_horde_military4_monsters	nag_nagash
nag_horde_support1_smith	nag_nagash
nag_horde_support2_worship	nag_nagash
nag_horde_support3_wizards	nag_nagash
nag_horde_infrastructure1_growth	nag_nagash
nag_horde_infrastructure2_industry	nag_nagash
nag_horde_infrastructure3_energy	nag_nagash
nag_horde_infrastructure4_other	nag_nagash
nag_subhorde_main	nag_nagash
nag_subhorde_military1_barracks	nag_nagash
nag_subhorde_military2_stables	nag_nagash
nag_subhorde_military3_warmachines	nag_nagash
nag_subhorde_military4_monsters	nag_nagash
nag_subhorde_support2_worship	nag_nagash
nag_subhorde_infrastructure1_growth	nag_nagash
nag_subhorde_infrastructure2_industry	nag_nagash
