building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/jvj_nagash	
nag_outpost_primary_main	nag_nagash
nag_outpost_secondary_main	nag_nagash
nag_outpost_main_port	nag_nagash
nag_outpost_special_nagashizzar	nag_nagash
nag_outpost_special_mourkain	nag_nagash
nag_outpost_special_lahmia	nag_nagash
nag_outpost_special_khemri	nag_nagash
nag_outpost_special_awakening	nag_nagash
nag_outpost_special_drakenhof	nag_nagash
nag_outpost_special_quintex	nag_nagash
nag_outpost_primary_research	nag_nagash
nag_outpost_primary_arcane	nag_nagash
nag_outpost_primary_support	nag_nagash
nag_outpost_primary_nehek	nag_nagash
nag_outpost_primary_nagashizzar	nag_nagash
nag_outpost_primary_coast	nag_nagash
nag_outpost_primary_count	nag_nagash
nag_outpost_primary_warpstone	nag_nagash
nag_outpost_secondary_fields	nag_nagash
nag_outpost_secondary_corruption	nag_nagash
nag_outpost_secondary_syphon	nag_nagash
nag_outpost_secondary_energy	nag_nagash
nag_settlement_cavalry	nag_nagash
nag_settlement_chariots	nag_nagash
nag_settlement_citadel	nag_nagash
nag_settlement_defence_major	nag_nagash
nag_settlement_estate	nag_nagash
nag_settlement_growth	nag_nagash
nag_settlement_income	nag_nagash
nag_settlement_infantry	nag_nagash
nag_settlement_necrosphinx	nag_nagash
nag_settlement_scorpions	nag_nagash
nag_settlement_ushabti	nag_nagash
nag_settlement_warsphinx	nag_nagash
nag_settlement_priest	nag_nagash
nag_settlement_spirit	nag_nagash
nag_resource_gemstones	nag_nagash
nag_resource_obsidian	nag_nagash
nag_resource_dyes	nag_nagash
nag_resource_furs	nag_nagash
nag_resource_gold	nag_nagash
nag_resource_iron	nag_nagash
nag_resource_marble	nag_nagash
nag_resource_pottery	nag_nagash
nag_resource_salt	nag_nagash
nag_resource_timber	nag_nagash
nag_resource_wine	nag_nagash
nag_non_unique_settlement_defence_major	nag_nagash
nag_non_unique_settlement_growth	nag_nagash
nag_non_unique_settlement_income	nag_nagash
nag_non_unique_settlement_infantry	nag_nagash
nag_non_unique_settlement_ushabti	nag_nagash
nag_non_unique_settlement_priest	nag_nagash
nag_non_unique_settlement_spirit	nag_nagash
nag_non_unique_settlement_cavalry	nag_nagash
nag_non_unique_settlement_chariots	nag_nagash
nag_resource_animals	nag_nagash
nag_resource_medical	nag_nagash
nag_resource_pastures	nag_nagash
nag_resource_spices	nag_nagash
nag_resource_ivory	nag_nagash
nag_outpost_special_blackpyramid	nag_nagash
