member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/rhox_nagash_grand_spells		
nag_grand_spell_01_20	ACTOR	mixer_nag_nagash
nag_grand_spell_02_0	ACTOR	mixer_nag_nagash
nag_grand_spell_02_1	ACTOR	mixer_nag_nagash
nag_grand_spell_02_2	ACTOR	mixer_nag_nagash
nag_grand_spell_02_3	ACTOR	mixer_nag_nagash
nag_grand_spell_02_4	ACTOR	mixer_nag_nagash
nag_grand_spell_02_5	ACTOR	mixer_nag_nagash
nag_grand_spell_02_6	ACTOR	mixer_nag_nagash
nag_grand_spell_02_7	ACTOR	mixer_nag_nagash
nag_grand_spell_02_8	ACTOR	mixer_nag_nagash
nag_grand_spell_02_9	ACTOR	mixer_nag_nagash
nag_grand_spell_02_10	ACTOR	mixer_nag_nagash
nag_grand_spell_02_11	ACTOR	mixer_nag_nagash
nag_grand_spell_02_12	ACTOR	mixer_nag_nagash
nag_grand_spell_02_13	ACTOR	mixer_nag_nagash
nag_grand_spell_02_14	ACTOR	mixer_nag_nagash
nag_grand_spell_02_15	ACTOR	mixer_nag_nagash
nag_grand_spell_02_16	ACTOR	mixer_nag_nagash
nag_grand_spell_02_17	ACTOR	mixer_nag_nagash
nag_grand_spell_02_18	ACTOR	mixer_nag_nagash
nag_grand_spell_02_19	ACTOR	mixer_nag_nagash
nag_grand_spell_02_20	ACTOR	mixer_nag_nagash
nag_grand_spell_03_0	ACTOR	mixer_nag_nagash
nag_grand_spell_03_1	ACTOR	mixer_nag_nagash
nag_grand_spell_03_2	ACTOR	mixer_nag_nagash
nag_grand_spell_03_3	ACTOR	mixer_nag_nagash
nag_grand_spell_03_4	ACTOR	mixer_nag_nagash
nag_grand_spell_03_5	ACTOR	mixer_nag_nagash
nag_grand_spell_03_6	ACTOR	mixer_nag_nagash
nag_grand_spell_03_7	ACTOR	mixer_nag_nagash
nag_grand_spell_03_8	ACTOR	mixer_nag_nagash
nag_grand_spell_03_9	ACTOR	mixer_nag_nagash
nag_grand_spell_03_10	ACTOR	mixer_nag_nagash
nag_grand_spell_03_11	ACTOR	mixer_nag_nagash
nag_grand_spell_03_12	ACTOR	mixer_nag_nagash
nag_grand_spell_03_13	ACTOR	mixer_nag_nagash
nag_grand_spell_03_14	ACTOR	mixer_nag_nagash
nag_grand_spell_03_15	ACTOR	mixer_nag_nagash
nag_grand_spell_03_16	ACTOR	mixer_nag_nagash
nag_grand_spell_03_17	ACTOR	mixer_nag_nagash
nag_grand_spell_03_18	ACTOR	mixer_nag_nagash
nag_grand_spell_03_19	ACTOR	mixer_nag_nagash
nag_grand_spell_03_20	ACTOR	mixer_nag_nagash
