member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/rhox_nagash_lahmia_diplo		
diplomacy_FactionGroup_rhox_lahmia	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionBeastmen	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionBeastmen_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionBeastmen_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionBretonnia	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionBretonnia_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionBretonnia_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionChaos	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionChaos_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionChaos_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionDarkElves	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionDarkElves_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionDarkElves_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionDwarf	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionDwarf_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionDwarf_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionEmpire	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionEmpire_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionEmpire_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionGreenskin	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionGreenskin_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionGreenskin_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionHighElves	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionHighElves_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
