group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;1;db/cdir_military_generator_unit_qualities_tables/nagasha		
Default_land_magic	nag_nagash_husk	10
Default_land_magic	nag_nagash_boss	10
Default_land_magic	nag_mortarch_neferata	10
Default_land_magic	nag_mortarch_neferata_warhorse	10
Default_land_magic	nag_mortarch_neferata_abyssal	10
Default_land_magic	nag_mortarch_krell	10
Default_land_magic	nag_mortarch_vlad	10
Default_land_magic	nag_mortarch_mannfred	10
Default_land_magic	nag_mortarch_mannfred_warhorse	10
Default_land_magic	nag_mortarch_mannfred_abyssal	10
Default_land_magic	nag_mortarch_luthor	10
Default_land_magic	nag_mortarch_luthor_terrorgheist	10
Default_land_magic	nag_mortarch_arkhan	10
Default_land_magic	nag_mortarch_arkhan_warhorse	10
Default_land_magic	nag_mortarch_arkhan_chariot	10
Default_land_magic	nag_mortarch_arkhan_abyssal	10
Default_land_magic	nag_mortarch_isabella	10
Default_land_magic	nag_mortarch_isabella_hellsteed	10
Default_land_magic	nag_mortarch_isabella_warhorse	10
Default_land_support	nag_morghasts	20
Default_land_magic	nag_morghasts_archai	10
Default_land_infantry_melee	nag_nagashi_guard	18
Default_land_infantry_spearmen	nag_nagashi_guard_halb	18
Default_land_support	nag_mortis_engine	15
Default_land_artillery	nag_bone_thrower	10
Default_land_infantry_melee	nag_bone_golems	15
Default_land_cavalry_missile	nag_sand_crawlies	5
Default_land_cavalry_missile	nag_warp_ghouls	5
Default_land_cavalry_melee	nag_carrion_riders	15
Default_land_support	nag_giant_spoop	20
Default_land_monster	nag_bone_colossus	25
Default_land_infantry_missile	nag_spirit_host	5
Default_land_infantry_missile	nag_spirit_host_small	5
Default_land_infantry_missile	nag_spirit_host_green	5
Default_land_infantry_missile	nag_vanilla_tmb_inf_skeleton_archers_0	1
Default_land_infantry_spearmen	nag_vanilla_tmb_inf_skeleton_spearmen_0	1
Default_land_infantry_melee	nag_vanilla_tmb_inf_skeleton_warriors_0	1
Default_land_support	nag_vanilla_tmb_inf_nehekhara_warriors_0	5
Default_land_infantry_melee	nag_vanilla_tmb_inf_tomb_guard_0	15
Default_land_infantry_spearmen	nag_vanilla_tmb_inf_tomb_guard_1	15
Default_land_cavalry_melee	nag_vanilla_tmb_cav_skeleton_horsemen_0	1
Default_land_cavalry_missile	nag_vanilla_tmb_cav_skeleton_horsemen_archers_0	5
Default_land_cavalry_melee	nag_vanilla_tmb_cav_nehekhara_horsemen_0	2
Default_land_cavalry_melee	nag_vanilla_tmb_cav_necropolis_knights_0	20
Default_land_cavalry_melee	nag_vanilla_tmb_cav_necropolis_knights_1	20
Default_land_cavalry_missile	nag_vanilla_tmb_veh_skeleton_archer_chariot_0	10
Default_land_chariot	nag_vanilla_tmb_veh_skeleton_chariot_0	10
Default_land_infantry_melee	nag_vanilla_tmb_mon_ushabti_0	15
Default_land_artillery	nag_vanilla_tmb_mon_ushabti_1	15
Default_land_support	nag_vanilla_tmb_mon_sepulchral_stalkers_0	5
Default_land_monster	nag_vanilla_tmb_mon_tomb_scorpion_0	15
Default_land_monster	nag_vanilla_tmb_mon_khemrian_warsphinx_0	25
Default_land_monster	nag_vanilla_tmb_mon_necrosphinx_0	20
Default_land_artillery	nag_vanilla_tmb_mon_bone_giant_0	20
Default_land_artillery	nag_vanilla_tmb_art_screaming_skull_catapult_0	10
Default_land_artillery	nag_vanilla_tmb_art_casket_of_souls_0	15
Default_land_infantry_melee	nag_vanilla_vmp_inf_zombie	1
Default_land_infantry_melee	nag_vanilla_vmp_inf_skeleton_warriors_0	1
Default_land_infantry_spearmen	nag_vanilla_vmp_inf_skeleton_warriors_1	1
Default_land_support	nag_vanilla_vmp_inf_crypt_ghouls	8
Default_land_support	nag_vanilla_vmp_inf_cairn_wraiths	10
Default_land_infantry_melee	nag_vanilla_vmp_inf_grave_guard_0	15
Default_land_infantry_melee	nag_vanilla_vmp_inf_grave_guard_1	15
Default_land_cavalry_melee	nag_vanilla_vmp_cav_black_knights_0	5
Default_land_cavalry_melee	nag_vanilla_vmp_cav_black_knights_3	10
Default_land_cavalry_melee	nag_vanilla_vmp_cav_hexwraiths	15
Default_land_cavalry_melee	nag_vanilla_vmp_cav_blood_knights_0	20
Default_land_support	nag_vanilla_vmp_veh_corpse_cart_1	5
Default_land_support	nag_vanilla_vmp_veh_corpse_cart_2	5
Default_land_cavalry_missile	nag_vanilla_vmp_mon_dire_wolves	5
Default_land_cavalry_missile	nag_vanilla_vmp_mon_fell_bats	1
Default_land_cavalry_missile	nag_vanilla_vmp_mon_vargheists	10
Default_land_infantry_melee	nag_vanilla_cst_inf_zombie_deckhands_mob_0	1
Default_land_infantry_melee	nag_vanilla_cst_inf_zombie_deckhands_mob_1	1
Default_land_infantry_missile	nag_vanilla_cst_inf_zombie_gunnery_mob_0	1
Default_land_infantry_missile	nag_vanilla_cst_inf_zombie_gunnery_mob_1	3
Default_land_infantry_missile	nag_vanilla_cst_inf_deck_gunners_0	5
Default_land_support	nag_vanilla_cst_inf_depth_guard_0	15
Default_land_support	nag_vanilla_cst_mon_bloated_corpse_0	3
Default_land_monster	nag_vanilla_cst_mon_terrorgheist	25
