id	names_group	type	gender	frequency
#names_tables;0;db/names_tables/rhox_nagash				
1937224327	666	forename	m	0
1937224328	666	forename	m	0
1937224329	666	forename	m	0
1937224330	666	forename	m	0
1937224331	666	forename	m	0
1937224332	666	forename	m	0
1937224333	666	forename	m	0
1937224334	666	forename	m	0
1937224335	666	forename	m	0
1937224336	666	forename	f	0
1937224337	666	forename	m	0
1937224338	666	forename	m	0
1937224339	666	forename	m	0
1937224340	666	forename	m	0
1937224341	666	forename	m	0
1937224342	666	forename	f	0
1937224343	666	forename	f	0
1937224344	666	forename	f	0
1777692413	666	family_name	b	0
1777692414	666	family_name	b	0
1777692415	666	family_name	b	0
1777692416	666	family_name	b	0
1777692417	666	family_name	b	0
1777692418	666	family_name	b	0
1777692419	666	family_name	b	0
1777692420	666	family_name	b	0
1777692421	666	family_name	b	0
1777692422	666	family_name	b	0
